Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,15,15 inches
Row 3,12,15 inches
Row 4,15,15 inches
Row 5,10,10 inches
Row 6,14,15 inches
Row 7,10,10 inches
Row 8,13,15 inches
Row 9,5,5 inches
Row 10,14,15 inches
Row 11,6,10 inches
Row 12,8,10 inches
Row 13,15,15 inches
Row 14,12,15 inches
Row 15,14,15 inches
Row 16,10,10 inches
Row 17,12,15 inches
Row 18,5,5 inches
Row 19,8,10 inches
Row 20,5,5 inches
Row 21,6,10 inches
Row 22,14,15 inches
Row 23,7,10 inches
Row 24,15,15 inches
Row 25,6,10 inches
Row 26,11,15 inches
Row 27,13,15 inches
Row 28,13,15 inches
Row 29,15,15 inches
Row 30,7,10 inches
Row 31,14,15 inches
Row 32,15,15 inches
Row 33,14,15 inches
Row 34,5,5 inches
Row 35,9,10 inches
Row 36,10,10 inches
Row 37,14,15 inches
Row 38,13,15 inches
Row 39,14,15 inches
Row 40,5,5 inches
Row 41,10,10 inches
Row 42,10,10 inches
Row 43,9,10 inches
Row 44,8,10 inches
Row 45,5,5 inches
Row 46,10,10 inches
Row 47,7,10 inches
Row 48,13,15 inches
Row 49,9,10 inches
Row 50,15,15 inches
Row 51,6,10 inches
Row 52,13,15 inches
Row 53,7,10 inches
Row 54,13,15 inches
Row 55,9,10 inches
Row 56,12,15 inches
Row 57,15,15 inches
Row 58,10,10 inches
Row 59,9,10 inches
Row 60,11,15 inches
Row 61,10,10 inches
Row 62,8,10 inches
Row 63,15,15 inches
Row 64,13,15 inches
Row 65,6,10 inches
Row 66,5,5 inches
Row 67,7,10 inches
Row 68,13,15 inches
Row 69,14,15 inches
Row 70,7,10 inches
Row 71,12,15 inches
Row 72,10,10 inches
Row 73,11,15 inches
Row 74,13,15 inches
Row 75,6,10 inches
Row 76,10,10 inches
Row 77,12,15 inches
Row 78,8,10 inches
Row 79,8,10 inches
Row 80,9,10 inches
Row 81,8,10 inches
Row 82,13,15 inches
Row 83,8,10 inches
Row 84,8,10 inches
Row 85,12,15 inches
Row 86,10,10 inches
Row 87,6,10 inches
Row 88,10,10 inches
Row 89,12,15 inches
Row 90,13,15 inches
Row 91,7,10 inches
Row 92,14,15 inches
Row 93,10,10 inches
Row 94,12,15 inches
Row 95,9,10 inches
Row 96,10,10 inches
Row 97,9,10 inches
Row 98,15,15 inches
Row 99,5,5 inches
Row 100,15,15 inches
Row 101,13,15 inches
Row 102,5,5 inches
Row 103,12,15 inches
Row 104,9,10 inches
Row 105,6,10 inches
Row 106,12,15 inches
Row 107,13,15 inches
Row 108,6,10 inches
Row 109,6,10 inches
Row 110,15,15 inches
Row 111,10,10 inches
Row 112,14,15 inches
Row 113,8,10 inches
Row 114,15,15 inches
Row 115,15,15 inches
Row 116,6,10 inches
Row 117,7,10 inches
Row 118,6,10 inches
Row 119,15,15 inches
Row 120,10,10 inches
Row 121,13,15 inches
Row 122,15,15 inches
Row 123,7,10 inches
Row 124,9,10 inches
Row 125,7,10 inches
Row 126,6,10 inches
Row 127,13,15 inches
Row 128,13,15 inches
Row 129,10,10 inches
Row 130,10,10 inches
Row 131,6,10 inches
Row 132,10,10 inches
Row 133,14,15 inches
