Row,Number of Houses,Pipe Size,pipe_size
Row 1,7,10 inches,15 inches
Row 2,9,10 inches,15 inches
Row 3,14,15 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,10,10 inches,15 inches
Row 7,9,10 inches,15 inches
Row 8,8,10 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,12,15 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,10,10 inches,15 inches
Row 16,12,15 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,10,10 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,7,10 inches,15 inches
Row 25,12,15 inches,15 inches
Row 26,6,10 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,15,15 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,8,10 inches,15 inches
Row 34,14,15 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,8,10 inches,15 inches
Row 38,13,15 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,9,10 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,13,15 inches,15 inches
Row 43,9,10 inches,15 inches
Row 44,11,15 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,6,10 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,10,10 inches,15 inches
Row 55,5,5 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,7,10 inches,15 inches
Row 60,11,15 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,6,10 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,15,15 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,8,10 inches,15 inches
Row 77,11,15 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,8,10 inches,15 inches
Row 85,10,10 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,6,10 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,9,10 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,9,10 inches,15 inches
Row 95,13,15 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,8,10 inches,15 inches
Row 98,14,15 inches,15 inches
Row 99,15,15 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,12,15 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,15,15 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,7,10 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,8,10 inches,15 inches
Row 109,6,10 inches,15 inches
Row 110,14,15 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,8,10 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,6,10 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,15,15 inches,15 inches
Row 121,7,10 inches,15 inches
Row 122,6,10 inches,15 inches
Row 123,11,15 inches,15 inches
Row 124,15,15 inches,15 inches
Row 125,7,10 inches,15 inches
Row 126,5,5 inches,15 inches
Row 127,5,5 inches,15 inches
Row 128,6,10 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,12,15 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,8,10 inches,15 inches
Row 133,5,5 inches,15 inches
