Row,Number of Houses,Pipe Size,pipe_size
Row 1,7,10 inches,15 inches
Row 2,15,15 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,11,15 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,7,10 inches,15 inches
Row 7,14,15 inches,15 inches
Row 8,14,15 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,14,15 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,5,5 inches,15 inches
Row 15,9,10 inches,15 inches
Row 16,12,15 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,7,10 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,11,15 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,14,15 inches,15 inches
Row 26,9,10 inches,15 inches
Row 27,8,10 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,14,15 inches,15 inches
Row 30,8,10 inches,15 inches
Row 31,15,15 inches,15 inches
Row 32,12,15 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,14,15 inches,15 inches
Row 37,14,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,15,15 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,10,10 inches,15 inches
Row 48,9,10 inches,15 inches
Row 49,7,10 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,15,15 inches,15 inches
Row 54,8,10 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,5,5 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,10,10 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,13,15 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,15,15 inches,15 inches
Row 68,7,10 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,11,15 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,10,10 inches,15 inches
Row 73,13,15 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,9,10 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,6,10 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,14,15 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,15,15 inches,15 inches
Row 98,11,15 inches,15 inches
Row 99,12,15 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,8,10 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,15,15 inches,15 inches
Row 106,9,10 inches,15 inches
Row 107,14,15 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,7,10 inches,15 inches
Row 110,13,15 inches,15 inches
Row 111,10,10 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,10,10 inches,15 inches
