Row,Number of Houses,Pipe Size,pipe_size
Row 1,12,15 inches,15 inches
Row 2,9,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,11,15 inches,15 inches
Row 5,10,10 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,14,15 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,6,10 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,11,15 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,11,15 inches,15 inches
Row 16,13,15 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,8,10 inches,15 inches
Row 20,12,15 inches,15 inches
Row 21,11,15 inches,15 inches
Row 22,7,10 inches,15 inches
Row 23,12,15 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,12,15 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,10,10 inches,15 inches
Row 36,12,15 inches,15 inches
Row 37,14,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,9,10 inches,15 inches
Row 40,14,15 inches,15 inches
Row 41,7,10 inches,15 inches
Row 42,15,15 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,11,15 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,10,10 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,12,15 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,11,15 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,11,15 inches,15 inches
Row 58,13,15 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,6,10 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,13,15 inches,15 inches
Row 68,9,10 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,15,15 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,6,10 inches,15 inches
Row 74,15,15 inches,15 inches
Row 75,13,15 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,6,10 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,5,5 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,9,10 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,14,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,15,15 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,9,10 inches,15 inches
Row 106,13,15 inches,15 inches
Row 107,7,10 inches,15 inches
Row 108,8,10 inches,15 inches
Row 109,7,10 inches,15 inches
Row 110,5,5 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,14,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,11,15 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,12,15 inches,15 inches
Row 119,15,15 inches,15 inches
Row 120,6,10 inches,15 inches
Row 121,13,15 inches,15 inches
Row 122,14,15 inches,15 inches
Row 123,8,10 inches,15 inches
Row 124,10,10 inches,15 inches
Row 125,15,15 inches,15 inches
Row 126,11,15 inches,15 inches
Row 127,9,10 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,9,10 inches,15 inches
Row 131,6,10 inches,15 inches
Row 132,12,15 inches,15 inches
Row 133,10,10 inches,15 inches
Row 134,5,5 inches,15 inches
Row 135,7,10 inches,15 inches
Row 136,5,5 inches,15 inches
Row 137,15,15 inches,15 inches
Row 138,11,15 inches,15 inches
Row 139,5,5 inches,15 inches
Row 140,11,15 inches,15 inches
Row 141,15,15 inches,15 inches
Row 142,10,10 inches,15 inches
Row 143,12,15 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,7,10 inches,15 inches
Row 146,5,5 inches,15 inches
Row 147,10,10 inches,15 inches
Row 148,13,15 inches,15 inches
Row 149,7,10 inches,15 inches
Row 150,7,10 inches,15 inches
Row 151,10,10 inches,15 inches
Row 152,6,10 inches,15 inches
Row 153,10,10 inches,15 inches
Row 154,7,10 inches,15 inches
Row 155,8,10 inches,15 inches
Row 156,5,5 inches,15 inches
Row 157,10,10 inches,15 inches
Row 158,10,10 inches,15 inches
Row 159,7,10 inches,15 inches
Row 160,15,15 inches,15 inches
Row 161,12,15 inches,15 inches
Row 162,9,10 inches,15 inches
Row 163,14,15 inches,15 inches
Row 164,11,15 inches,15 inches
Row 165,11,15 inches,15 inches
Row 166,15,15 inches,15 inches
Row 167,8,10 inches,15 inches
Row 168,10,10 inches,15 inches
Row 169,10,10 inches,15 inches
Row 170,12,15 inches,15 inches
Row 171,6,10 inches,15 inches
Row 172,11,15 inches,15 inches
