Row,Number of Houses,Pipe Size,pipe_size
Row 1,12,15 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,10,10 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,6,10 inches,15 inches
Row 7,5,5 inches,15 inches
Row 8,14,15 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,6,10 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,10,10 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,6,10 inches,15 inches
Row 18,11,15 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,12,15 inches,15 inches
Row 24,12,15 inches,15 inches
Row 25,13,15 inches,15 inches
Row 26,15,15 inches,15 inches
Row 27,12,15 inches,15 inches
Row 28,7,10 inches,15 inches
Row 29,9,10 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,15,15 inches,15 inches
Row 35,5,5 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,5,5 inches,15 inches
Row 38,14,15 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,6,10 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,6,10 inches,15 inches
Row 50,6,10 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,6,10 inches,15 inches
Row 53,5,5 inches,15 inches
Row 54,11,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,6,10 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,7,10 inches,15 inches
Row 61,6,10 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,9,10 inches,15 inches
Row 68,12,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,5,5 inches,15 inches
Row 71,14,15 inches,15 inches
Row 72,7,10 inches,15 inches
Row 73,13,15 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,14,15 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,10,10 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,10,10 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,10,10 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,6,10 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,5,5 inches,15 inches
Row 91,15,15 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,7,10 inches,15 inches
Row 96,11,15 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,15,15 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,9,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,12,15 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,14,15 inches,15 inches
Row 113,14,15 inches,15 inches
Row 114,10,10 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,13,15 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,15,15 inches,15 inches
Row 124,14,15 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,9,10 inches,15 inches
Row 127,11,15 inches,15 inches
Row 128,6,10 inches,15 inches
Row 129,11,15 inches,15 inches
Row 130,14,15 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,8,10 inches,15 inches
Row 133,13,15 inches,15 inches
Row 134,13,15 inches,15 inches
Row 135,12,15 inches,15 inches
Row 136,15,15 inches,15 inches
Row 137,11,15 inches,15 inches
Row 138,15,15 inches,15 inches
Row 139,14,15 inches,15 inches
