Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,15,15 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,5,5 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,15,15 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,11,15 inches,15 inches
Row 12,15,15 inches,15 inches
Row 13,13,15 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,11,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,13,15 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,13,15 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,13,15 inches,15 inches
Row 28,8,10 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,11,15 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,6,10 inches,15 inches
Row 33,14,15 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,10,10 inches,15 inches
Row 37,13,15 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,8,10 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,11,15 inches,15 inches
Row 45,8,10 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,12,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,13,15 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,14,15 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,10,10 inches,15 inches
Row 63,6,10 inches,15 inches
Row 64,12,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,6,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,6,10 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,11,15 inches,15 inches
Row 74,8,10 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,15,15 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,13,15 inches,15 inches
Row 82,14,15 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,12,15 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,5,5 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,15,15 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,15,15 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,13,15 inches,15 inches
Row 101,15,15 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,10,10 inches,15 inches
Row 105,7,10 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,9,10 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,12,15 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,5,5 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,13,15 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,15,15 inches,15 inches
Row 120,8,10 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,9,10 inches,15 inches
Row 125,10,10 inches,15 inches
Row 126,12,15 inches,15 inches
