Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,9,10 inches
Row 3,9,10 inches
Row 4,10,10 inches
Row 5,12,15 inches
Row 6,10,10 inches
Row 7,14,15 inches
Row 8,5,5 inches
Row 9,10,10 inches
Row 10,6,10 inches
Row 11,9,10 inches
Row 12,7,10 inches
Row 13,11,15 inches
Row 14,12,15 inches
Row 15,10,10 inches
Row 16,15,15 inches
Row 17,15,15 inches
Row 18,8,10 inches
Row 19,14,15 inches
Row 20,7,10 inches
Row 21,9,10 inches
Row 22,6,10 inches
Row 23,10,10 inches
Row 24,13,15 inches
Row 25,7,10 inches
Row 26,6,10 inches
Row 27,13,15 inches
Row 28,11,15 inches
Row 29,13,15 inches
Row 30,10,10 inches
Row 31,9,10 inches
Row 32,9,10 inches
Row 33,13,15 inches
Row 34,9,10 inches
Row 35,12,15 inches
Row 36,9,10 inches
Row 37,15,15 inches
Row 38,14,15 inches
Row 39,8,10 inches
Row 40,10,10 inches
Row 41,12,15 inches
Row 42,14,15 inches
Row 43,11,15 inches
Row 44,7,10 inches
Row 45,13,15 inches
Row 46,5,5 inches
Row 47,11,15 inches
Row 48,14,15 inches
Row 49,6,10 inches
Row 50,7,10 inches
Row 51,7,10 inches
Row 52,8,10 inches
Row 53,9,10 inches
Row 54,9,10 inches
Row 55,11,15 inches
Row 56,5,5 inches
Row 57,9,10 inches
Row 58,9,10 inches
Row 59,12,15 inches
Row 60,15,15 inches
Row 61,12,15 inches
Row 62,11,15 inches
Row 63,11,15 inches
Row 64,13,15 inches
Row 65,12,15 inches
Row 66,10,10 inches
Row 67,14,15 inches
Row 68,14,15 inches
Row 69,15,15 inches
Row 70,5,5 inches
Row 71,9,10 inches
Row 72,10,10 inches
Row 73,14,15 inches
Row 74,8,10 inches
Row 75,7,10 inches
Row 76,12,15 inches
Row 77,7,10 inches
Row 78,9,10 inches
Row 79,5,5 inches
Row 80,12,15 inches
Row 81,10,10 inches
Row 82,5,5 inches
Row 83,6,10 inches
Row 84,7,10 inches
Row 85,9,10 inches
Row 86,9,10 inches
Row 87,10,10 inches
Row 88,5,5 inches
Row 89,11,15 inches
Row 90,5,5 inches
Row 91,8,10 inches
Row 92,11,15 inches
Row 93,11,15 inches
Row 94,5,5 inches
Row 95,8,10 inches
Row 96,15,15 inches
Row 97,5,5 inches
Row 98,10,10 inches
Row 99,15,15 inches
Row 100,15,15 inches
Row 101,8,10 inches
Row 102,10,10 inches
Row 103,15,15 inches
Row 104,9,10 inches
Row 105,7,10 inches
Row 106,9,10 inches
Row 107,6,10 inches
Row 108,12,15 inches
Row 109,8,10 inches
Row 110,8,10 inches
Row 111,9,10 inches
Row 112,10,10 inches
Row 113,12,15 inches
Row 114,5,5 inches
Row 115,6,10 inches
Row 116,11,15 inches
Row 117,13,15 inches
Row 118,10,10 inches
Row 119,11,15 inches
Row 120,8,10 inches
Row 121,10,10 inches
Row 122,14,15 inches
Row 123,5,5 inches
Row 124,9,10 inches
Row 125,9,10 inches
Row 126,15,15 inches
Row 127,13,15 inches
Row 128,10,10 inches
Row 129,15,15 inches
Row 130,12,15 inches
Row 131,14,15 inches
Row 132,9,10 inches
Row 133,12,15 inches
Row 134,15,15 inches
Row 135,9,10 inches
Row 136,11,15 inches
Row 137,11,15 inches
Row 138,9,10 inches
Row 139,12,15 inches
Row 140,6,10 inches
Row 141,5,5 inches
Row 142,6,10 inches
Row 143,7,10 inches
Row 144,10,10 inches
Row 145,5,5 inches
