Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,12,15 inches
Row 3,13,15 inches
Row 4,6,10 inches
Row 5,7,10 inches
Row 6,12,15 inches
Row 7,14,15 inches
Row 8,9,10 inches
Row 9,12,15 inches
Row 10,11,15 inches
Row 11,8,10 inches
Row 12,5,5 inches
Row 13,6,10 inches
Row 14,14,15 inches
Row 15,7,10 inches
Row 16,9,10 inches
Row 17,6,10 inches
Row 18,6,10 inches
Row 19,13,15 inches
Row 20,13,15 inches
Row 21,7,10 inches
Row 22,13,15 inches
Row 23,12,15 inches
Row 24,8,10 inches
Row 25,11,15 inches
Row 26,7,10 inches
Row 27,9,10 inches
Row 28,5,5 inches
Row 29,7,10 inches
Row 30,13,15 inches
Row 31,7,10 inches
Row 32,11,15 inches
Row 33,15,15 inches
Row 34,12,15 inches
Row 35,7,10 inches
Row 36,9,10 inches
Row 37,13,15 inches
Row 38,14,15 inches
Row 39,7,10 inches
Row 40,12,15 inches
Row 41,13,15 inches
Row 42,7,10 inches
Row 43,15,15 inches
Row 44,11,15 inches
Row 45,9,10 inches
Row 46,10,10 inches
Row 47,7,10 inches
Row 48,13,15 inches
Row 49,5,5 inches
Row 50,13,15 inches
Row 51,6,10 inches
Row 52,5,5 inches
Row 53,12,15 inches
Row 54,12,15 inches
Row 55,10,10 inches
Row 56,12,15 inches
Row 57,5,5 inches
Row 58,14,15 inches
Row 59,9,10 inches
Row 60,14,15 inches
Row 61,15,15 inches
Row 62,14,15 inches
Row 63,11,15 inches
Row 64,10,10 inches
Row 65,12,15 inches
Row 66,15,15 inches
Row 67,12,15 inches
Row 68,5,5 inches
Row 69,13,15 inches
Row 70,8,10 inches
Row 71,11,15 inches
Row 72,15,15 inches
Row 73,14,15 inches
Row 74,8,10 inches
Row 75,10,10 inches
Row 76,12,15 inches
Row 77,6,10 inches
Row 78,13,15 inches
Row 79,6,10 inches
Row 80,9,10 inches
Row 81,11,15 inches
Row 82,8,10 inches
Row 83,5,5 inches
Row 84,15,15 inches
Row 85,14,15 inches
Row 86,7,10 inches
Row 87,15,15 inches
Row 88,14,15 inches
Row 89,5,5 inches
Row 90,6,10 inches
Row 91,8,10 inches
Row 92,5,5 inches
Row 93,15,15 inches
Row 94,11,15 inches
Row 95,5,5 inches
Row 96,5,5 inches
Row 97,9,10 inches
Row 98,9,10 inches
Row 99,12,15 inches
Row 100,9,10 inches
Row 101,15,15 inches
Row 102,8,10 inches
Row 103,13,15 inches
Row 104,10,10 inches
Row 105,10,10 inches
Row 106,9,10 inches
Row 107,7,10 inches
Row 108,6,10 inches
Row 109,11,15 inches
Row 110,11,15 inches
Row 111,10,10 inches
Row 112,13,15 inches
Row 113,10,10 inches
Row 114,6,10 inches
Row 115,12,15 inches
Row 116,9,10 inches
Row 117,10,10 inches
Row 118,5,5 inches
Row 119,9,10 inches
Row 120,11,15 inches
Row 121,5,5 inches
Row 122,14,15 inches
Row 123,11,15 inches
Row 124,9,10 inches
Row 125,8,10 inches
Row 126,15,15 inches
Row 127,12,15 inches
Row 128,8,10 inches
Row 129,7,10 inches
Row 130,10,10 inches
Row 131,5,5 inches
Row 132,7,10 inches
Row 133,9,10 inches
Row 134,12,15 inches
Row 135,8,10 inches
Row 136,12,15 inches
Row 137,6,10 inches
Row 138,11,15 inches
Row 139,11,15 inches
Row 140,9,10 inches
Row 141,10,10 inches
Row 142,5,5 inches
Row 143,11,15 inches
Row 144,11,15 inches
Row 145,6,10 inches
Row 146,13,15 inches
Row 147,9,10 inches
Row 148,15,15 inches
Row 149,7,10 inches
Row 150,7,10 inches
Row 151,11,15 inches
Row 152,13,15 inches
Row 153,13,15 inches
Row 154,15,15 inches
Row 155,11,15 inches
Row 156,13,15 inches
Row 157,11,15 inches
Row 158,13,15 inches
Row 159,9,10 inches
Row 160,13,15 inches
Row 161,12,15 inches
Row 162,15,15 inches
Row 163,7,10 inches
Row 164,6,10 inches
Row 165,8,10 inches
Row 166,10,10 inches
Row 167,14,15 inches
Row 168,11,15 inches
Row 169,6,10 inches
Row 170,14,15 inches
Row 171,8,10 inches
Row 172,10,10 inches
Row 173,7,10 inches
Row 174,6,10 inches
Row 175,5,5 inches
Row 176,12,15 inches
Row 177,6,10 inches
Row 178,7,10 inches
Row 179,15,15 inches
Row 180,6,10 inches
Row 181,11,15 inches
Row 182,11,15 inches
Row 183,12,15 inches
Row 184,12,15 inches
Row 185,13,15 inches
Row 186,15,15 inches
Row 187,15,15 inches
