Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,8,10 inches
Row 3,13,15 inches
Row 4,7,10 inches
Row 5,12,15 inches
Row 6,8,10 inches
Row 7,12,15 inches
Row 8,6,10 inches
Row 9,6,10 inches
Row 10,13,15 inches
Row 11,7,10 inches
Row 12,6,10 inches
Row 13,11,15 inches
Row 14,10,10 inches
Row 15,5,5 inches
Row 16,8,10 inches
Row 17,8,10 inches
Row 18,5,5 inches
Row 19,15,15 inches
Row 20,15,15 inches
Row 21,15,15 inches
Row 22,11,15 inches
Row 23,14,15 inches
Row 24,15,15 inches
Row 25,6,10 inches
Row 26,15,15 inches
Row 27,9,10 inches
Row 28,12,15 inches
Row 29,14,15 inches
Row 30,6,10 inches
Row 31,10,10 inches
Row 32,8,10 inches
Row 33,10,10 inches
Row 34,14,15 inches
Row 35,12,15 inches
Row 36,6,10 inches
Row 37,8,10 inches
Row 38,10,10 inches
Row 39,6,10 inches
Row 40,6,10 inches
Row 41,9,10 inches
Row 42,8,10 inches
Row 43,12,15 inches
Row 44,9,10 inches
Row 45,5,5 inches
Row 46,9,10 inches
Row 47,10,10 inches
Row 48,9,10 inches
Row 49,12,15 inches
Row 50,13,15 inches
Row 51,14,15 inches
Row 52,7,10 inches
Row 53,13,15 inches
Row 54,9,10 inches
Row 55,14,15 inches
Row 56,10,10 inches
Row 57,6,10 inches
Row 58,13,15 inches
Row 59,8,10 inches
Row 60,11,15 inches
Row 61,11,15 inches
Row 62,8,10 inches
Row 63,13,15 inches
Row 64,10,10 inches
Row 65,11,15 inches
Row 66,14,15 inches
Row 67,7,10 inches
Row 68,5,5 inches
Row 69,13,15 inches
Row 70,8,10 inches
Row 71,13,15 inches
Row 72,9,10 inches
Row 73,15,15 inches
Row 74,7,10 inches
Row 75,13,15 inches
Row 76,6,10 inches
Row 77,9,10 inches
Row 78,5,5 inches
Row 79,9,10 inches
Row 80,7,10 inches
Row 81,11,15 inches
Row 82,8,10 inches
Row 83,11,15 inches
Row 84,7,10 inches
Row 85,12,15 inches
Row 86,10,10 inches
Row 87,9,10 inches
Row 88,13,15 inches
Row 89,8,10 inches
Row 90,13,15 inches
Row 91,6,10 inches
Row 92,15,15 inches
Row 93,7,10 inches
Row 94,13,15 inches
Row 95,9,10 inches
Row 96,8,10 inches
Row 97,6,10 inches
Row 98,6,10 inches
Row 99,8,10 inches
Row 100,15,15 inches
Row 101,14,15 inches
Row 102,11,15 inches
Row 103,8,10 inches
Row 104,10,10 inches
Row 105,10,10 inches
Row 106,9,10 inches
Row 107,15,15 inches
Row 108,12,15 inches
Row 109,8,10 inches
Row 110,15,15 inches
Row 111,12,15 inches
Row 112,15,15 inches
Row 113,5,5 inches
Row 114,14,15 inches
Row 115,7,10 inches
Row 116,11,15 inches
Row 117,6,10 inches
Row 118,14,15 inches
Row 119,7,10 inches
Row 120,10,10 inches
Row 121,8,10 inches
Row 122,13,15 inches
Row 123,13,15 inches
Row 124,12,15 inches
Row 125,12,15 inches
Row 126,10,10 inches
Row 127,7,10 inches
Row 128,9,10 inches
Row 129,8,10 inches
Row 130,7,10 inches
Row 131,15,15 inches
Row 132,10,10 inches
Row 133,15,15 inches
Row 134,9,10 inches
Row 135,9,10 inches
Row 136,8,10 inches
Row 137,14,15 inches
Row 138,5,5 inches
Row 139,12,15 inches
Row 140,7,10 inches
Row 141,13,15 inches
Row 142,10,10 inches
Row 143,9,10 inches
Row 144,10,10 inches
Row 145,15,15 inches
