Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,14,15 inches
Row 3,7,10 inches
Row 4,9,10 inches
Row 5,15,15 inches
Row 6,12,15 inches
Row 7,9,10 inches
Row 8,9,10 inches
Row 9,11,15 inches
Row 10,11,15 inches
Row 11,7,10 inches
Row 12,9,10 inches
Row 13,5,5 inches
Row 14,15,15 inches
Row 15,14,15 inches
Row 16,12,15 inches
Row 17,10,10 inches
Row 18,6,10 inches
Row 19,5,5 inches
Row 20,7,10 inches
Row 21,8,10 inches
Row 22,9,10 inches
Row 23,11,15 inches
Row 24,8,10 inches
Row 25,8,10 inches
Row 26,7,10 inches
Row 27,10,10 inches
Row 28,14,15 inches
Row 29,10,10 inches
Row 30,6,10 inches
Row 31,15,15 inches
Row 32,9,10 inches
Row 33,12,15 inches
Row 34,12,15 inches
Row 35,14,15 inches
Row 36,10,10 inches
Row 37,9,10 inches
Row 38,10,10 inches
Row 39,7,10 inches
Row 40,5,5 inches
Row 41,14,15 inches
Row 42,14,15 inches
Row 43,12,15 inches
Row 44,6,10 inches
Row 45,14,15 inches
Row 46,14,15 inches
Row 47,5,5 inches
Row 48,8,10 inches
Row 49,11,15 inches
Row 50,7,10 inches
Row 51,13,15 inches
Row 52,15,15 inches
Row 53,11,15 inches
Row 54,14,15 inches
Row 55,6,10 inches
Row 56,9,10 inches
Row 57,9,10 inches
Row 58,12,15 inches
Row 59,10,10 inches
Row 60,12,15 inches
Row 61,11,15 inches
Row 62,8,10 inches
Row 63,10,10 inches
Row 64,7,10 inches
Row 65,15,15 inches
Row 66,14,15 inches
Row 67,5,5 inches
Row 68,8,10 inches
Row 69,14,15 inches
Row 70,11,15 inches
Row 71,12,15 inches
Row 72,12,15 inches
Row 73,12,15 inches
Row 74,15,15 inches
Row 75,9,10 inches
Row 76,13,15 inches
Row 77,6,10 inches
Row 78,13,15 inches
Row 79,7,10 inches
Row 80,11,15 inches
Row 81,15,15 inches
Row 82,10,10 inches
Row 83,14,15 inches
Row 84,11,15 inches
Row 85,6,10 inches
Row 86,6,10 inches
Row 87,12,15 inches
Row 88,15,15 inches
Row 89,11,15 inches
Row 90,6,10 inches
Row 91,14,15 inches
Row 92,9,10 inches
Row 93,8,10 inches
Row 94,13,15 inches
Row 95,7,10 inches
Row 96,5,5 inches
Row 97,5,5 inches
Row 98,13,15 inches
Row 99,8,10 inches
Row 100,11,15 inches
Row 101,5,5 inches
Row 102,6,10 inches
Row 103,15,15 inches
Row 104,15,15 inches
Row 105,12,15 inches
Row 106,13,15 inches
Row 107,7,10 inches
Row 108,7,10 inches
Row 109,12,15 inches
Row 110,7,10 inches
Row 111,15,15 inches
Row 112,12,15 inches
Row 113,14,15 inches
Row 114,11,15 inches
Row 115,8,10 inches
Row 116,6,10 inches
Row 117,12,15 inches
Row 118,14,15 inches
Row 119,5,5 inches
Row 120,7,10 inches
Row 121,13,15 inches
Row 122,13,15 inches
Row 123,8,10 inches
Row 124,10,10 inches
Row 125,6,10 inches
Row 126,5,5 inches
Row 127,13,15 inches
Row 128,6,10 inches
Row 129,11,15 inches
Row 130,12,15 inches
Row 131,5,5 inches
Row 132,10,10 inches
Row 133,9,10 inches
Row 134,5,5 inches
Row 135,11,15 inches
Row 136,11,15 inches
Row 137,6,10 inches
Row 138,13,15 inches
Row 139,8,10 inches
Row 140,8,10 inches
Row 141,11,15 inches
Row 142,12,15 inches
Row 143,13,15 inches
Row 144,12,15 inches
Row 145,10,10 inches
Row 146,13,15 inches
Row 147,13,15 inches
Row 148,5,5 inches
Row 149,13,15 inches
Row 150,10,10 inches
Row 151,6,10 inches
Row 152,12,15 inches
Row 153,10,10 inches
Row 154,10,10 inches
Row 155,8,10 inches
Row 156,5,5 inches
Row 157,6,10 inches
Row 158,11,15 inches
Row 159,6,10 inches
Row 160,11,15 inches
Row 161,14,15 inches
