Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,14,15 inches
Row 3,13,15 inches
Row 4,9,10 inches
Row 5,9,10 inches
Row 6,6,10 inches
Row 7,6,10 inches
Row 8,13,15 inches
Row 9,13,15 inches
Row 10,9,10 inches
Row 11,7,10 inches
Row 12,14,15 inches
Row 13,13,15 inches
Row 14,13,15 inches
Row 15,5,5 inches
Row 16,11,15 inches
Row 17,10,10 inches
Row 18,8,10 inches
Row 19,15,15 inches
Row 20,10,10 inches
Row 21,13,15 inches
Row 22,9,10 inches
Row 23,11,15 inches
Row 24,9,10 inches
Row 25,9,10 inches
Row 26,11,15 inches
Row 27,7,10 inches
Row 28,7,10 inches
Row 29,15,15 inches
Row 30,8,10 inches
Row 31,10,10 inches
Row 32,9,10 inches
Row 33,15,15 inches
Row 34,13,15 inches
Row 35,11,15 inches
Row 36,13,15 inches
Row 37,5,5 inches
Row 38,8,10 inches
Row 39,6,10 inches
Row 40,12,15 inches
Row 41,15,15 inches
Row 42,12,15 inches
Row 43,10,10 inches
Row 44,10,10 inches
Row 45,5,5 inches
Row 46,6,10 inches
Row 47,6,10 inches
Row 48,15,15 inches
Row 49,5,5 inches
Row 50,7,10 inches
Row 51,14,15 inches
Row 52,8,10 inches
Row 53,8,10 inches
Row 54,8,10 inches
Row 55,15,15 inches
Row 56,14,15 inches
Row 57,10,10 inches
Row 58,15,15 inches
Row 59,9,10 inches
Row 60,11,15 inches
Row 61,10,10 inches
Row 62,10,10 inches
Row 63,5,5 inches
Row 64,6,10 inches
Row 65,14,15 inches
Row 66,12,15 inches
Row 67,14,15 inches
Row 68,8,10 inches
Row 69,7,10 inches
Row 70,11,15 inches
Row 71,12,15 inches
Row 72,6,10 inches
Row 73,5,5 inches
Row 74,7,10 inches
Row 75,5,5 inches
Row 76,6,10 inches
Row 77,10,10 inches
Row 78,10,10 inches
Row 79,5,5 inches
Row 80,9,10 inches
Row 81,13,15 inches
Row 82,5,5 inches
Row 83,8,10 inches
Row 84,9,10 inches
Row 85,6,10 inches
Row 86,8,10 inches
Row 87,11,15 inches
Row 88,10,10 inches
Row 89,13,15 inches
Row 90,14,15 inches
Row 91,11,15 inches
Row 92,14,15 inches
Row 93,12,15 inches
Row 94,9,10 inches
Row 95,14,15 inches
Row 96,11,15 inches
Row 97,14,15 inches
Row 98,11,15 inches
Row 99,12,15 inches
Row 100,7,10 inches
Row 101,10,10 inches
Row 102,12,15 inches
Row 103,5,5 inches
Row 104,10,10 inches
