Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,13,15 inches
Row 3,13,15 inches
Row 4,6,10 inches
Row 5,15,15 inches
Row 6,6,10 inches
Row 7,8,10 inches
Row 8,12,15 inches
Row 9,10,10 inches
Row 10,15,15 inches
Row 11,15,15 inches
Row 12,9,10 inches
Row 13,9,10 inches
Row 14,14,15 inches
Row 15,8,10 inches
Row 16,12,15 inches
Row 17,14,15 inches
Row 18,14,15 inches
Row 19,15,15 inches
Row 20,13,15 inches
Row 21,11,15 inches
Row 22,10,10 inches
Row 23,10,10 inches
Row 24,5,5 inches
Row 25,14,15 inches
Row 26,14,15 inches
Row 27,10,10 inches
Row 28,9,10 inches
Row 29,7,10 inches
Row 30,7,10 inches
Row 31,10,10 inches
Row 32,8,10 inches
Row 33,14,15 inches
Row 34,14,15 inches
Row 35,8,10 inches
Row 36,7,10 inches
Row 37,8,10 inches
Row 38,5,5 inches
Row 39,7,10 inches
Row 40,15,15 inches
Row 41,13,15 inches
Row 42,5,5 inches
Row 43,9,10 inches
Row 44,9,10 inches
Row 45,14,15 inches
Row 46,11,15 inches
Row 47,11,15 inches
Row 48,13,15 inches
Row 49,11,15 inches
Row 50,9,10 inches
Row 51,5,5 inches
Row 52,5,5 inches
Row 53,6,10 inches
Row 54,10,10 inches
Row 55,13,15 inches
Row 56,11,15 inches
Row 57,15,15 inches
Row 58,7,10 inches
Row 59,13,15 inches
Row 60,6,10 inches
Row 61,15,15 inches
Row 62,11,15 inches
Row 63,8,10 inches
Row 64,9,10 inches
Row 65,5,5 inches
Row 66,13,15 inches
Row 67,6,10 inches
Row 68,12,15 inches
Row 69,6,10 inches
Row 70,10,10 inches
Row 71,8,10 inches
Row 72,15,15 inches
Row 73,7,10 inches
Row 74,7,10 inches
Row 75,12,15 inches
Row 76,6,10 inches
Row 77,13,15 inches
Row 78,6,10 inches
Row 79,12,15 inches
Row 80,6,10 inches
Row 81,6,10 inches
Row 82,13,15 inches
Row 83,14,15 inches
Row 84,7,10 inches
Row 85,13,15 inches
Row 86,5,5 inches
Row 87,13,15 inches
Row 88,15,15 inches
Row 89,10,10 inches
Row 90,8,10 inches
Row 91,15,15 inches
Row 92,13,15 inches
Row 93,7,10 inches
Row 94,12,15 inches
Row 95,10,10 inches
Row 96,7,10 inches
Row 97,11,15 inches
Row 98,13,15 inches
Row 99,5,5 inches
Row 100,11,15 inches
Row 101,15,15 inches
Row 102,11,15 inches
Row 103,6,10 inches
Row 104,5,5 inches
Row 105,8,10 inches
Row 106,9,10 inches
Row 107,6,10 inches
Row 108,7,10 inches
Row 109,12,15 inches
Row 110,5,5 inches
Row 111,5,5 inches
Row 112,7,10 inches
Row 113,9,10 inches
Row 114,11,15 inches
Row 115,6,10 inches
Row 116,7,10 inches
Row 117,8,10 inches
Row 118,7,10 inches
Row 119,15,15 inches
Row 120,7,10 inches
Row 121,15,15 inches
Row 122,10,10 inches
Row 123,9,10 inches
Row 124,6,10 inches
Row 125,5,5 inches
Row 126,11,15 inches
Row 127,13,15 inches
Row 128,8,10 inches
Row 129,6,10 inches
Row 130,9,10 inches
Row 131,14,15 inches
Row 132,9,10 inches
Row 133,15,15 inches
Row 134,7,10 inches
Row 135,6,10 inches
Row 136,8,10 inches
Row 137,10,10 inches
Row 138,11,15 inches
Row 139,6,10 inches
Row 140,9,10 inches
Row 141,13,15 inches
Row 142,12,15 inches
