Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,8,10 inches
Row 3,11,15 inches
Row 4,7,10 inches
Row 5,7,10 inches
Row 6,7,10 inches
Row 7,7,10 inches
Row 8,9,10 inches
Row 9,7,10 inches
Row 10,14,15 inches
Row 11,13,15 inches
Row 12,9,10 inches
Row 13,12,15 inches
Row 14,15,15 inches
Row 15,9,10 inches
Row 16,9,10 inches
Row 17,8,10 inches
Row 18,12,15 inches
Row 19,7,10 inches
Row 20,10,10 inches
Row 21,8,10 inches
Row 22,6,10 inches
Row 23,14,15 inches
Row 24,8,10 inches
Row 25,15,15 inches
Row 26,12,15 inches
Row 27,9,10 inches
Row 28,5,5 inches
Row 29,11,15 inches
Row 30,15,15 inches
Row 31,14,15 inches
Row 32,15,15 inches
Row 33,12,15 inches
Row 34,15,15 inches
Row 35,11,15 inches
Row 36,15,15 inches
Row 37,8,10 inches
Row 38,10,10 inches
Row 39,9,10 inches
Row 40,12,15 inches
Row 41,5,5 inches
Row 42,10,10 inches
Row 43,10,10 inches
Row 44,12,15 inches
Row 45,13,15 inches
Row 46,12,15 inches
Row 47,14,15 inches
Row 48,11,15 inches
Row 49,14,15 inches
Row 50,7,10 inches
Row 51,12,15 inches
Row 52,11,15 inches
Row 53,12,15 inches
Row 54,7,10 inches
Row 55,13,15 inches
Row 56,5,5 inches
Row 57,5,5 inches
Row 58,5,5 inches
Row 59,12,15 inches
Row 60,7,10 inches
Row 61,13,15 inches
Row 62,10,10 inches
Row 63,10,10 inches
Row 64,6,10 inches
Row 65,13,15 inches
Row 66,12,15 inches
Row 67,5,5 inches
Row 68,13,15 inches
Row 69,12,15 inches
Row 70,11,15 inches
Row 71,15,15 inches
Row 72,10,10 inches
Row 73,11,15 inches
Row 74,13,15 inches
Row 75,5,5 inches
Row 76,8,10 inches
Row 77,10,10 inches
Row 78,9,10 inches
Row 79,7,10 inches
Row 80,8,10 inches
Row 81,9,10 inches
Row 82,13,15 inches
Row 83,15,15 inches
Row 84,15,15 inches
Row 85,13,15 inches
Row 86,9,10 inches
Row 87,7,10 inches
Row 88,11,15 inches
Row 89,8,10 inches
Row 90,15,15 inches
Row 91,12,15 inches
Row 92,12,15 inches
Row 93,12,15 inches
Row 94,9,10 inches
Row 95,13,15 inches
Row 96,15,15 inches
Row 97,12,15 inches
Row 98,9,10 inches
Row 99,6,10 inches
Row 100,14,15 inches
Row 101,14,15 inches
Row 102,9,10 inches
Row 103,6,10 inches
Row 104,13,15 inches
Row 105,13,15 inches
Row 106,8,10 inches
Row 107,14,15 inches
Row 108,11,15 inches
Row 109,13,15 inches
Row 110,9,10 inches
Row 111,12,15 inches
Row 112,14,15 inches
Row 113,9,10 inches
Row 114,14,15 inches
Row 115,13,15 inches
Row 116,8,10 inches
Row 117,14,15 inches
Row 118,7,10 inches
Row 119,7,10 inches
Row 120,14,15 inches
Row 121,12,15 inches
Row 122,5,5 inches
Row 123,11,15 inches
Row 124,15,15 inches
Row 125,11,15 inches
Row 126,10,10 inches
Row 127,6,10 inches
Row 128,15,15 inches
Row 129,10,10 inches
Row 130,7,10 inches
Row 131,10,10 inches
Row 132,7,10 inches
Row 133,13,15 inches
Row 134,8,10 inches
Row 135,9,10 inches
Row 136,7,10 inches
Row 137,6,10 inches
Row 138,14,15 inches
Row 139,10,10 inches
Row 140,14,15 inches
Row 141,15,15 inches
Row 142,12,15 inches
