Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,7,10 inches
Row 3,7,10 inches
Row 4,8,10 inches
Row 5,11,15 inches
Row 6,9,10 inches
Row 7,12,15 inches
Row 8,15,15 inches
Row 9,15,15 inches
Row 10,14,15 inches
Row 11,8,10 inches
Row 12,9,10 inches
Row 13,15,15 inches
Row 14,14,15 inches
Row 15,9,10 inches
Row 16,12,15 inches
Row 17,6,10 inches
Row 18,9,10 inches
Row 19,13,15 inches
Row 20,13,15 inches
Row 21,14,15 inches
Row 22,14,15 inches
Row 23,10,10 inches
Row 24,8,10 inches
Row 25,6,10 inches
Row 26,8,10 inches
Row 27,6,10 inches
Row 28,7,10 inches
Row 29,8,10 inches
Row 30,10,10 inches
Row 31,9,10 inches
Row 32,10,10 inches
Row 33,12,15 inches
Row 34,6,10 inches
Row 35,8,10 inches
Row 36,12,15 inches
Row 37,10,10 inches
Row 38,6,10 inches
Row 39,10,10 inches
Row 40,15,15 inches
Row 41,13,15 inches
Row 42,5,5 inches
Row 43,15,15 inches
Row 44,11,15 inches
Row 45,6,10 inches
Row 46,10,10 inches
Row 47,12,15 inches
Row 48,5,5 inches
Row 49,15,15 inches
Row 50,6,10 inches
Row 51,5,5 inches
Row 52,11,15 inches
Row 53,6,10 inches
Row 54,6,10 inches
Row 55,15,15 inches
Row 56,14,15 inches
Row 57,9,10 inches
Row 58,5,5 inches
Row 59,11,15 inches
Row 60,7,10 inches
Row 61,15,15 inches
Row 62,13,15 inches
Row 63,12,15 inches
Row 64,9,10 inches
Row 65,11,15 inches
Row 66,12,15 inches
Row 67,14,15 inches
Row 68,12,15 inches
Row 69,5,5 inches
Row 70,5,5 inches
Row 71,11,15 inches
Row 72,12,15 inches
Row 73,8,10 inches
Row 74,15,15 inches
Row 75,13,15 inches
Row 76,11,15 inches
Row 77,8,10 inches
Row 78,8,10 inches
Row 79,5,5 inches
Row 80,11,15 inches
Row 81,6,10 inches
Row 82,9,10 inches
Row 83,8,10 inches
Row 84,14,15 inches
Row 85,12,15 inches
Row 86,8,10 inches
Row 87,9,10 inches
Row 88,6,10 inches
Row 89,14,15 inches
Row 90,7,10 inches
Row 91,11,15 inches
Row 92,13,15 inches
Row 93,6,10 inches
Row 94,9,10 inches
Row 95,8,10 inches
Row 96,13,15 inches
Row 97,9,10 inches
Row 98,15,15 inches
Row 99,15,15 inches
Row 100,9,10 inches
Row 101,6,10 inches
Row 102,13,15 inches
Row 103,10,10 inches
Row 104,12,15 inches
Row 105,7,10 inches
Row 106,15,15 inches
Row 107,11,15 inches
Row 108,9,10 inches
Row 109,6,10 inches
Row 110,9,10 inches
Row 111,15,15 inches
Row 112,13,15 inches
Row 113,12,15 inches
Row 114,12,15 inches
Row 115,15,15 inches
Row 116,10,10 inches
Row 117,15,15 inches
Row 118,12,15 inches
Row 119,5,5 inches
Row 120,7,10 inches
Row 121,5,5 inches
Row 122,13,15 inches
Row 123,15,15 inches
Row 124,10,10 inches
Row 125,9,10 inches
Row 126,10,10 inches
Row 127,6,10 inches
Row 128,10,10 inches
Row 129,15,15 inches
Row 130,14,15 inches
Row 131,10,10 inches
Row 132,7,10 inches
Row 133,8,10 inches
Row 134,12,15 inches
Row 135,11,15 inches
Row 136,12,15 inches
Row 137,7,10 inches
Row 138,13,15 inches
Row 139,11,15 inches
Row 140,5,5 inches
Row 141,15,15 inches
Row 142,13,15 inches
Row 143,11,15 inches
Row 144,14,15 inches
