Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,12,15 inches
Row 3,7,10 inches
Row 4,15,15 inches
Row 5,10,10 inches
Row 6,12,15 inches
Row 7,12,15 inches
Row 8,6,10 inches
Row 9,12,15 inches
Row 10,10,10 inches
Row 11,5,5 inches
Row 12,11,15 inches
Row 13,11,15 inches
Row 14,11,15 inches
Row 15,6,10 inches
Row 16,10,10 inches
Row 17,9,10 inches
Row 18,7,10 inches
Row 19,11,15 inches
Row 20,14,15 inches
Row 21,6,10 inches
Row 22,5,5 inches
Row 23,11,15 inches
Row 24,6,10 inches
Row 25,5,5 inches
Row 26,12,15 inches
Row 27,11,15 inches
Row 28,11,15 inches
Row 29,13,15 inches
Row 30,12,15 inches
Row 31,11,15 inches
Row 32,7,10 inches
Row 33,6,10 inches
Row 34,15,15 inches
Row 35,6,10 inches
Row 36,7,10 inches
Row 37,12,15 inches
Row 38,8,10 inches
Row 39,12,15 inches
Row 40,6,10 inches
Row 41,7,10 inches
Row 42,7,10 inches
Row 43,6,10 inches
Row 44,15,15 inches
Row 45,8,10 inches
Row 46,6,10 inches
Row 47,12,15 inches
Row 48,8,10 inches
Row 49,9,10 inches
Row 50,6,10 inches
Row 51,9,10 inches
Row 52,9,10 inches
Row 53,6,10 inches
Row 54,12,15 inches
Row 55,12,15 inches
Row 56,14,15 inches
Row 57,9,10 inches
Row 58,13,15 inches
Row 59,11,15 inches
Row 60,7,10 inches
Row 61,14,15 inches
Row 62,15,15 inches
Row 63,13,15 inches
Row 64,15,15 inches
Row 65,7,10 inches
Row 66,5,5 inches
Row 67,9,10 inches
Row 68,9,10 inches
Row 69,13,15 inches
Row 70,13,15 inches
Row 71,11,15 inches
Row 72,15,15 inches
Row 73,10,10 inches
Row 74,11,15 inches
Row 75,5,5 inches
Row 76,13,15 inches
Row 77,15,15 inches
Row 78,10,10 inches
Row 79,7,10 inches
Row 80,15,15 inches
Row 81,14,15 inches
Row 82,15,15 inches
Row 83,14,15 inches
Row 84,6,10 inches
Row 85,14,15 inches
Row 86,8,10 inches
Row 87,11,15 inches
Row 88,9,10 inches
Row 89,15,15 inches
Row 90,7,10 inches
Row 91,5,5 inches
Row 92,11,15 inches
Row 93,11,15 inches
Row 94,12,15 inches
Row 95,6,10 inches
Row 96,6,10 inches
Row 97,15,15 inches
Row 98,6,10 inches
Row 99,9,10 inches
Row 100,8,10 inches
Row 101,12,15 inches
Row 102,15,15 inches
Row 103,9,10 inches
Row 104,12,15 inches
Row 105,7,10 inches
Row 106,14,15 inches
Row 107,9,10 inches
Row 108,10,10 inches
Row 109,11,15 inches
