Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,13,15 inches
Row 3,9,10 inches
Row 4,12,15 inches
Row 5,12,15 inches
Row 6,5,5 inches
Row 7,8,10 inches
Row 8,7,10 inches
Row 9,8,10 inches
Row 10,14,15 inches
Row 11,9,10 inches
Row 12,9,10 inches
Row 13,5,5 inches
Row 14,15,15 inches
Row 15,8,10 inches
Row 16,10,10 inches
Row 17,8,10 inches
Row 18,11,15 inches
Row 19,7,10 inches
Row 20,13,15 inches
Row 21,13,15 inches
Row 22,8,10 inches
Row 23,10,10 inches
Row 24,7,10 inches
Row 25,14,15 inches
Row 26,5,5 inches
Row 27,8,10 inches
Row 28,13,15 inches
Row 29,9,10 inches
Row 30,13,15 inches
Row 31,9,10 inches
Row 32,9,10 inches
Row 33,12,15 inches
Row 34,5,5 inches
Row 35,11,15 inches
Row 36,10,10 inches
Row 37,6,10 inches
Row 38,14,15 inches
Row 39,5,5 inches
Row 40,13,15 inches
Row 41,13,15 inches
Row 42,10,10 inches
Row 43,12,15 inches
Row 44,14,15 inches
Row 45,12,15 inches
Row 46,10,10 inches
Row 47,13,15 inches
Row 48,6,10 inches
Row 49,11,15 inches
Row 50,7,10 inches
Row 51,14,15 inches
Row 52,13,15 inches
Row 53,6,10 inches
Row 54,10,10 inches
Row 55,9,10 inches
Row 56,8,10 inches
Row 57,5,5 inches
Row 58,6,10 inches
Row 59,13,15 inches
Row 60,6,10 inches
Row 61,10,10 inches
Row 62,5,5 inches
Row 63,10,10 inches
Row 64,12,15 inches
Row 65,14,15 inches
Row 66,8,10 inches
Row 67,10,10 inches
Row 68,5,5 inches
Row 69,14,15 inches
Row 70,10,10 inches
Row 71,14,15 inches
Row 72,14,15 inches
Row 73,12,15 inches
Row 74,8,10 inches
Row 75,13,15 inches
Row 76,9,10 inches
Row 77,10,10 inches
Row 78,8,10 inches
Row 79,8,10 inches
Row 80,14,15 inches
Row 81,6,10 inches
Row 82,13,15 inches
Row 83,14,15 inches
Row 84,6,10 inches
Row 85,7,10 inches
Row 86,12,15 inches
Row 87,11,15 inches
Row 88,10,10 inches
Row 89,11,15 inches
Row 90,11,15 inches
Row 91,14,15 inches
Row 92,14,15 inches
Row 93,14,15 inches
Row 94,10,10 inches
Row 95,11,15 inches
Row 96,10,10 inches
Row 97,8,10 inches
Row 98,9,10 inches
Row 99,5,5 inches
Row 100,11,15 inches
Row 101,11,15 inches
Row 102,15,15 inches
Row 103,5,5 inches
Row 104,14,15 inches
Row 105,7,10 inches
Row 106,7,10 inches
Row 107,11,15 inches
Row 108,15,15 inches
Row 109,12,15 inches
Row 110,8,10 inches
Row 111,6,10 inches
Row 112,14,15 inches
Row 113,9,10 inches
Row 114,5,5 inches
Row 115,7,10 inches
Row 116,6,10 inches
Row 117,13,15 inches
Row 118,15,15 inches
Row 119,11,15 inches
Row 120,10,10 inches
Row 121,15,15 inches
Row 122,15,15 inches
Row 123,14,15 inches
Row 124,11,15 inches
Row 125,10,10 inches
Row 126,11,15 inches
Row 127,7,10 inches
Row 128,9,10 inches
Row 129,6,10 inches
Row 130,5,5 inches
Row 131,13,15 inches
Row 132,13,15 inches
Row 133,14,15 inches
Row 134,14,15 inches
Row 135,5,5 inches
Row 136,5,5 inches
Row 137,12,15 inches
Row 138,10,10 inches
Row 139,6,10 inches
Row 140,10,10 inches
Row 141,13,15 inches
Row 142,12,15 inches
Row 143,7,10 inches
Row 144,6,10 inches
Row 145,14,15 inches
Row 146,15,15 inches
Row 147,6,10 inches
Row 148,13,15 inches
Row 149,5,5 inches
Row 150,10,10 inches
Row 151,6,10 inches
Row 152,9,10 inches
Row 153,15,15 inches
Row 154,11,15 inches
Row 155,14,15 inches
Row 156,9,10 inches
Row 157,15,15 inches
Row 158,10,10 inches
Row 159,8,10 inches
Row 160,8,10 inches
Row 161,13,15 inches
Row 162,10,10 inches
Row 163,14,15 inches
Row 164,9,10 inches
Row 165,6,10 inches
Row 166,11,15 inches
Row 167,9,10 inches
Row 168,15,15 inches
Row 169,7,10 inches
Row 170,7,10 inches
Row 171,12,15 inches
Row 172,5,5 inches
Row 173,10,10 inches
Row 174,6,10 inches
Row 175,8,10 inches
Row 176,6,10 inches
Row 177,13,15 inches
Row 178,11,15 inches
Row 179,5,5 inches
