Row,Number of Houses,Pipe Size,pipe_size
Row 1,15,15 inches,15 inches
Row 2,12,15 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,12,15 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,7,10 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,9,10 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,11,15 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,13,15 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,8,10 inches,15 inches
Row 19,10,10 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,10,10 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,6,10 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,12,15 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,8,10 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,11,15 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,8,10 inches,15 inches
Row 40,10,10 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,13,15 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,12,15 inches,15 inches
Row 47,10,10 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,7,10 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,8,10 inches,15 inches
Row 53,14,15 inches,15 inches
Row 54,5,5 inches,15 inches
Row 55,7,10 inches,15 inches
Row 56,11,15 inches,15 inches
Row 57,6,10 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,7,10 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,10,10 inches,15 inches
Row 73,9,10 inches,15 inches
Row 74,15,15 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,5,5 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,8,10 inches,15 inches
Row 85,13,15 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,6,10 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,11,15 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,14,15 inches,15 inches
Row 93,9,10 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,11,15 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,6,10 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,9,10 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,7,10 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,10,10 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,10,10 inches,15 inches
Row 112,7,10 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,14,15 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,7,10 inches,15 inches
Row 117,5,5 inches,15 inches
Row 118,7,10 inches,15 inches
Row 119,15,15 inches,15 inches
Row 120,12,15 inches,15 inches
Row 121,11,15 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,7,10 inches,15 inches
Row 124,12,15 inches,15 inches
Row 125,12,15 inches,15 inches
Row 126,5,5 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,14,15 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,7,10 inches,15 inches
Row 131,6,10 inches,15 inches
Row 132,8,10 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,8,10 inches,15 inches
Row 136,5,5 inches,15 inches
Row 137,14,15 inches,15 inches
Row 138,14,15 inches,15 inches
Row 139,6,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,14,15 inches,15 inches
Row 142,5,5 inches,15 inches
Row 143,10,10 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,12,15 inches,15 inches
Row 146,9,10 inches,15 inches
Row 147,14,15 inches,15 inches
Row 148,13,15 inches,15 inches
Row 149,5,5 inches,15 inches
Row 150,13,15 inches,15 inches
Row 151,7,10 inches,15 inches
Row 152,15,15 inches,15 inches
