Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,15,15 inches,15 inches
Row 3,5,5 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,10,10 inches,15 inches
Row 13,12,15 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,12,15 inches,15 inches
Row 16,15,15 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,5,5 inches,15 inches
Row 23,10,10 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,9,10 inches,15 inches
Row 26,7,10 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,13,15 inches,15 inches
Row 30,8,10 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,14,15 inches,15 inches
Row 33,10,10 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,6,10 inches,15 inches
Row 36,11,15 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,6,10 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,13,15 inches,15 inches
Row 43,6,10 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,8,10 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,8,10 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,5,5 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,11,15 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,11,15 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,11,15 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,13,15 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,13,15 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,14,15 inches,15 inches
Row 73,12,15 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,6,10 inches,15 inches
Row 80,5,5 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,10,10 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,8,10 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,8,10 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,6,10 inches,15 inches
Row 91,6,10 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,11,15 inches,15 inches
Row 94,14,15 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,7,10 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,13,15 inches,15 inches
Row 101,7,10 inches,15 inches
Row 102,12,15 inches,15 inches
Row 103,6,10 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,6,10 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,6,10 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,8,10 inches,15 inches
Row 112,10,10 inches,15 inches
Row 113,15,15 inches,15 inches
Row 114,8,10 inches,15 inches
Row 115,12,15 inches,15 inches
Row 116,12,15 inches,15 inches
Row 117,5,5 inches,15 inches
Row 118,11,15 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,5,5 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,10,10 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,8,10 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,13,15 inches,15 inches
Row 128,7,10 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,10,10 inches,15 inches
Row 131,6,10 inches,15 inches
Row 132,13,15 inches,15 inches
Row 133,8,10 inches,15 inches
Row 134,11,15 inches,15 inches
Row 135,14,15 inches,15 inches
Row 136,8,10 inches,15 inches
Row 137,9,10 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,9,10 inches,15 inches
Row 140,15,15 inches,15 inches
Row 141,13,15 inches,15 inches
Row 142,11,15 inches,15 inches
Row 143,13,15 inches,15 inches
Row 144,10,10 inches,15 inches
Row 145,8,10 inches,15 inches
Row 146,15,15 inches,15 inches
Row 147,11,15 inches,15 inches
Row 148,6,10 inches,15 inches
Row 149,8,10 inches,15 inches
Row 150,5,5 inches,15 inches
Row 151,9,10 inches,15 inches
Row 152,15,15 inches,15 inches
Row 153,11,15 inches,15 inches
Row 154,12,15 inches,15 inches
Row 155,11,15 inches,15 inches
