Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,7,10 inches
Row 3,8,10 inches
Row 4,10,10 inches
Row 5,8,10 inches
Row 6,9,10 inches
Row 7,7,10 inches
Row 8,5,5 inches
Row 9,11,15 inches
Row 10,10,10 inches
Row 11,9,10 inches
Row 12,11,15 inches
Row 13,11,15 inches
Row 14,12,15 inches
Row 15,8,10 inches
Row 16,6,10 inches
Row 17,7,10 inches
Row 18,8,10 inches
Row 19,6,10 inches
Row 20,11,15 inches
Row 21,11,15 inches
Row 22,7,10 inches
Row 23,15,15 inches
Row 24,8,10 inches
Row 25,6,10 inches
Row 26,15,15 inches
Row 27,14,15 inches
Row 28,10,10 inches
Row 29,7,10 inches
Row 30,9,10 inches
Row 31,11,15 inches
Row 32,10,10 inches
Row 33,14,15 inches
Row 34,12,15 inches
Row 35,6,10 inches
Row 36,15,15 inches
Row 37,7,10 inches
Row 38,10,10 inches
Row 39,8,10 inches
Row 40,5,5 inches
Row 41,12,15 inches
Row 42,7,10 inches
Row 43,15,15 inches
Row 44,13,15 inches
Row 45,14,15 inches
Row 46,12,15 inches
Row 47,14,15 inches
Row 48,9,10 inches
Row 49,13,15 inches
Row 50,14,15 inches
Row 51,5,5 inches
Row 52,14,15 inches
Row 53,10,10 inches
Row 54,14,15 inches
Row 55,5,5 inches
Row 56,9,10 inches
Row 57,11,15 inches
Row 58,8,10 inches
Row 59,8,10 inches
Row 60,14,15 inches
Row 61,7,10 inches
Row 62,7,10 inches
Row 63,9,10 inches
Row 64,14,15 inches
Row 65,6,10 inches
Row 66,10,10 inches
Row 67,15,15 inches
Row 68,15,15 inches
Row 69,10,10 inches
Row 70,10,10 inches
Row 71,12,15 inches
Row 72,10,10 inches
Row 73,7,10 inches
Row 74,8,10 inches
Row 75,9,10 inches
Row 76,5,5 inches
Row 77,13,15 inches
Row 78,9,10 inches
Row 79,6,10 inches
Row 80,14,15 inches
Row 81,8,10 inches
Row 82,6,10 inches
Row 83,9,10 inches
Row 84,13,15 inches
Row 85,7,10 inches
Row 86,5,5 inches
Row 87,12,15 inches
Row 88,7,10 inches
Row 89,6,10 inches
Row 90,11,15 inches
Row 91,10,10 inches
Row 92,14,15 inches
Row 93,10,10 inches
Row 94,7,10 inches
Row 95,9,10 inches
Row 96,10,10 inches
Row 97,10,10 inches
Row 98,15,15 inches
Row 99,9,10 inches
Row 100,5,5 inches
Row 101,15,15 inches
Row 102,10,10 inches
Row 103,15,15 inches
Row 104,9,10 inches
Row 105,5,5 inches
Row 106,14,15 inches
Row 107,13,15 inches
Row 108,10,10 inches
Row 109,8,10 inches
Row 110,6,10 inches
Row 111,6,10 inches
Row 112,8,10 inches
Row 113,8,10 inches
Row 114,12,15 inches
Row 115,7,10 inches
Row 116,6,10 inches
Row 117,11,15 inches
Row 118,14,15 inches
Row 119,8,10 inches
Row 120,15,15 inches
Row 121,11,15 inches
Row 122,8,10 inches
