Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,13,15 inches
Row 3,8,10 inches
Row 4,12,15 inches
Row 5,14,15 inches
Row 6,13,15 inches
Row 7,10,10 inches
Row 8,5,5 inches
Row 9,15,15 inches
Row 10,8,10 inches
Row 11,7,10 inches
Row 12,5,5 inches
Row 13,12,15 inches
Row 14,11,15 inches
Row 15,13,15 inches
Row 16,12,15 inches
Row 17,11,15 inches
Row 18,6,10 inches
Row 19,6,10 inches
Row 20,10,10 inches
Row 21,7,10 inches
Row 22,10,10 inches
Row 23,10,10 inches
Row 24,5,5 inches
Row 25,5,5 inches
Row 26,7,10 inches
Row 27,9,10 inches
Row 28,7,10 inches
Row 29,5,5 inches
Row 30,5,5 inches
Row 31,10,10 inches
Row 32,11,15 inches
Row 33,15,15 inches
Row 34,6,10 inches
Row 35,5,5 inches
Row 36,15,15 inches
Row 37,11,15 inches
Row 38,12,15 inches
Row 39,11,15 inches
Row 40,5,5 inches
Row 41,12,15 inches
Row 42,12,15 inches
Row 43,7,10 inches
Row 44,10,10 inches
Row 45,5,5 inches
Row 46,15,15 inches
Row 47,13,15 inches
Row 48,11,15 inches
Row 49,7,10 inches
Row 50,11,15 inches
Row 51,12,15 inches
Row 52,8,10 inches
Row 53,8,10 inches
Row 54,13,15 inches
Row 55,10,10 inches
Row 56,6,10 inches
Row 57,12,15 inches
Row 58,10,10 inches
Row 59,6,10 inches
Row 60,5,5 inches
Row 61,15,15 inches
Row 62,7,10 inches
Row 63,5,5 inches
Row 64,13,15 inches
Row 65,6,10 inches
Row 66,14,15 inches
Row 67,13,15 inches
Row 68,11,15 inches
Row 69,14,15 inches
Row 70,11,15 inches
Row 71,8,10 inches
Row 72,7,10 inches
Row 73,15,15 inches
Row 74,5,5 inches
Row 75,6,10 inches
Row 76,9,10 inches
Row 77,14,15 inches
Row 78,12,15 inches
Row 79,11,15 inches
Row 80,9,10 inches
Row 81,13,15 inches
Row 82,12,15 inches
Row 83,7,10 inches
Row 84,11,15 inches
Row 85,14,15 inches
Row 86,11,15 inches
Row 87,14,15 inches
Row 88,11,15 inches
Row 89,6,10 inches
Row 90,11,15 inches
Row 91,13,15 inches
Row 92,8,10 inches
Row 93,12,15 inches
Row 94,6,10 inches
Row 95,5,5 inches
Row 96,9,10 inches
Row 97,11,15 inches
Row 98,12,15 inches
Row 99,6,10 inches
Row 100,13,15 inches
Row 101,5,5 inches
Row 102,11,15 inches
Row 103,8,10 inches
Row 104,11,15 inches
Row 105,9,10 inches
Row 106,12,15 inches
Row 107,10,10 inches
Row 108,9,10 inches
Row 109,13,15 inches
