Row,Number of Houses,Pipe Size,pipe_size
Row 1,7,10 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,15,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,13,15 inches,15 inches
Row 9,13,15 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,13,15 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,10,10 inches,15 inches
Row 23,5,5 inches,15 inches
Row 24,15,15 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,9,10 inches,15 inches
Row 27,12,15 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,10,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,10,10 inches,15 inches
Row 32,7,10 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,14,15 inches,15 inches
Row 36,10,10 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,14,15 inches,15 inches
Row 42,15,15 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,12,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,12,15 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,6,10 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,13,15 inches,15 inches
Row 64,12,15 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,13,15 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,15,15 inches,15 inches
Row 69,6,10 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,10,10 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,10,10 inches,15 inches
Row 76,7,10 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,14,15 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,5,5 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,6,10 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,9,10 inches,15 inches
Row 89,8,10 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,11,15 inches,15 inches
Row 95,11,15 inches,15 inches
Row 96,15,15 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,11,15 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,10,10 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,15,15 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,7,10 inches,15 inches
Row 115,8,10 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,11,15 inches,15 inches
Row 118,8,10 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,9,10 inches,15 inches
Row 122,8,10 inches,15 inches
Row 123,8,10 inches,15 inches
Row 124,13,15 inches,15 inches
Row 125,11,15 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,11,15 inches,15 inches
