Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,10,10 inches
Row 3,8,10 inches
Row 4,5,5 inches
Row 5,14,15 inches
Row 6,9,10 inches
Row 7,15,15 inches
Row 8,9,10 inches
Row 9,6,10 inches
Row 10,6,10 inches
Row 11,9,10 inches
Row 12,12,15 inches
Row 13,5,5 inches
Row 14,15,15 inches
Row 15,9,10 inches
Row 16,10,10 inches
Row 17,10,10 inches
Row 18,12,15 inches
Row 19,8,10 inches
Row 20,11,15 inches
Row 21,14,15 inches
Row 22,11,15 inches
Row 23,7,10 inches
Row 24,12,15 inches
Row 25,7,10 inches
Row 26,5,5 inches
Row 27,8,10 inches
Row 28,5,5 inches
Row 29,9,10 inches
Row 30,7,10 inches
Row 31,14,15 inches
Row 32,5,5 inches
Row 33,11,15 inches
Row 34,11,15 inches
Row 35,7,10 inches
Row 36,10,10 inches
Row 37,8,10 inches
Row 38,6,10 inches
Row 39,12,15 inches
Row 40,6,10 inches
Row 41,6,10 inches
Row 42,6,10 inches
Row 43,7,10 inches
Row 44,13,15 inches
Row 45,11,15 inches
Row 46,11,15 inches
Row 47,5,5 inches
Row 48,12,15 inches
Row 49,9,10 inches
Row 50,11,15 inches
Row 51,10,10 inches
Row 52,7,10 inches
Row 53,6,10 inches
Row 54,12,15 inches
Row 55,15,15 inches
Row 56,8,10 inches
Row 57,15,15 inches
Row 58,10,10 inches
Row 59,12,15 inches
Row 60,10,10 inches
Row 61,8,10 inches
Row 62,10,10 inches
Row 63,10,10 inches
Row 64,8,10 inches
Row 65,11,15 inches
Row 66,8,10 inches
Row 67,14,15 inches
Row 68,12,15 inches
Row 69,11,15 inches
Row 70,5,5 inches
Row 71,7,10 inches
Row 72,13,15 inches
Row 73,10,10 inches
Row 74,15,15 inches
Row 75,13,15 inches
Row 76,14,15 inches
Row 77,9,10 inches
Row 78,6,10 inches
Row 79,6,10 inches
Row 80,6,10 inches
Row 81,9,10 inches
Row 82,14,15 inches
Row 83,6,10 inches
Row 84,12,15 inches
Row 85,5,5 inches
Row 86,11,15 inches
Row 87,6,10 inches
Row 88,5,5 inches
Row 89,13,15 inches
Row 90,15,15 inches
Row 91,11,15 inches
Row 92,15,15 inches
Row 93,6,10 inches
Row 94,14,15 inches
Row 95,13,15 inches
Row 96,8,10 inches
Row 97,15,15 inches
Row 98,7,10 inches
Row 99,10,10 inches
Row 100,11,15 inches
Row 101,13,15 inches
Row 102,14,15 inches
Row 103,8,10 inches
Row 104,7,10 inches
Row 105,10,10 inches
Row 106,10,10 inches
Row 107,12,15 inches
Row 108,8,10 inches
Row 109,11,15 inches
Row 110,11,15 inches
Row 111,6,10 inches
Row 112,8,10 inches
Row 113,7,10 inches
Row 114,8,10 inches
Row 115,5,5 inches
Row 116,12,15 inches
Row 117,9,10 inches
Row 118,14,15 inches
Row 119,7,10 inches
Row 120,8,10 inches
Row 121,11,15 inches
Row 122,9,10 inches
Row 123,15,15 inches
Row 124,10,10 inches
Row 125,9,10 inches
Row 126,8,10 inches
Row 127,15,15 inches
Row 128,11,15 inches
Row 129,15,15 inches
Row 130,9,10 inches
Row 131,12,15 inches
Row 132,5,5 inches
Row 133,8,10 inches
Row 134,5,5 inches
Row 135,6,10 inches
Row 136,14,15 inches
Row 137,8,10 inches
Row 138,5,5 inches
Row 139,14,15 inches
Row 140,10,10 inches
Row 141,7,10 inches
Row 142,15,15 inches
Row 143,14,15 inches
Row 144,14,15 inches
Row 145,11,15 inches
Row 146,14,15 inches
Row 147,9,10 inches
Row 148,10,10 inches
Row 149,13,15 inches
Row 150,5,5 inches
Row 151,12,15 inches
Row 152,10,10 inches
Row 153,12,15 inches
Row 154,13,15 inches
Row 155,11,15 inches
Row 156,9,10 inches
Row 157,5,5 inches
Row 158,15,15 inches
Row 159,12,15 inches
Row 160,7,10 inches
Row 161,15,15 inches
Row 162,5,5 inches
Row 163,12,15 inches
Row 164,14,15 inches
Row 165,14,15 inches
Row 166,12,15 inches
Row 167,8,10 inches
Row 168,12,15 inches
Row 169,7,10 inches
Row 170,5,5 inches
Row 171,14,15 inches
Row 172,7,10 inches
Row 173,5,5 inches
Row 174,10,10 inches
Row 175,6,10 inches
Row 176,5,5 inches
Row 177,15,15 inches
Row 178,5,5 inches
Row 179,9,10 inches
Row 180,6,10 inches
Row 181,11,15 inches
Row 182,5,5 inches
Row 183,11,15 inches
Row 184,14,15 inches
Row 185,10,10 inches
Row 186,5,5 inches
Row 187,15,15 inches
Row 188,5,5 inches
Row 189,5,5 inches
Row 190,15,15 inches
Row 191,10,10 inches
Row 192,14,15 inches
Row 193,14,15 inches
