Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,10,10 inches
Row 3,9,10 inches
Row 4,15,15 inches
Row 5,13,15 inches
Row 6,6,10 inches
Row 7,13,15 inches
Row 8,7,10 inches
Row 9,6,10 inches
Row 10,10,10 inches
Row 11,11,15 inches
Row 12,8,10 inches
Row 13,10,10 inches
Row 14,12,15 inches
Row 15,7,10 inches
Row 16,13,15 inches
Row 17,10,10 inches
Row 18,6,10 inches
Row 19,15,15 inches
Row 20,13,15 inches
Row 21,13,15 inches
Row 22,15,15 inches
Row 23,13,15 inches
Row 24,13,15 inches
Row 25,12,15 inches
Row 26,7,10 inches
Row 27,7,10 inches
Row 28,10,10 inches
Row 29,12,15 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,7,10 inches
Row 33,15,15 inches
Row 34,11,15 inches
Row 35,13,15 inches
Row 36,8,10 inches
Row 37,14,15 inches
Row 38,13,15 inches
Row 39,10,10 inches
Row 40,11,15 inches
Row 41,10,10 inches
Row 42,10,10 inches
Row 43,11,15 inches
Row 44,5,5 inches
Row 45,6,10 inches
Row 46,15,15 inches
Row 47,7,10 inches
Row 48,7,10 inches
Row 49,14,15 inches
Row 50,6,10 inches
Row 51,13,15 inches
Row 52,13,15 inches
Row 53,9,10 inches
Row 54,14,15 inches
Row 55,7,10 inches
Row 56,8,10 inches
Row 57,12,15 inches
Row 58,14,15 inches
Row 59,7,10 inches
Row 60,6,10 inches
Row 61,9,10 inches
Row 62,13,15 inches
Row 63,15,15 inches
Row 64,10,10 inches
Row 65,12,15 inches
Row 66,6,10 inches
Row 67,10,10 inches
Row 68,11,15 inches
Row 69,10,10 inches
Row 70,10,10 inches
Row 71,10,10 inches
Row 72,8,10 inches
Row 73,14,15 inches
Row 74,9,10 inches
Row 75,5,5 inches
Row 76,7,10 inches
Row 77,12,15 inches
Row 78,5,5 inches
Row 79,5,5 inches
Row 80,6,10 inches
Row 81,9,10 inches
Row 82,7,10 inches
Row 83,8,10 inches
Row 84,5,5 inches
Row 85,6,10 inches
Row 86,10,10 inches
Row 87,6,10 inches
Row 88,6,10 inches
Row 89,15,15 inches
Row 90,14,15 inches
Row 91,13,15 inches
Row 92,15,15 inches
Row 93,14,15 inches
Row 94,6,10 inches
Row 95,11,15 inches
Row 96,10,10 inches
Row 97,14,15 inches
Row 98,5,5 inches
Row 99,6,10 inches
Row 100,15,15 inches
Row 101,7,10 inches
Row 102,7,10 inches
Row 103,8,10 inches
Row 104,8,10 inches
Row 105,15,15 inches
Row 106,15,15 inches
Row 107,8,10 inches
Row 108,9,10 inches
Row 109,11,15 inches
Row 110,5,5 inches
Row 111,5,5 inches
Row 112,9,10 inches
Row 113,14,15 inches
Row 114,7,10 inches
Row 115,8,10 inches
Row 116,12,15 inches
Row 117,8,10 inches
Row 118,7,10 inches
Row 119,12,15 inches
Row 120,14,15 inches
Row 121,15,15 inches
Row 122,13,15 inches
Row 123,15,15 inches
Row 124,14,15 inches
Row 125,10,10 inches
Row 126,13,15 inches
Row 127,15,15 inches
Row 128,10,10 inches
Row 129,14,15 inches
Row 130,13,15 inches
Row 131,5,5 inches
Row 132,10,10 inches
Row 133,14,15 inches
Row 134,11,15 inches
Row 135,10,10 inches
Row 136,9,10 inches
Row 137,5,5 inches
Row 138,7,10 inches
Row 139,7,10 inches
Row 140,8,10 inches
Row 141,7,10 inches
Row 142,14,15 inches
Row 143,14,15 inches
Row 144,6,10 inches
Row 145,6,10 inches
Row 146,5,5 inches
Row 147,14,15 inches
Row 148,7,10 inches
Row 149,14,15 inches
Row 150,10,10 inches
Row 151,15,15 inches
Row 152,7,10 inches
Row 153,13,15 inches
Row 154,13,15 inches
Row 155,5,5 inches
Row 156,14,15 inches
Row 157,6,10 inches
Row 158,13,15 inches
Row 159,13,15 inches
Row 160,9,10 inches
Row 161,7,10 inches
Row 162,12,15 inches
Row 163,5,5 inches
Row 164,5,5 inches
Row 165,13,15 inches
Row 166,12,15 inches
Row 167,8,10 inches
Row 168,9,10 inches
Row 169,9,10 inches
Row 170,8,10 inches
Row 171,13,15 inches
Row 172,10,10 inches
Row 173,8,10 inches
Row 174,9,10 inches
Row 175,9,10 inches
Row 176,14,15 inches
Row 177,8,10 inches
Row 178,15,15 inches
Row 179,14,15 inches
Row 180,13,15 inches
Row 181,7,10 inches
Row 182,7,10 inches
Row 183,10,10 inches
Row 184,5,5 inches
Row 185,10,10 inches
Row 186,8,10 inches
Row 187,8,10 inches
Row 188,8,10 inches
Row 189,6,10 inches
Row 190,9,10 inches
Row 191,7,10 inches
Row 192,6,10 inches
Row 193,13,15 inches
Row 194,13,15 inches
Row 195,9,10 inches
Row 196,10,10 inches
Row 197,9,10 inches
