Row,Number of Houses,Pipe Size,pipe_size
Row 1,6,10 inches,15 inches
Row 2,5,5 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,10,10 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,14,15 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,9,10 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,15,15 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,13,15 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,15,15 inches,15 inches
Row 22,5,5 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,12,15 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,7,10 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,13,15 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,14,15 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,7,10 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,10,10 inches,15 inches
Row 53,11,15 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,11,15 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,8,10 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,13,15 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,15,15 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,10,10 inches,15 inches
Row 74,8,10 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,7,10 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,10,10 inches,15 inches
Row 80,14,15 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,14,15 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,15,15 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,12,15 inches,15 inches
Row 94,12,15 inches,15 inches
Row 95,15,15 inches,15 inches
Row 96,10,10 inches,15 inches
Row 97,10,10 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,5,5 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,7,10 inches,15 inches
Row 102,9,10 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,11,15 inches,15 inches
Row 108,8,10 inches,15 inches
Row 109,9,10 inches,15 inches
Row 110,9,10 inches,15 inches
