Row,Number of Houses,Pipe Size,pipe_size
Row 1,14,15 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,14,15 inches,15 inches
Row 9,12,15 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,13,15 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,12,15 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,15,15 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,12,15 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,8,10 inches,15 inches
Row 34,5,5 inches,15 inches
Row 35,14,15 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,10,10 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,12,15 inches,15 inches
Row 49,5,5 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,12,15 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,12,15 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,13,15 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,15,15 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,11,15 inches,15 inches
Row 61,6,10 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,13,15 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,10,10 inches,15 inches
Row 73,12,15 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,14,15 inches,15 inches
Row 80,11,15 inches,15 inches
Row 81,5,5 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,9,10 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,11,15 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,5,5 inches,15 inches
