Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,15,15 inches
Row 3,14,15 inches
Row 4,10,10 inches
Row 5,11,15 inches
Row 6,9,10 inches
Row 7,8,10 inches
Row 8,6,10 inches
Row 9,11,15 inches
Row 10,14,15 inches
Row 11,9,10 inches
Row 12,8,10 inches
Row 13,8,10 inches
Row 14,7,10 inches
Row 15,12,15 inches
Row 16,11,15 inches
Row 17,14,15 inches
Row 18,10,10 inches
Row 19,9,10 inches
Row 20,8,10 inches
Row 21,9,10 inches
Row 22,13,15 inches
Row 23,5,5 inches
Row 24,15,15 inches
Row 25,10,10 inches
Row 26,8,10 inches
Row 27,14,15 inches
Row 28,12,15 inches
Row 29,11,15 inches
Row 30,9,10 inches
Row 31,13,15 inches
Row 32,11,15 inches
Row 33,10,10 inches
Row 34,7,10 inches
Row 35,13,15 inches
Row 36,7,10 inches
Row 37,13,15 inches
Row 38,11,15 inches
Row 39,8,10 inches
Row 40,14,15 inches
Row 41,14,15 inches
Row 42,11,15 inches
Row 43,7,10 inches
Row 44,9,10 inches
Row 45,13,15 inches
Row 46,14,15 inches
Row 47,5,5 inches
Row 48,13,15 inches
Row 49,6,10 inches
Row 50,15,15 inches
Row 51,8,10 inches
Row 52,5,5 inches
Row 53,12,15 inches
Row 54,10,10 inches
Row 55,10,10 inches
Row 56,13,15 inches
Row 57,13,15 inches
Row 58,8,10 inches
Row 59,15,15 inches
Row 60,15,15 inches
Row 61,6,10 inches
Row 62,7,10 inches
Row 63,10,10 inches
Row 64,11,15 inches
Row 65,8,10 inches
Row 66,7,10 inches
Row 67,14,15 inches
Row 68,9,10 inches
Row 69,5,5 inches
Row 70,9,10 inches
Row 71,15,15 inches
Row 72,9,10 inches
Row 73,9,10 inches
Row 74,12,15 inches
Row 75,7,10 inches
Row 76,15,15 inches
Row 77,10,10 inches
Row 78,15,15 inches
Row 79,8,10 inches
Row 80,13,15 inches
Row 81,7,10 inches
Row 82,11,15 inches
Row 83,11,15 inches
Row 84,9,10 inches
Row 85,9,10 inches
Row 86,14,15 inches
Row 87,11,15 inches
Row 88,14,15 inches
Row 89,14,15 inches
Row 90,11,15 inches
Row 91,13,15 inches
Row 92,15,15 inches
Row 93,5,5 inches
Row 94,12,15 inches
Row 95,10,10 inches
Row 96,9,10 inches
Row 97,11,15 inches
Row 98,9,10 inches
Row 99,8,10 inches
Row 100,14,15 inches
Row 101,6,10 inches
Row 102,14,15 inches
Row 103,8,10 inches
Row 104,13,15 inches
Row 105,11,15 inches
