Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,7,10 inches
Row 3,12,15 inches
Row 4,15,15 inches
Row 5,8,10 inches
Row 6,15,15 inches
Row 7,15,15 inches
Row 8,10,10 inches
Row 9,11,15 inches
Row 10,7,10 inches
Row 11,5,5 inches
Row 12,15,15 inches
Row 13,13,15 inches
Row 14,13,15 inches
Row 15,12,15 inches
Row 16,8,10 inches
Row 17,11,15 inches
Row 18,7,10 inches
Row 19,6,10 inches
Row 20,8,10 inches
Row 21,15,15 inches
Row 22,9,10 inches
Row 23,11,15 inches
Row 24,6,10 inches
Row 25,7,10 inches
Row 26,7,10 inches
Row 27,10,10 inches
Row 28,13,15 inches
Row 29,5,5 inches
Row 30,11,15 inches
Row 31,11,15 inches
Row 32,8,10 inches
Row 33,13,15 inches
Row 34,9,10 inches
Row 35,10,10 inches
Row 36,15,15 inches
Row 37,7,10 inches
Row 38,15,15 inches
Row 39,15,15 inches
Row 40,5,5 inches
Row 41,13,15 inches
Row 42,10,10 inches
Row 43,8,10 inches
Row 44,5,5 inches
Row 45,6,10 inches
Row 46,7,10 inches
Row 47,12,15 inches
Row 48,11,15 inches
Row 49,10,10 inches
Row 50,12,15 inches
Row 51,10,10 inches
Row 52,14,15 inches
Row 53,15,15 inches
Row 54,10,10 inches
Row 55,14,15 inches
Row 56,5,5 inches
Row 57,9,10 inches
Row 58,5,5 inches
Row 59,5,5 inches
Row 60,9,10 inches
Row 61,5,5 inches
Row 62,14,15 inches
Row 63,13,15 inches
Row 64,12,15 inches
Row 65,7,10 inches
Row 66,14,15 inches
Row 67,15,15 inches
Row 68,9,10 inches
Row 69,8,10 inches
Row 70,5,5 inches
Row 71,8,10 inches
Row 72,14,15 inches
Row 73,10,10 inches
Row 74,12,15 inches
Row 75,8,10 inches
Row 76,14,15 inches
Row 77,7,10 inches
Row 78,5,5 inches
Row 79,7,10 inches
Row 80,14,15 inches
Row 81,13,15 inches
Row 82,8,10 inches
Row 83,14,15 inches
Row 84,15,15 inches
Row 85,11,15 inches
Row 86,15,15 inches
Row 87,8,10 inches
Row 88,7,10 inches
Row 89,7,10 inches
Row 90,15,15 inches
Row 91,12,15 inches
Row 92,15,15 inches
Row 93,12,15 inches
Row 94,8,10 inches
Row 95,7,10 inches
Row 96,12,15 inches
Row 97,15,15 inches
Row 98,10,10 inches
Row 99,9,10 inches
Row 100,11,15 inches
Row 101,12,15 inches
Row 102,7,10 inches
Row 103,13,15 inches
Row 104,9,10 inches
Row 105,5,5 inches
Row 106,11,15 inches
Row 107,9,10 inches
Row 108,5,5 inches
Row 109,15,15 inches
Row 110,13,15 inches
Row 111,12,15 inches
Row 112,11,15 inches
Row 113,6,10 inches
Row 114,15,15 inches
Row 115,5,5 inches
Row 116,15,15 inches
Row 117,5,5 inches
Row 118,6,10 inches
Row 119,12,15 inches
Row 120,10,10 inches
Row 121,9,10 inches
Row 122,9,10 inches
Row 123,12,15 inches
Row 124,8,10 inches
Row 125,14,15 inches
Row 126,15,15 inches
