Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,9,10 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,6,10 inches,15 inches
Row 10,14,15 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,11,15 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,7,10 inches,15 inches
Row 22,5,5 inches,15 inches
Row 23,10,10 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,9,10 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,15,15 inches,15 inches
Row 33,14,15 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,14,15 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,14,15 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,10,10 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,12,15 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,14,15 inches,15 inches
Row 50,5,5 inches,15 inches
Row 51,9,10 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,13,15 inches,15 inches
Row 54,8,10 inches,15 inches
Row 55,11,15 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,13,15 inches,15 inches
Row 59,6,10 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,12,15 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,10,10 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,11,15 inches,15 inches
Row 69,13,15 inches,15 inches
Row 70,5,5 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,6,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,10,10 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,14,15 inches,15 inches
Row 83,12,15 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,9,10 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,10,10 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,11,15 inches,15 inches
Row 95,15,15 inches,15 inches
Row 96,11,15 inches,15 inches
Row 97,6,10 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,6,10 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,9,10 inches,15 inches
Row 105,13,15 inches,15 inches
Row 106,12,15 inches,15 inches
Row 107,14,15 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,14,15 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,6,10 inches,15 inches
Row 113,8,10 inches,15 inches
Row 114,11,15 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,14,15 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,11,15 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,6,10 inches,15 inches
Row 122,11,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,15,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,8,10 inches,15 inches
Row 129,12,15 inches,15 inches
Row 130,14,15 inches,15 inches
Row 131,15,15 inches,15 inches
Row 132,6,10 inches,15 inches
Row 133,6,10 inches,15 inches
Row 134,11,15 inches,15 inches
Row 135,8,10 inches,15 inches
Row 136,13,15 inches,15 inches
Row 137,10,10 inches,15 inches
Row 138,5,5 inches,15 inches
Row 139,12,15 inches,15 inches
Row 140,6,10 inches,15 inches
Row 141,9,10 inches,15 inches
Row 142,5,5 inches,15 inches
Row 143,7,10 inches,15 inches
Row 144,13,15 inches,15 inches
Row 145,9,10 inches,15 inches
Row 146,6,10 inches,15 inches
Row 147,13,15 inches,15 inches
Row 148,8,10 inches,15 inches
Row 149,5,5 inches,15 inches
