Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,13,15 inches
Row 3,6,10 inches
Row 4,6,10 inches
Row 5,13,15 inches
Row 6,15,15 inches
Row 7,15,15 inches
Row 8,8,10 inches
Row 9,14,15 inches
Row 10,14,15 inches
Row 11,9,10 inches
Row 12,8,10 inches
Row 13,6,10 inches
Row 14,6,10 inches
Row 15,12,15 inches
Row 16,13,15 inches
Row 17,9,10 inches
Row 18,8,10 inches
Row 19,5,5 inches
Row 20,13,15 inches
Row 21,5,5 inches
Row 22,13,15 inches
Row 23,15,15 inches
Row 24,5,5 inches
Row 25,5,5 inches
Row 26,6,10 inches
Row 27,12,15 inches
Row 28,15,15 inches
Row 29,7,10 inches
Row 30,10,10 inches
Row 31,6,10 inches
Row 32,14,15 inches
Row 33,5,5 inches
Row 34,8,10 inches
Row 35,10,10 inches
Row 36,6,10 inches
Row 37,12,15 inches
Row 38,7,10 inches
Row 39,12,15 inches
Row 40,10,10 inches
Row 41,8,10 inches
Row 42,8,10 inches
Row 43,5,5 inches
Row 44,10,10 inches
Row 45,11,15 inches
Row 46,15,15 inches
Row 47,7,10 inches
Row 48,9,10 inches
Row 49,14,15 inches
Row 50,5,5 inches
Row 51,6,10 inches
Row 52,11,15 inches
Row 53,5,5 inches
Row 54,11,15 inches
Row 55,9,10 inches
Row 56,7,10 inches
Row 57,7,10 inches
Row 58,15,15 inches
Row 59,9,10 inches
Row 60,11,15 inches
Row 61,7,10 inches
Row 62,13,15 inches
Row 63,14,15 inches
Row 64,11,15 inches
Row 65,6,10 inches
Row 66,12,15 inches
Row 67,11,15 inches
Row 68,12,15 inches
Row 69,13,15 inches
Row 70,12,15 inches
Row 71,7,10 inches
Row 72,13,15 inches
Row 73,14,15 inches
Row 74,13,15 inches
Row 75,7,10 inches
Row 76,15,15 inches
Row 77,11,15 inches
Row 78,7,10 inches
Row 79,10,10 inches
Row 80,9,10 inches
Row 81,6,10 inches
Row 82,6,10 inches
Row 83,15,15 inches
Row 84,7,10 inches
Row 85,15,15 inches
Row 86,12,15 inches
Row 87,12,15 inches
Row 88,14,15 inches
Row 89,14,15 inches
Row 90,8,10 inches
Row 91,9,10 inches
Row 92,14,15 inches
Row 93,7,10 inches
Row 94,12,15 inches
Row 95,15,15 inches
Row 96,9,10 inches
Row 97,8,10 inches
Row 98,8,10 inches
Row 99,9,10 inches
Row 100,11,15 inches
Row 101,8,10 inches
Row 102,11,15 inches
Row 103,11,15 inches
Row 104,7,10 inches
Row 105,8,10 inches
Row 106,8,10 inches
Row 107,13,15 inches
Row 108,11,15 inches
Row 109,11,15 inches
Row 110,13,15 inches
Row 111,15,15 inches
Row 112,12,15 inches
Row 113,8,10 inches
Row 114,6,10 inches
Row 115,6,10 inches
Row 116,12,15 inches
Row 117,12,15 inches
Row 118,9,10 inches
Row 119,5,5 inches
Row 120,11,15 inches
Row 121,11,15 inches
Row 122,15,15 inches
Row 123,11,15 inches
Row 124,9,10 inches
Row 125,10,10 inches
Row 126,6,10 inches
Row 127,10,10 inches
Row 128,13,15 inches
Row 129,14,15 inches
Row 130,15,15 inches
Row 131,8,10 inches
Row 132,13,15 inches
Row 133,15,15 inches
Row 134,9,10 inches
Row 135,12,15 inches
