Row,Number of Houses,Pipe Size,pipe_size
Row 1,6,10 inches,15 inches
Row 2,10,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,6,10 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,12,15 inches,15 inches
Row 15,12,15 inches,15 inches
Row 16,13,15 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,13,15 inches,15 inches
Row 19,10,10 inches,15 inches
Row 20,10,10 inches,15 inches
Row 21,11,15 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,7,10 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,15,15 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,13,15 inches,15 inches
Row 31,13,15 inches,15 inches
Row 32,14,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,15,15 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,9,10 inches,15 inches
Row 39,12,15 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,7,10 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,8,10 inches,15 inches
Row 52,15,15 inches,15 inches
Row 53,11,15 inches,15 inches
Row 54,5,5 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,7,10 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,7,10 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,6,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,12,15 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,14,15 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,13,15 inches,15 inches
Row 81,10,10 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,8,10 inches,15 inches
Row 87,5,5 inches,15 inches
Row 88,15,15 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,10,10 inches,15 inches
Row 92,15,15 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,5,5 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,14,15 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,9,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,14,15 inches,15 inches
Row 103,6,10 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,13,15 inches,15 inches
Row 107,13,15 inches,15 inches
Row 108,9,10 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,10,10 inches,15 inches
Row 113,5,5 inches,15 inches
Row 114,5,5 inches,15 inches
Row 115,9,10 inches,15 inches
Row 116,13,15 inches,15 inches
Row 117,10,10 inches,15 inches
Row 118,5,5 inches,15 inches
Row 119,12,15 inches,15 inches
Row 120,13,15 inches,15 inches
Row 121,11,15 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,11,15 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,10,10 inches,15 inches
Row 126,13,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,8,10 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,12,15 inches,15 inches
Row 131,5,5 inches,15 inches
Row 132,15,15 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,13,15 inches,15 inches
Row 136,8,10 inches,15 inches
Row 137,13,15 inches,15 inches
Row 138,15,15 inches,15 inches
Row 139,7,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,13,15 inches,15 inches
Row 142,14,15 inches,15 inches
Row 143,8,10 inches,15 inches
Row 144,8,10 inches,15 inches
Row 145,12,15 inches,15 inches
Row 146,11,15 inches,15 inches
Row 147,8,10 inches,15 inches
Row 148,5,5 inches,15 inches
Row 149,7,10 inches,15 inches
Row 150,10,10 inches,15 inches
Row 151,12,15 inches,15 inches
Row 152,5,5 inches,15 inches
Row 153,15,15 inches,15 inches
Row 154,14,15 inches,15 inches
Row 155,8,10 inches,15 inches
Row 156,7,10 inches,15 inches
Row 157,15,15 inches,15 inches
Row 158,8,10 inches,15 inches
