Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,10,10 inches
Row 3,11,15 inches
Row 4,12,15 inches
Row 5,14,15 inches
Row 6,7,10 inches
Row 7,6,10 inches
Row 8,7,10 inches
Row 9,10,10 inches
Row 10,11,15 inches
Row 11,9,10 inches
Row 12,11,15 inches
Row 13,10,10 inches
Row 14,7,10 inches
Row 15,9,10 inches
Row 16,9,10 inches
Row 17,13,15 inches
Row 18,12,15 inches
Row 19,6,10 inches
Row 20,5,5 inches
Row 21,9,10 inches
Row 22,10,10 inches
Row 23,8,10 inches
Row 24,7,10 inches
Row 25,11,15 inches
Row 26,8,10 inches
Row 27,14,15 inches
Row 28,14,15 inches
Row 29,9,10 inches
Row 30,6,10 inches
Row 31,8,10 inches
Row 32,5,5 inches
Row 33,7,10 inches
Row 34,10,10 inches
Row 35,9,10 inches
Row 36,14,15 inches
Row 37,5,5 inches
Row 38,9,10 inches
Row 39,11,15 inches
Row 40,15,15 inches
Row 41,6,10 inches
Row 42,14,15 inches
Row 43,14,15 inches
Row 44,11,15 inches
Row 45,9,10 inches
Row 46,13,15 inches
Row 47,13,15 inches
Row 48,6,10 inches
Row 49,13,15 inches
Row 50,9,10 inches
Row 51,15,15 inches
Row 52,13,15 inches
Row 53,10,10 inches
Row 54,13,15 inches
Row 55,7,10 inches
Row 56,7,10 inches
Row 57,7,10 inches
Row 58,12,15 inches
Row 59,8,10 inches
Row 60,7,10 inches
Row 61,7,10 inches
Row 62,10,10 inches
Row 63,15,15 inches
Row 64,12,15 inches
Row 65,13,15 inches
Row 66,14,15 inches
Row 67,5,5 inches
Row 68,13,15 inches
Row 69,13,15 inches
Row 70,7,10 inches
Row 71,12,15 inches
Row 72,8,10 inches
Row 73,13,15 inches
Row 74,15,15 inches
Row 75,15,15 inches
Row 76,9,10 inches
Row 77,14,15 inches
Row 78,7,10 inches
Row 79,12,15 inches
Row 80,5,5 inches
Row 81,9,10 inches
Row 82,6,10 inches
Row 83,15,15 inches
Row 84,11,15 inches
Row 85,13,15 inches
Row 86,6,10 inches
Row 87,7,10 inches
Row 88,14,15 inches
Row 89,12,15 inches
Row 90,9,10 inches
Row 91,12,15 inches
Row 92,14,15 inches
Row 93,8,10 inches
Row 94,8,10 inches
Row 95,13,15 inches
Row 96,13,15 inches
Row 97,13,15 inches
Row 98,10,10 inches
Row 99,10,10 inches
Row 100,13,15 inches
Row 101,14,15 inches
Row 102,15,15 inches
Row 103,9,10 inches
Row 104,14,15 inches
Row 105,13,15 inches
Row 106,5,5 inches
Row 107,10,10 inches
Row 108,7,10 inches
Row 109,10,10 inches
Row 110,7,10 inches
Row 111,5,5 inches
Row 112,10,10 inches
Row 113,9,10 inches
Row 114,10,10 inches
Row 115,11,15 inches
Row 116,5,5 inches
Row 117,12,15 inches
Row 118,9,10 inches
Row 119,13,15 inches
Row 120,7,10 inches
Row 121,14,15 inches
Row 122,12,15 inches
Row 123,11,15 inches
Row 124,10,10 inches
Row 125,8,10 inches
Row 126,7,10 inches
Row 127,14,15 inches
Row 128,12,15 inches
Row 129,15,15 inches
Row 130,7,10 inches
Row 131,7,10 inches
Row 132,6,10 inches
Row 133,5,5 inches
Row 134,8,10 inches
Row 135,8,10 inches
Row 136,8,10 inches
Row 137,5,5 inches
Row 138,5,5 inches
Row 139,9,10 inches
Row 140,7,10 inches
Row 141,14,15 inches
Row 142,10,10 inches
Row 143,15,15 inches
Row 144,11,15 inches
Row 145,14,15 inches
