Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,11,15 inches
Row 3,11,15 inches
Row 4,8,10 inches
Row 5,12,15 inches
Row 6,11,15 inches
Row 7,8,10 inches
Row 8,12,15 inches
Row 9,9,10 inches
Row 10,14,15 inches
Row 11,14,15 inches
Row 12,5,5 inches
Row 13,6,10 inches
Row 14,9,10 inches
Row 15,10,10 inches
Row 16,12,15 inches
Row 17,6,10 inches
Row 18,11,15 inches
Row 19,5,5 inches
Row 20,13,15 inches
Row 21,13,15 inches
Row 22,9,10 inches
Row 23,7,10 inches
Row 24,14,15 inches
Row 25,6,10 inches
Row 26,8,10 inches
Row 27,6,10 inches
Row 28,15,15 inches
Row 29,5,5 inches
Row 30,7,10 inches
Row 31,14,15 inches
Row 32,12,15 inches
Row 33,11,15 inches
Row 34,6,10 inches
Row 35,12,15 inches
Row 36,14,15 inches
Row 37,12,15 inches
Row 38,12,15 inches
Row 39,9,10 inches
Row 40,6,10 inches
Row 41,7,10 inches
Row 42,13,15 inches
Row 43,8,10 inches
Row 44,7,10 inches
Row 45,5,5 inches
Row 46,10,10 inches
Row 47,13,15 inches
Row 48,14,15 inches
Row 49,7,10 inches
Row 50,8,10 inches
Row 51,14,15 inches
Row 52,15,15 inches
Row 53,11,15 inches
Row 54,14,15 inches
Row 55,13,15 inches
Row 56,13,15 inches
Row 57,7,10 inches
Row 58,10,10 inches
Row 59,7,10 inches
Row 60,10,10 inches
Row 61,13,15 inches
Row 62,8,10 inches
Row 63,12,15 inches
Row 64,7,10 inches
Row 65,8,10 inches
Row 66,12,15 inches
Row 67,13,15 inches
Row 68,7,10 inches
Row 69,11,15 inches
Row 70,15,15 inches
Row 71,6,10 inches
Row 72,7,10 inches
Row 73,12,15 inches
Row 74,11,15 inches
Row 75,8,10 inches
Row 76,6,10 inches
Row 77,12,15 inches
Row 78,8,10 inches
Row 79,10,10 inches
Row 80,9,10 inches
Row 81,12,15 inches
Row 82,14,15 inches
Row 83,9,10 inches
Row 84,5,5 inches
Row 85,15,15 inches
Row 86,10,10 inches
Row 87,10,10 inches
Row 88,7,10 inches
Row 89,13,15 inches
Row 90,9,10 inches
Row 91,6,10 inches
Row 92,14,15 inches
Row 93,13,15 inches
Row 94,12,15 inches
Row 95,13,15 inches
Row 96,5,5 inches
Row 97,6,10 inches
Row 98,14,15 inches
Row 99,12,15 inches
Row 100,9,10 inches
Row 101,12,15 inches
Row 102,5,5 inches
Row 103,7,10 inches
Row 104,5,5 inches
Row 105,15,15 inches
Row 106,14,15 inches
Row 107,5,5 inches
Row 108,13,15 inches
Row 109,7,10 inches
Row 110,13,15 inches
Row 111,5,5 inches
Row 112,8,10 inches
Row 113,13,15 inches
Row 114,13,15 inches
