Row,Number of Houses,Pipe Size
Row 1,10,10 inches
Row 2,5,5 inches
Row 3,10,10 inches
Row 4,7,10 inches
Row 5,7,10 inches
Row 6,7,10 inches
Row 7,14,15 inches
Row 8,5,5 inches
Row 9,10,10 inches
Row 10,10,10 inches
Row 11,8,10 inches
Row 12,7,10 inches
Row 13,14,15 inches
Row 14,7,10 inches
Row 15,12,15 inches
Row 16,15,15 inches
Row 17,6,10 inches
Row 18,7,10 inches
Row 19,6,10 inches
Row 20,15,15 inches
Row 21,8,10 inches
Row 22,14,15 inches
Row 23,12,15 inches
Row 24,13,15 inches
Row 25,11,15 inches
Row 26,5,5 inches
Row 27,8,10 inches
Row 28,15,15 inches
Row 29,5,5 inches
Row 30,14,15 inches
Row 31,13,15 inches
Row 32,6,10 inches
Row 33,10,10 inches
Row 34,15,15 inches
Row 35,15,15 inches
Row 36,15,15 inches
Row 37,15,15 inches
Row 38,11,15 inches
Row 39,5,5 inches
Row 40,9,10 inches
Row 41,5,5 inches
Row 42,12,15 inches
Row 43,15,15 inches
Row 44,11,15 inches
Row 45,12,15 inches
Row 46,11,15 inches
Row 47,7,10 inches
Row 48,6,10 inches
Row 49,10,10 inches
Row 50,15,15 inches
Row 51,5,5 inches
Row 52,10,10 inches
Row 53,6,10 inches
Row 54,11,15 inches
Row 55,5,5 inches
Row 56,6,10 inches
Row 57,9,10 inches
Row 58,15,15 inches
Row 59,10,10 inches
Row 60,8,10 inches
Row 61,9,10 inches
Row 62,15,15 inches
Row 63,9,10 inches
Row 64,10,10 inches
Row 65,8,10 inches
Row 66,14,15 inches
Row 67,5,5 inches
Row 68,5,5 inches
Row 69,12,15 inches
Row 70,5,5 inches
Row 71,6,10 inches
Row 72,8,10 inches
Row 73,6,10 inches
Row 74,12,15 inches
Row 75,15,15 inches
Row 76,12,15 inches
Row 77,10,10 inches
Row 78,9,10 inches
Row 79,6,10 inches
Row 80,10,10 inches
Row 81,12,15 inches
Row 82,12,15 inches
Row 83,11,15 inches
Row 84,15,15 inches
Row 85,14,15 inches
Row 86,12,15 inches
Row 87,15,15 inches
Row 88,13,15 inches
Row 89,8,10 inches
Row 90,12,15 inches
Row 91,7,10 inches
Row 92,11,15 inches
Row 93,8,10 inches
Row 94,15,15 inches
Row 95,13,15 inches
Row 96,6,10 inches
Row 97,9,10 inches
Row 98,9,10 inches
Row 99,5,5 inches
Row 100,11,15 inches
Row 101,10,10 inches
Row 102,5,5 inches
Row 103,5,5 inches
Row 104,15,15 inches
Row 105,7,10 inches
Row 106,10,10 inches
Row 107,7,10 inches
Row 108,5,5 inches
Row 109,7,10 inches
Row 110,11,15 inches
Row 111,8,10 inches
Row 112,14,15 inches
Row 113,12,15 inches
Row 114,10,10 inches
Row 115,11,15 inches
Row 116,11,15 inches
Row 117,8,10 inches
Row 118,11,15 inches
Row 119,8,10 inches
Row 120,6,10 inches
Row 121,15,15 inches
Row 122,7,10 inches
Row 123,7,10 inches
Row 124,5,5 inches
Row 125,10,10 inches
Row 126,7,10 inches
Row 127,7,10 inches
Row 128,5,5 inches
Row 129,5,5 inches
Row 130,7,10 inches
Row 131,8,10 inches
Row 132,9,10 inches
Row 133,7,10 inches
Row 134,9,10 inches
Row 135,11,15 inches
Row 136,7,10 inches
Row 137,6,10 inches
Row 138,14,15 inches
Row 139,10,10 inches
Row 140,14,15 inches
Row 141,15,15 inches
Row 142,9,10 inches
Row 143,14,15 inches
Row 144,12,15 inches
Row 145,8,10 inches
Row 146,11,15 inches
Row 147,11,15 inches
Row 148,13,15 inches
Row 149,5,5 inches
Row 150,8,10 inches
Row 151,8,10 inches
Row 152,8,10 inches
Row 153,15,15 inches
Row 154,11,15 inches
Row 155,9,10 inches
