Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,6,10 inches
Row 3,14,15 inches
Row 4,11,15 inches
Row 5,10,10 inches
Row 6,11,15 inches
Row 7,6,10 inches
Row 8,6,10 inches
Row 9,9,10 inches
Row 10,14,15 inches
Row 11,12,15 inches
Row 12,10,10 inches
Row 13,15,15 inches
Row 14,8,10 inches
Row 15,5,5 inches
Row 16,11,15 inches
Row 17,6,10 inches
Row 18,6,10 inches
Row 19,8,10 inches
Row 20,11,15 inches
Row 21,13,15 inches
Row 22,5,5 inches
Row 23,7,10 inches
Row 24,5,5 inches
Row 25,12,15 inches
Row 26,9,10 inches
Row 27,7,10 inches
Row 28,10,10 inches
Row 29,8,10 inches
Row 30,12,15 inches
Row 31,7,10 inches
Row 32,9,10 inches
Row 33,13,15 inches
Row 34,14,15 inches
Row 35,12,15 inches
Row 36,5,5 inches
Row 37,10,10 inches
Row 38,14,15 inches
Row 39,7,10 inches
Row 40,6,10 inches
Row 41,14,15 inches
Row 42,14,15 inches
Row 43,5,5 inches
Row 44,10,10 inches
Row 45,7,10 inches
Row 46,14,15 inches
Row 47,15,15 inches
Row 48,9,10 inches
Row 49,15,15 inches
Row 50,10,10 inches
Row 51,11,15 inches
Row 52,15,15 inches
Row 53,6,10 inches
Row 54,13,15 inches
Row 55,9,10 inches
Row 56,13,15 inches
Row 57,13,15 inches
Row 58,6,10 inches
Row 59,13,15 inches
Row 60,9,10 inches
Row 61,12,15 inches
Row 62,12,15 inches
Row 63,5,5 inches
Row 64,14,15 inches
Row 65,12,15 inches
Row 66,13,15 inches
Row 67,13,15 inches
Row 68,7,10 inches
Row 69,8,10 inches
Row 70,10,10 inches
Row 71,10,10 inches
Row 72,5,5 inches
Row 73,10,10 inches
Row 74,13,15 inches
Row 75,10,10 inches
Row 76,8,10 inches
Row 77,12,15 inches
Row 78,11,15 inches
Row 79,11,15 inches
Row 80,9,10 inches
Row 81,8,10 inches
Row 82,11,15 inches
Row 83,9,10 inches
Row 84,13,15 inches
Row 85,15,15 inches
Row 86,13,15 inches
Row 87,14,15 inches
Row 88,13,15 inches
Row 89,8,10 inches
Row 90,6,10 inches
Row 91,7,10 inches
Row 92,10,10 inches
Row 93,11,15 inches
Row 94,6,10 inches
Row 95,12,15 inches
Row 96,8,10 inches
Row 97,7,10 inches
Row 98,15,15 inches
Row 99,9,10 inches
Row 100,5,5 inches
Row 101,10,10 inches
Row 102,6,10 inches
Row 103,12,15 inches
Row 104,6,10 inches
Row 105,11,15 inches
Row 106,7,10 inches
Row 107,13,15 inches
Row 108,9,10 inches
Row 109,10,10 inches
Row 110,9,10 inches
Row 111,7,10 inches
Row 112,6,10 inches
Row 113,10,10 inches
Row 114,5,5 inches
Row 115,14,15 inches
Row 116,10,10 inches
Row 117,8,10 inches
Row 118,15,15 inches
Row 119,9,10 inches
Row 120,10,10 inches
