Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,15,15 inches
Row 3,12,15 inches
Row 4,9,10 inches
Row 5,8,10 inches
Row 6,5,5 inches
Row 7,5,5 inches
Row 8,12,15 inches
Row 9,6,10 inches
Row 10,10,10 inches
Row 11,11,15 inches
Row 12,12,15 inches
Row 13,14,15 inches
Row 14,11,15 inches
Row 15,5,5 inches
Row 16,9,10 inches
Row 17,10,10 inches
Row 18,9,10 inches
Row 19,8,10 inches
Row 20,5,5 inches
Row 21,10,10 inches
Row 22,14,15 inches
Row 23,9,10 inches
Row 24,15,15 inches
Row 25,15,15 inches
Row 26,12,15 inches
Row 27,14,15 inches
Row 28,9,10 inches
Row 29,11,15 inches
Row 30,12,15 inches
Row 31,5,5 inches
Row 32,15,15 inches
Row 33,5,5 inches
Row 34,12,15 inches
Row 35,15,15 inches
Row 36,8,10 inches
Row 37,15,15 inches
Row 38,6,10 inches
Row 39,13,15 inches
Row 40,6,10 inches
Row 41,5,5 inches
Row 42,7,10 inches
Row 43,8,10 inches
Row 44,7,10 inches
Row 45,15,15 inches
Row 46,8,10 inches
Row 47,9,10 inches
Row 48,12,15 inches
Row 49,15,15 inches
Row 50,15,15 inches
Row 51,10,10 inches
Row 52,12,15 inches
Row 53,7,10 inches
Row 54,8,10 inches
Row 55,13,15 inches
Row 56,7,10 inches
Row 57,14,15 inches
Row 58,11,15 inches
Row 59,7,10 inches
Row 60,8,10 inches
Row 61,10,10 inches
Row 62,14,15 inches
Row 63,10,10 inches
Row 64,15,15 inches
Row 65,7,10 inches
Row 66,15,15 inches
Row 67,14,15 inches
Row 68,6,10 inches
Row 69,12,15 inches
Row 70,9,10 inches
Row 71,14,15 inches
Row 72,9,10 inches
Row 73,6,10 inches
Row 74,14,15 inches
Row 75,14,15 inches
Row 76,11,15 inches
Row 77,10,10 inches
Row 78,5,5 inches
Row 79,6,10 inches
Row 80,10,10 inches
Row 81,9,10 inches
Row 82,14,15 inches
Row 83,9,10 inches
Row 84,11,15 inches
Row 85,13,15 inches
Row 86,9,10 inches
Row 87,6,10 inches
Row 88,5,5 inches
Row 89,13,15 inches
Row 90,8,10 inches
Row 91,6,10 inches
Row 92,9,10 inches
Row 93,9,10 inches
Row 94,13,15 inches
Row 95,6,10 inches
Row 96,13,15 inches
Row 97,15,15 inches
Row 98,14,15 inches
Row 99,11,15 inches
Row 100,15,15 inches
Row 101,6,10 inches
Row 102,8,10 inches
Row 103,14,15 inches
Row 104,10,10 inches
Row 105,6,10 inches
Row 106,6,10 inches
Row 107,15,15 inches
Row 108,6,10 inches
Row 109,6,10 inches
Row 110,13,15 inches
Row 111,10,10 inches
Row 112,6,10 inches
Row 113,8,10 inches
Row 114,15,15 inches
Row 115,12,15 inches
Row 116,7,10 inches
Row 117,13,15 inches
Row 118,6,10 inches
Row 119,8,10 inches
Row 120,5,5 inches
Row 121,13,15 inches
Row 122,12,15 inches
Row 123,11,15 inches
Row 124,13,15 inches
Row 125,7,10 inches
Row 126,8,10 inches
Row 127,15,15 inches
Row 128,9,10 inches
Row 129,5,5 inches
Row 130,11,15 inches
Row 131,13,15 inches
Row 132,11,15 inches
Row 133,8,10 inches
Row 134,14,15 inches
Row 135,6,10 inches
Row 136,11,15 inches
Row 137,6,10 inches
Row 138,13,15 inches
Row 139,8,10 inches
Row 140,10,10 inches
Row 141,13,15 inches
Row 142,15,15 inches
Row 143,6,10 inches
Row 144,12,15 inches
Row 145,10,10 inches
Row 146,7,10 inches
Row 147,7,10 inches
