Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,9,10 inches
Row 3,13,15 inches
Row 4,8,10 inches
Row 5,9,10 inches
Row 6,6,10 inches
Row 7,8,10 inches
Row 8,15,15 inches
Row 9,13,15 inches
Row 10,11,15 inches
Row 11,8,10 inches
Row 12,12,15 inches
Row 13,14,15 inches
Row 14,14,15 inches
Row 15,8,10 inches
Row 16,8,10 inches
Row 17,10,10 inches
Row 18,12,15 inches
Row 19,5,5 inches
Row 20,13,15 inches
Row 21,12,15 inches
Row 22,6,10 inches
Row 23,13,15 inches
Row 24,7,10 inches
Row 25,9,10 inches
Row 26,6,10 inches
Row 27,14,15 inches
Row 28,6,10 inches
Row 29,13,15 inches
Row 30,15,15 inches
Row 31,11,15 inches
Row 32,6,10 inches
Row 33,12,15 inches
Row 34,15,15 inches
Row 35,7,10 inches
Row 36,12,15 inches
Row 37,11,15 inches
Row 38,14,15 inches
Row 39,10,10 inches
Row 40,8,10 inches
Row 41,15,15 inches
Row 42,15,15 inches
Row 43,12,15 inches
Row 44,5,5 inches
Row 45,12,15 inches
Row 46,11,15 inches
Row 47,8,10 inches
Row 48,13,15 inches
Row 49,11,15 inches
Row 50,10,10 inches
Row 51,8,10 inches
Row 52,7,10 inches
Row 53,11,15 inches
Row 54,15,15 inches
Row 55,12,15 inches
Row 56,6,10 inches
Row 57,11,15 inches
Row 58,6,10 inches
Row 59,8,10 inches
Row 60,7,10 inches
Row 61,5,5 inches
Row 62,9,10 inches
Row 63,7,10 inches
Row 64,5,5 inches
Row 65,11,15 inches
Row 66,11,15 inches
Row 67,6,10 inches
Row 68,7,10 inches
Row 69,8,10 inches
Row 70,9,10 inches
Row 71,15,15 inches
Row 72,6,10 inches
Row 73,7,10 inches
Row 74,8,10 inches
Row 75,8,10 inches
Row 76,7,10 inches
Row 77,13,15 inches
Row 78,14,15 inches
Row 79,10,10 inches
Row 80,13,15 inches
Row 81,8,10 inches
Row 82,11,15 inches
Row 83,5,5 inches
Row 84,5,5 inches
Row 85,7,10 inches
Row 86,11,15 inches
Row 87,14,15 inches
Row 88,15,15 inches
Row 89,14,15 inches
Row 90,15,15 inches
Row 91,7,10 inches
Row 92,5,5 inches
Row 93,8,10 inches
Row 94,14,15 inches
Row 95,11,15 inches
Row 96,15,15 inches
Row 97,13,15 inches
Row 98,8,10 inches
Row 99,5,5 inches
Row 100,15,15 inches
Row 101,13,15 inches
Row 102,10,10 inches
Row 103,10,10 inches
Row 104,12,15 inches
Row 105,7,10 inches
Row 106,6,10 inches
Row 107,7,10 inches
Row 108,7,10 inches
Row 109,13,15 inches
Row 110,9,10 inches
Row 111,11,15 inches
Row 112,9,10 inches
Row 113,6,10 inches
Row 114,5,5 inches
Row 115,8,10 inches
Row 116,13,15 inches
Row 117,15,15 inches
Row 118,9,10 inches
Row 119,15,15 inches
Row 120,13,15 inches
Row 121,15,15 inches
Row 122,14,15 inches
Row 123,5,5 inches
