Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,11,15 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,8,10 inches,15 inches
Row 13,5,5 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,15,15 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,11,15 inches,15 inches
Row 19,13,15 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,12,15 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,15,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,12,15 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,9,10 inches,15 inches
Row 46,9,10 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,8,10 inches,15 inches
Row 50,12,15 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,13,15 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,5,5 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,15,15 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,10,10 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,7,10 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,13,15 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,8,10 inches,15 inches
Row 68,10,10 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,7,10 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,10,10 inches,15 inches
Row 76,13,15 inches,15 inches
Row 77,10,10 inches,15 inches
Row 78,5,5 inches,15 inches
Row 79,6,10 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,5,5 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,6,10 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,5,5 inches,15 inches
Row 88,11,15 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,8,10 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,13,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,12,15 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,7,10 inches,15 inches
Row 108,13,15 inches,15 inches
Row 109,12,15 inches,15 inches
Row 110,10,10 inches,15 inches
Row 111,15,15 inches,15 inches
Row 112,6,10 inches,15 inches
Row 113,8,10 inches,15 inches
Row 114,13,15 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,10,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,10,10 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,6,10 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,6,10 inches,15 inches
Row 124,14,15 inches,15 inches
Row 125,10,10 inches,15 inches
Row 126,7,10 inches,15 inches
Row 127,15,15 inches,15 inches
Row 128,15,15 inches,15 inches
Row 129,7,10 inches,15 inches
Row 130,5,5 inches,15 inches
Row 131,9,10 inches,15 inches
Row 132,9,10 inches,15 inches
Row 133,15,15 inches,15 inches
Row 134,5,5 inches,15 inches
Row 135,9,10 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,11,15 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,5,5 inches,15 inches
Row 140,13,15 inches,15 inches
Row 141,7,10 inches,15 inches
Row 142,5,5 inches,15 inches
Row 143,7,10 inches,15 inches
Row 144,12,15 inches,15 inches
Row 145,6,10 inches,15 inches
Row 146,7,10 inches,15 inches
Row 147,6,10 inches,15 inches
Row 148,12,15 inches,15 inches
Row 149,6,10 inches,15 inches
Row 150,6,10 inches,15 inches
Row 151,5,5 inches,15 inches
Row 152,5,5 inches,15 inches
Row 153,12,15 inches,15 inches
Row 154,11,15 inches,15 inches
Row 155,12,15 inches,15 inches
Row 156,10,10 inches,15 inches
Row 157,13,15 inches,15 inches
