Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,12,15 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,11,15 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,9,10 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,8,10 inches,15 inches
Row 13,13,15 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,5,5 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,7,10 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,12,15 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,8,10 inches,15 inches
Row 38,9,10 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,10,10 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,6,10 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,11,15 inches,15 inches
Row 51,15,15 inches,15 inches
Row 52,6,10 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,11,15 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,10,10 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,13,15 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,13,15 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,15,15 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,10,10 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,11,15 inches,15 inches
Row 80,5,5 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,12,15 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,13,15 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,5,5 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,14,15 inches,15 inches
Row 93,12,15 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,15,15 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,11,15 inches,15 inches
Row 101,14,15 inches,15 inches
Row 102,15,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,7,10 inches,15 inches
Row 105,6,10 inches,15 inches
Row 106,7,10 inches,15 inches
Row 107,11,15 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,9,10 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,13,15 inches,15 inches
Row 114,11,15 inches,15 inches
Row 115,12,15 inches,15 inches
Row 116,8,10 inches,15 inches
Row 117,6,10 inches,15 inches
Row 118,5,5 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,10,10 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,7,10 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,8,10 inches,15 inches
Row 126,13,15 inches,15 inches
Row 127,11,15 inches,15 inches
Row 128,12,15 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,8,10 inches,15 inches
Row 131,8,10 inches,15 inches
Row 132,14,15 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,12,15 inches,15 inches
