Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,7,10 inches
Row 3,8,10 inches
Row 4,8,10 inches
Row 5,8,10 inches
Row 6,9,10 inches
Row 7,6,10 inches
Row 8,7,10 inches
Row 9,9,10 inches
Row 10,11,15 inches
Row 11,6,10 inches
Row 12,6,10 inches
Row 13,11,15 inches
Row 14,9,10 inches
Row 15,8,10 inches
Row 16,11,15 inches
Row 17,10,10 inches
Row 18,15,15 inches
Row 19,8,10 inches
Row 20,11,15 inches
Row 21,14,15 inches
Row 22,15,15 inches
Row 23,6,10 inches
Row 24,15,15 inches
Row 25,12,15 inches
Row 26,8,10 inches
Row 27,6,10 inches
Row 28,7,10 inches
Row 29,12,15 inches
Row 30,14,15 inches
Row 31,6,10 inches
Row 32,15,15 inches
Row 33,6,10 inches
Row 34,8,10 inches
Row 35,13,15 inches
Row 36,7,10 inches
Row 37,14,15 inches
Row 38,15,15 inches
Row 39,5,5 inches
Row 40,11,15 inches
Row 41,10,10 inches
Row 42,6,10 inches
Row 43,15,15 inches
Row 44,13,15 inches
Row 45,5,5 inches
Row 46,13,15 inches
Row 47,9,10 inches
Row 48,10,10 inches
Row 49,5,5 inches
Row 50,8,10 inches
Row 51,9,10 inches
Row 52,9,10 inches
Row 53,6,10 inches
Row 54,7,10 inches
Row 55,10,10 inches
Row 56,12,15 inches
Row 57,15,15 inches
Row 58,8,10 inches
Row 59,10,10 inches
Row 60,10,10 inches
Row 61,7,10 inches
Row 62,10,10 inches
Row 63,13,15 inches
Row 64,13,15 inches
Row 65,15,15 inches
Row 66,7,10 inches
Row 67,13,15 inches
Row 68,15,15 inches
Row 69,11,15 inches
Row 70,10,10 inches
Row 71,14,15 inches
Row 72,8,10 inches
Row 73,14,15 inches
Row 74,13,15 inches
Row 75,6,10 inches
Row 76,11,15 inches
Row 77,11,15 inches
Row 78,14,15 inches
Row 79,14,15 inches
Row 80,15,15 inches
Row 81,6,10 inches
Row 82,9,10 inches
Row 83,10,10 inches
Row 84,13,15 inches
Row 85,8,10 inches
Row 86,10,10 inches
Row 87,13,15 inches
Row 88,10,10 inches
Row 89,11,15 inches
Row 90,7,10 inches
Row 91,10,10 inches
Row 92,6,10 inches
Row 93,6,10 inches
Row 94,5,5 inches
Row 95,9,10 inches
Row 96,13,15 inches
Row 97,15,15 inches
Row 98,11,15 inches
Row 99,13,15 inches
Row 100,13,15 inches
Row 101,7,10 inches
Row 102,12,15 inches
Row 103,13,15 inches
Row 104,11,15 inches
Row 105,6,10 inches
Row 106,15,15 inches
Row 107,13,15 inches
Row 108,13,15 inches
Row 109,10,10 inches
Row 110,12,15 inches
Row 111,11,15 inches
Row 112,9,10 inches
Row 113,7,10 inches
Row 114,14,15 inches
Row 115,9,10 inches
Row 116,11,15 inches
Row 117,15,15 inches
Row 118,7,10 inches
Row 119,7,10 inches
Row 120,12,15 inches
Row 121,13,15 inches
Row 122,14,15 inches
Row 123,8,10 inches
Row 124,7,10 inches
Row 125,12,15 inches
Row 126,13,15 inches
Row 127,14,15 inches
Row 128,13,15 inches
Row 129,12,15 inches
Row 130,10,10 inches
Row 131,7,10 inches
Row 132,13,15 inches
Row 133,10,10 inches
Row 134,5,5 inches
Row 135,13,15 inches
Row 136,14,15 inches
Row 137,9,10 inches
Row 138,6,10 inches
Row 139,8,10 inches
Row 140,15,15 inches
Row 141,10,10 inches
Row 142,15,15 inches
Row 143,14,15 inches
Row 144,9,10 inches
Row 145,9,10 inches
Row 146,10,10 inches
Row 147,9,10 inches
Row 148,9,10 inches
Row 149,7,10 inches
Row 150,11,15 inches
Row 151,6,10 inches
