Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,5,5 inches
Row 3,9,10 inches
Row 4,7,10 inches
Row 5,10,10 inches
Row 6,13,15 inches
Row 7,6,10 inches
Row 8,12,15 inches
Row 9,15,15 inches
Row 10,11,15 inches
Row 11,9,10 inches
Row 12,12,15 inches
Row 13,8,10 inches
Row 14,8,10 inches
Row 15,9,10 inches
Row 16,9,10 inches
Row 17,9,10 inches
Row 18,15,15 inches
Row 19,6,10 inches
Row 20,14,15 inches
Row 21,14,15 inches
Row 22,7,10 inches
Row 23,14,15 inches
Row 24,9,10 inches
Row 25,7,10 inches
Row 26,15,15 inches
Row 27,12,15 inches
Row 28,8,10 inches
Row 29,8,10 inches
Row 30,12,15 inches
Row 31,9,10 inches
Row 32,15,15 inches
Row 33,11,15 inches
Row 34,15,15 inches
Row 35,5,5 inches
Row 36,5,5 inches
Row 37,9,10 inches
Row 38,14,15 inches
Row 39,6,10 inches
Row 40,5,5 inches
Row 41,14,15 inches
Row 42,13,15 inches
Row 43,8,10 inches
Row 44,13,15 inches
Row 45,15,15 inches
Row 46,9,10 inches
Row 47,12,15 inches
Row 48,15,15 inches
Row 49,6,10 inches
Row 50,11,15 inches
Row 51,10,10 inches
Row 52,7,10 inches
Row 53,11,15 inches
Row 54,5,5 inches
Row 55,5,5 inches
Row 56,7,10 inches
Row 57,15,15 inches
Row 58,11,15 inches
Row 59,9,10 inches
Row 60,14,15 inches
Row 61,9,10 inches
Row 62,9,10 inches
Row 63,8,10 inches
Row 64,8,10 inches
Row 65,5,5 inches
Row 66,12,15 inches
Row 67,6,10 inches
Row 68,10,10 inches
Row 69,10,10 inches
Row 70,9,10 inches
Row 71,14,15 inches
Row 72,15,15 inches
Row 73,11,15 inches
Row 74,12,15 inches
Row 75,8,10 inches
Row 76,6,10 inches
Row 77,12,15 inches
Row 78,7,10 inches
Row 79,7,10 inches
Row 80,6,10 inches
Row 81,7,10 inches
Row 82,9,10 inches
Row 83,12,15 inches
Row 84,13,15 inches
Row 85,15,15 inches
Row 86,15,15 inches
Row 87,5,5 inches
Row 88,5,5 inches
Row 89,11,15 inches
Row 90,15,15 inches
Row 91,8,10 inches
Row 92,9,10 inches
Row 93,8,10 inches
Row 94,7,10 inches
Row 95,13,15 inches
Row 96,5,5 inches
Row 97,14,15 inches
Row 98,8,10 inches
Row 99,7,10 inches
Row 100,15,15 inches
Row 101,15,15 inches
Row 102,7,10 inches
Row 103,13,15 inches
Row 104,15,15 inches
Row 105,6,10 inches
Row 106,7,10 inches
Row 107,14,15 inches
Row 108,10,10 inches
Row 109,12,15 inches
