Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,9,10 inches
Row 3,12,15 inches
Row 4,14,15 inches
Row 5,15,15 inches
Row 6,5,5 inches
Row 7,12,15 inches
Row 8,14,15 inches
Row 9,12,15 inches
Row 10,6,10 inches
Row 11,14,15 inches
Row 12,6,10 inches
Row 13,14,15 inches
Row 14,10,10 inches
Row 15,14,15 inches
Row 16,8,10 inches
Row 17,15,15 inches
Row 18,8,10 inches
Row 19,9,10 inches
Row 20,12,15 inches
Row 21,13,15 inches
Row 22,8,10 inches
Row 23,11,15 inches
Row 24,13,15 inches
Row 25,10,10 inches
Row 26,6,10 inches
Row 27,15,15 inches
Row 28,9,10 inches
Row 29,7,10 inches
Row 30,15,15 inches
Row 31,5,5 inches
Row 32,13,15 inches
Row 33,12,15 inches
Row 34,5,5 inches
Row 35,6,10 inches
Row 36,8,10 inches
Row 37,11,15 inches
Row 38,9,10 inches
Row 39,7,10 inches
Row 40,7,10 inches
Row 41,8,10 inches
Row 42,15,15 inches
Row 43,8,10 inches
Row 44,15,15 inches
Row 45,5,5 inches
Row 46,14,15 inches
Row 47,8,10 inches
Row 48,8,10 inches
Row 49,12,15 inches
Row 50,8,10 inches
Row 51,8,10 inches
Row 52,14,15 inches
Row 53,15,15 inches
Row 54,9,10 inches
Row 55,9,10 inches
Row 56,6,10 inches
Row 57,9,10 inches
Row 58,13,15 inches
Row 59,9,10 inches
Row 60,6,10 inches
Row 61,14,15 inches
Row 62,6,10 inches
Row 63,11,15 inches
Row 64,14,15 inches
Row 65,11,15 inches
Row 66,8,10 inches
Row 67,8,10 inches
Row 68,14,15 inches
Row 69,13,15 inches
Row 70,8,10 inches
Row 71,13,15 inches
Row 72,5,5 inches
Row 73,12,15 inches
Row 74,11,15 inches
Row 75,12,15 inches
Row 76,15,15 inches
Row 77,11,15 inches
Row 78,14,15 inches
Row 79,10,10 inches
Row 80,8,10 inches
Row 81,15,15 inches
Row 82,7,10 inches
Row 83,13,15 inches
Row 84,11,15 inches
Row 85,5,5 inches
Row 86,10,10 inches
Row 87,6,10 inches
Row 88,7,10 inches
Row 89,13,15 inches
Row 90,12,15 inches
Row 91,12,15 inches
Row 92,9,10 inches
Row 93,15,15 inches
Row 94,10,10 inches
Row 95,14,15 inches
Row 96,10,10 inches
Row 97,8,10 inches
Row 98,15,15 inches
Row 99,13,15 inches
Row 100,11,15 inches
Row 101,6,10 inches
Row 102,7,10 inches
Row 103,10,10 inches
Row 104,10,10 inches
Row 105,11,15 inches
Row 106,12,15 inches
Row 107,10,10 inches
Row 108,11,15 inches
Row 109,14,15 inches
Row 110,10,10 inches
Row 111,15,15 inches
Row 112,13,15 inches
Row 113,5,5 inches
Row 114,6,10 inches
Row 115,6,10 inches
Row 116,11,15 inches
Row 117,14,15 inches
Row 118,14,15 inches
Row 119,8,10 inches
Row 120,15,15 inches
Row 121,13,15 inches
Row 122,5,5 inches
Row 123,11,15 inches
Row 124,11,15 inches
Row 125,6,10 inches
Row 126,9,10 inches
Row 127,11,15 inches
Row 128,12,15 inches
Row 129,8,10 inches
Row 130,6,10 inches
Row 131,11,15 inches
Row 132,5,5 inches
Row 133,6,10 inches
Row 134,15,15 inches
Row 135,7,10 inches
Row 136,9,10 inches
Row 137,11,15 inches
Row 138,8,10 inches
Row 139,10,10 inches
Row 140,14,15 inches
Row 141,11,15 inches
Row 142,11,15 inches
Row 143,10,10 inches
Row 144,8,10 inches
Row 145,9,10 inches
Row 146,13,15 inches
Row 147,6,10 inches
Row 148,12,15 inches
Row 149,8,10 inches
Row 150,9,10 inches
Row 151,13,15 inches
Row 152,6,10 inches
Row 153,11,15 inches
Row 154,15,15 inches
Row 155,7,10 inches
Row 156,7,10 inches
Row 157,6,10 inches
Row 158,9,10 inches
Row 159,14,15 inches
Row 160,7,10 inches
Row 161,7,10 inches
Row 162,6,10 inches
Row 163,9,10 inches
Row 164,6,10 inches
Row 165,9,10 inches
Row 166,8,10 inches
Row 167,13,15 inches
Row 168,13,15 inches
