Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,14,15 inches
Row 3,12,15 inches
Row 4,14,15 inches
Row 5,9,10 inches
Row 6,15,15 inches
Row 7,12,15 inches
Row 8,7,10 inches
Row 9,7,10 inches
Row 10,14,15 inches
Row 11,14,15 inches
Row 12,7,10 inches
Row 13,9,10 inches
Row 14,15,15 inches
Row 15,10,10 inches
Row 16,8,10 inches
Row 17,15,15 inches
Row 18,14,15 inches
Row 19,11,15 inches
Row 20,14,15 inches
Row 21,7,10 inches
Row 22,5,5 inches
Row 23,9,10 inches
Row 24,15,15 inches
Row 25,8,10 inches
Row 26,14,15 inches
Row 27,13,15 inches
Row 28,12,15 inches
Row 29,7,10 inches
Row 30,14,15 inches
Row 31,5,5 inches
Row 32,13,15 inches
Row 33,7,10 inches
Row 34,13,15 inches
Row 35,9,10 inches
Row 36,14,15 inches
Row 37,13,15 inches
Row 38,6,10 inches
Row 39,12,15 inches
Row 40,6,10 inches
Row 41,8,10 inches
Row 42,14,15 inches
Row 43,11,15 inches
Row 44,14,15 inches
Row 45,15,15 inches
Row 46,12,15 inches
Row 47,11,15 inches
Row 48,12,15 inches
Row 49,15,15 inches
Row 50,9,10 inches
Row 51,8,10 inches
Row 52,15,15 inches
Row 53,10,10 inches
Row 54,11,15 inches
Row 55,6,10 inches
Row 56,13,15 inches
Row 57,6,10 inches
Row 58,9,10 inches
Row 59,6,10 inches
Row 60,14,15 inches
Row 61,7,10 inches
Row 62,10,10 inches
Row 63,6,10 inches
Row 64,15,15 inches
Row 65,15,15 inches
Row 66,13,15 inches
Row 67,11,15 inches
Row 68,12,15 inches
Row 69,8,10 inches
Row 70,13,15 inches
Row 71,15,15 inches
Row 72,9,10 inches
Row 73,6,10 inches
Row 74,11,15 inches
Row 75,5,5 inches
Row 76,5,5 inches
Row 77,11,15 inches
Row 78,7,10 inches
Row 79,14,15 inches
Row 80,12,15 inches
Row 81,9,10 inches
Row 82,6,10 inches
Row 83,9,10 inches
Row 84,13,15 inches
Row 85,12,15 inches
Row 86,11,15 inches
Row 87,14,15 inches
Row 88,6,10 inches
Row 89,12,15 inches
Row 90,6,10 inches
Row 91,8,10 inches
Row 92,9,10 inches
Row 93,12,15 inches
Row 94,13,15 inches
Row 95,15,15 inches
Row 96,14,15 inches
Row 97,5,5 inches
Row 98,10,10 inches
Row 99,10,10 inches
Row 100,8,10 inches
Row 101,13,15 inches
Row 102,12,15 inches
Row 103,6,10 inches
Row 104,10,10 inches
Row 105,11,15 inches
Row 106,10,10 inches
Row 107,12,15 inches
Row 108,7,10 inches
Row 109,13,15 inches
Row 110,15,15 inches
Row 111,12,15 inches
Row 112,12,15 inches
Row 113,10,10 inches
Row 114,9,10 inches
Row 115,10,10 inches
Row 116,5,5 inches
Row 117,15,15 inches
Row 118,12,15 inches
Row 119,6,10 inches
Row 120,10,10 inches
Row 121,8,10 inches
Row 122,12,15 inches
Row 123,9,10 inches
Row 124,5,5 inches
Row 125,7,10 inches
Row 126,15,15 inches
Row 127,6,10 inches
Row 128,11,15 inches
Row 129,9,10 inches
Row 130,11,15 inches
Row 131,15,15 inches
Row 132,5,5 inches
Row 133,5,5 inches
Row 134,7,10 inches
Row 135,10,10 inches
Row 136,15,15 inches
Row 137,15,15 inches
Row 138,5,5 inches
Row 139,7,10 inches
Row 140,8,10 inches
Row 141,6,10 inches
Row 142,9,10 inches
Row 143,13,15 inches
Row 144,8,10 inches
Row 145,9,10 inches
Row 146,6,10 inches
Row 147,10,10 inches
Row 148,10,10 inches
Row 149,10,10 inches
Row 150,7,10 inches
Row 151,10,10 inches
Row 152,13,15 inches
Row 153,6,10 inches
Row 154,6,10 inches
Row 155,14,15 inches
Row 156,7,10 inches
Row 157,13,15 inches
Row 158,11,15 inches
Row 159,5,5 inches
Row 160,11,15 inches
Row 161,14,15 inches
Row 162,6,10 inches
Row 163,8,10 inches
Row 164,13,15 inches
Row 165,10,10 inches
Row 166,5,5 inches
Row 167,14,15 inches
Row 168,5,5 inches
Row 169,7,10 inches
Row 170,15,15 inches
Row 171,7,10 inches
Row 172,15,15 inches
Row 173,8,10 inches
Row 174,6,10 inches
Row 175,15,15 inches
Row 176,9,10 inches
Row 177,9,10 inches
Row 178,5,5 inches
