Row,Number of Houses,Pipe Size
Row 1,10,10 inches
Row 2,14,15 inches
Row 3,13,15 inches
Row 4,11,15 inches
Row 5,8,10 inches
Row 6,8,10 inches
Row 7,8,10 inches
Row 8,11,15 inches
Row 9,11,15 inches
Row 10,6,10 inches
Row 11,7,10 inches
Row 12,7,10 inches
Row 13,10,10 inches
Row 14,9,10 inches
Row 15,10,10 inches
Row 16,8,10 inches
Row 17,9,10 inches
Row 18,7,10 inches
Row 19,9,10 inches
Row 20,7,10 inches
Row 21,8,10 inches
Row 22,5,5 inches
Row 23,13,15 inches
Row 24,13,15 inches
Row 25,10,10 inches
Row 26,11,15 inches
Row 27,14,15 inches
Row 28,7,10 inches
Row 29,10,10 inches
Row 30,10,10 inches
Row 31,11,15 inches
Row 32,9,10 inches
Row 33,9,10 inches
Row 34,14,15 inches
Row 35,9,10 inches
Row 36,5,5 inches
Row 37,6,10 inches
Row 38,12,15 inches
Row 39,8,10 inches
Row 40,15,15 inches
Row 41,11,15 inches
Row 42,6,10 inches
Row 43,11,15 inches
Row 44,10,10 inches
Row 45,12,15 inches
Row 46,7,10 inches
Row 47,11,15 inches
Row 48,9,10 inches
Row 49,14,15 inches
Row 50,12,15 inches
Row 51,6,10 inches
Row 52,9,10 inches
Row 53,7,10 inches
Row 54,5,5 inches
Row 55,14,15 inches
Row 56,8,10 inches
Row 57,13,15 inches
Row 58,10,10 inches
Row 59,12,15 inches
Row 60,11,15 inches
Row 61,12,15 inches
Row 62,12,15 inches
Row 63,15,15 inches
Row 64,10,10 inches
Row 65,15,15 inches
Row 66,9,10 inches
Row 67,12,15 inches
Row 68,13,15 inches
Row 69,9,10 inches
Row 70,11,15 inches
Row 71,15,15 inches
Row 72,11,15 inches
Row 73,12,15 inches
Row 74,10,10 inches
Row 75,9,10 inches
Row 76,9,10 inches
Row 77,8,10 inches
Row 78,14,15 inches
Row 79,10,10 inches
Row 80,6,10 inches
Row 81,6,10 inches
Row 82,14,15 inches
Row 83,5,5 inches
Row 84,13,15 inches
Row 85,15,15 inches
Row 86,15,15 inches
Row 87,14,15 inches
Row 88,6,10 inches
Row 89,8,10 inches
Row 90,11,15 inches
Row 91,13,15 inches
Row 92,5,5 inches
Row 93,12,15 inches
Row 94,11,15 inches
Row 95,7,10 inches
Row 96,14,15 inches
Row 97,15,15 inches
Row 98,11,15 inches
Row 99,13,15 inches
Row 100,7,10 inches
Row 101,6,10 inches
Row 102,9,10 inches
Row 103,11,15 inches
Row 104,14,15 inches
Row 105,7,10 inches
Row 106,13,15 inches
Row 107,14,15 inches
Row 108,12,15 inches
Row 109,8,10 inches
Row 110,11,15 inches
Row 111,7,10 inches
Row 112,8,10 inches
Row 113,12,15 inches
Row 114,5,5 inches
Row 115,12,15 inches
Row 116,12,15 inches
Row 117,7,10 inches
Row 118,15,15 inches
Row 119,11,15 inches
Row 120,13,15 inches
Row 121,8,10 inches
Row 122,15,15 inches
Row 123,12,15 inches
Row 124,9,10 inches
Row 125,13,15 inches
Row 126,9,10 inches
Row 127,10,10 inches
Row 128,6,10 inches
Row 129,13,15 inches
Row 130,8,10 inches
Row 131,5,5 inches
Row 132,13,15 inches
Row 133,9,10 inches
Row 134,9,10 inches
Row 135,13,15 inches
Row 136,11,15 inches
Row 137,9,10 inches
Row 138,5,5 inches
Row 139,15,15 inches
Row 140,8,10 inches
Row 141,14,15 inches
Row 142,14,15 inches
Row 143,11,15 inches
Row 144,15,15 inches
