Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,11,15 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,7,10 inches,15 inches
Row 6,9,10 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,10,10 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,12,15 inches,15 inches
Row 14,8,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,12,15 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,8,10 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,12,15 inches,15 inches
Row 24,11,15 inches,15 inches
Row 25,13,15 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,13,15 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,10,10 inches,15 inches
Row 32,7,10 inches,15 inches
Row 33,14,15 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,6,10 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,12,15 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,5,5 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,12,15 inches,15 inches
Row 49,8,10 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,15,15 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,13,15 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,15,15 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,6,10 inches,15 inches
Row 64,13,15 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,10,10 inches,15 inches
Row 67,9,10 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,6,10 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,10,10 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,8,10 inches,15 inches
Row 79,14,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,14,15 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,13,15 inches,15 inches
Row 88,11,15 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,5,5 inches,15 inches
Row 91,12,15 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,14,15 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,10,10 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,6,10 inches,15 inches
Row 105,8,10 inches,15 inches
Row 106,12,15 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,5,5 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,15,15 inches,15 inches
Row 112,5,5 inches,15 inches
Row 113,15,15 inches,15 inches
