Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,12,15 inches
Row 3,9,10 inches
Row 4,6,10 inches
Row 5,14,15 inches
Row 6,6,10 inches
Row 7,15,15 inches
Row 8,13,15 inches
Row 9,9,10 inches
Row 10,15,15 inches
Row 11,15,15 inches
Row 12,7,10 inches
Row 13,11,15 inches
Row 14,15,15 inches
Row 15,7,10 inches
Row 16,7,10 inches
Row 17,15,15 inches
Row 18,13,15 inches
Row 19,11,15 inches
Row 20,12,15 inches
Row 21,12,15 inches
Row 22,5,5 inches
Row 23,13,15 inches
Row 24,12,15 inches
Row 25,10,10 inches
Row 26,8,10 inches
Row 27,15,15 inches
Row 28,9,10 inches
Row 29,9,10 inches
Row 30,11,15 inches
Row 31,6,10 inches
Row 32,10,10 inches
Row 33,8,10 inches
Row 34,5,5 inches
Row 35,8,10 inches
Row 36,5,5 inches
Row 37,7,10 inches
Row 38,7,10 inches
Row 39,9,10 inches
Row 40,12,15 inches
Row 41,11,15 inches
Row 42,15,15 inches
Row 43,11,15 inches
Row 44,7,10 inches
Row 45,5,5 inches
Row 46,14,15 inches
Row 47,11,15 inches
Row 48,11,15 inches
Row 49,11,15 inches
Row 50,5,5 inches
Row 51,7,10 inches
Row 52,13,15 inches
Row 53,5,5 inches
Row 54,12,15 inches
Row 55,5,5 inches
Row 56,7,10 inches
Row 57,8,10 inches
Row 58,9,10 inches
Row 59,6,10 inches
Row 60,15,15 inches
Row 61,5,5 inches
Row 62,7,10 inches
Row 63,9,10 inches
Row 64,15,15 inches
Row 65,13,15 inches
Row 66,7,10 inches
Row 67,10,10 inches
Row 68,11,15 inches
Row 69,7,10 inches
Row 70,8,10 inches
Row 71,9,10 inches
Row 72,7,10 inches
Row 73,11,15 inches
Row 74,12,15 inches
Row 75,13,15 inches
Row 76,6,10 inches
Row 77,15,15 inches
Row 78,9,10 inches
Row 79,13,15 inches
Row 80,6,10 inches
Row 81,9,10 inches
Row 82,7,10 inches
Row 83,8,10 inches
Row 84,11,15 inches
Row 85,8,10 inches
Row 86,13,15 inches
Row 87,14,15 inches
Row 88,11,15 inches
Row 89,9,10 inches
Row 90,13,15 inches
Row 91,6,10 inches
Row 92,13,15 inches
Row 93,6,10 inches
Row 94,13,15 inches
Row 95,5,5 inches
Row 96,9,10 inches
Row 97,7,10 inches
Row 98,13,15 inches
Row 99,15,15 inches
Row 100,11,15 inches
Row 101,13,15 inches
Row 102,6,10 inches
Row 103,8,10 inches
Row 104,7,10 inches
Row 105,11,15 inches
Row 106,10,10 inches
Row 107,8,10 inches
Row 108,9,10 inches
Row 109,12,15 inches
Row 110,9,10 inches
Row 111,11,15 inches
Row 112,10,10 inches
Row 113,13,15 inches
Row 114,12,15 inches
Row 115,8,10 inches
Row 116,14,15 inches
Row 117,13,15 inches
Row 118,8,10 inches
Row 119,10,10 inches
Row 120,13,15 inches
Row 121,6,10 inches
Row 122,15,15 inches
Row 123,12,15 inches
Row 124,9,10 inches
Row 125,5,5 inches
Row 126,11,15 inches
Row 127,12,15 inches
Row 128,11,15 inches
Row 129,14,15 inches
Row 130,14,15 inches
Row 131,12,15 inches
Row 132,9,10 inches
Row 133,10,10 inches
Row 134,6,10 inches
Row 135,14,15 inches
Row 136,14,15 inches
