Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,14,15 inches
Row 3,6,10 inches
Row 4,7,10 inches
Row 5,5,5 inches
Row 6,10,10 inches
Row 7,5,5 inches
Row 8,12,15 inches
Row 9,11,15 inches
Row 10,5,5 inches
Row 11,5,5 inches
Row 12,13,15 inches
Row 13,13,15 inches
Row 14,10,10 inches
Row 15,5,5 inches
Row 16,5,5 inches
Row 17,9,10 inches
Row 18,5,5 inches
Row 19,11,15 inches
Row 20,10,10 inches
Row 21,15,15 inches
Row 22,13,15 inches
Row 23,14,15 inches
Row 24,14,15 inches
Row 25,10,10 inches
Row 26,11,15 inches
Row 27,11,15 inches
Row 28,5,5 inches
Row 29,8,10 inches
Row 30,9,10 inches
Row 31,7,10 inches
Row 32,12,15 inches
Row 33,10,10 inches
Row 34,7,10 inches
Row 35,11,15 inches
Row 36,7,10 inches
Row 37,9,10 inches
Row 38,10,10 inches
Row 39,13,15 inches
Row 40,9,10 inches
Row 41,15,15 inches
Row 42,8,10 inches
Row 43,6,10 inches
Row 44,10,10 inches
Row 45,11,15 inches
Row 46,13,15 inches
Row 47,6,10 inches
Row 48,8,10 inches
Row 49,15,15 inches
Row 50,7,10 inches
Row 51,14,15 inches
Row 52,5,5 inches
Row 53,15,15 inches
Row 54,7,10 inches
Row 55,12,15 inches
Row 56,12,15 inches
Row 57,14,15 inches
Row 58,13,15 inches
Row 59,7,10 inches
Row 60,14,15 inches
Row 61,9,10 inches
Row 62,11,15 inches
Row 63,8,10 inches
Row 64,6,10 inches
Row 65,14,15 inches
Row 66,7,10 inches
Row 67,8,10 inches
Row 68,6,10 inches
Row 69,10,10 inches
Row 70,14,15 inches
Row 71,8,10 inches
Row 72,11,15 inches
Row 73,13,15 inches
Row 74,14,15 inches
Row 75,5,5 inches
Row 76,15,15 inches
Row 77,5,5 inches
Row 78,8,10 inches
Row 79,10,10 inches
Row 80,10,10 inches
Row 81,14,15 inches
Row 82,12,15 inches
Row 83,7,10 inches
Row 84,5,5 inches
Row 85,14,15 inches
Row 86,5,5 inches
Row 87,12,15 inches
Row 88,12,15 inches
Row 89,9,10 inches
Row 90,10,10 inches
Row 91,15,15 inches
Row 92,12,15 inches
Row 93,5,5 inches
Row 94,6,10 inches
Row 95,7,10 inches
Row 96,8,10 inches
Row 97,10,10 inches
Row 98,5,5 inches
Row 99,5,5 inches
Row 100,9,10 inches
Row 101,13,15 inches
Row 102,12,15 inches
Row 103,9,10 inches
Row 104,5,5 inches
Row 105,12,15 inches
Row 106,9,10 inches
Row 107,15,15 inches
Row 108,10,10 inches
Row 109,14,15 inches
Row 110,5,5 inches
Row 111,12,15 inches
Row 112,5,5 inches
Row 113,8,10 inches
Row 114,9,10 inches
Row 115,15,15 inches
Row 116,5,5 inches
Row 117,13,15 inches
Row 118,7,10 inches
Row 119,9,10 inches
Row 120,6,10 inches
Row 121,12,15 inches
Row 122,8,10 inches
Row 123,10,10 inches
Row 124,5,5 inches
Row 125,10,10 inches
Row 126,6,10 inches
Row 127,9,10 inches
Row 128,5,5 inches
Row 129,10,10 inches
Row 130,15,15 inches
Row 131,9,10 inches
Row 132,5,5 inches
Row 133,5,5 inches
Row 134,15,15 inches
Row 135,12,15 inches
Row 136,6,10 inches
Row 137,7,10 inches
Row 138,7,10 inches
Row 139,6,10 inches
Row 140,12,15 inches
Row 141,14,15 inches
Row 142,11,15 inches
Row 143,12,15 inches
Row 144,7,10 inches
Row 145,11,15 inches
Row 146,13,15 inches
Row 147,10,10 inches
Row 148,9,10 inches
Row 149,6,10 inches
Row 150,10,10 inches
Row 151,8,10 inches
Row 152,6,10 inches
Row 153,13,15 inches
Row 154,11,15 inches
Row 155,10,10 inches
Row 156,15,15 inches
Row 157,8,10 inches
Row 158,8,10 inches
Row 159,7,10 inches
Row 160,9,10 inches
Row 161,11,15 inches
Row 162,10,10 inches
Row 163,11,15 inches
Row 164,13,15 inches
Row 165,5,5 inches
Row 166,12,15 inches
Row 167,9,10 inches
Row 168,8,10 inches
Row 169,12,15 inches
Row 170,15,15 inches
Row 171,9,10 inches
Row 172,14,15 inches
