Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,11,15 inches
Row 3,15,15 inches
Row 4,9,10 inches
Row 5,11,15 inches
Row 6,13,15 inches
Row 7,7,10 inches
Row 8,15,15 inches
Row 9,6,10 inches
Row 10,6,10 inches
Row 11,13,15 inches
Row 12,15,15 inches
Row 13,6,10 inches
Row 14,15,15 inches
Row 15,15,15 inches
Row 16,5,5 inches
Row 17,11,15 inches
Row 18,7,10 inches
Row 19,15,15 inches
Row 20,15,15 inches
Row 21,10,10 inches
Row 22,5,5 inches
Row 23,7,10 inches
Row 24,6,10 inches
Row 25,12,15 inches
Row 26,13,15 inches
Row 27,11,15 inches
Row 28,15,15 inches
Row 29,11,15 inches
Row 30,15,15 inches
Row 31,15,15 inches
Row 32,12,15 inches
Row 33,10,10 inches
Row 34,11,15 inches
Row 35,7,10 inches
Row 36,8,10 inches
Row 37,11,15 inches
Row 38,15,15 inches
Row 39,10,10 inches
Row 40,13,15 inches
Row 41,7,10 inches
Row 42,7,10 inches
Row 43,13,15 inches
Row 44,14,15 inches
Row 45,12,15 inches
Row 46,9,10 inches
Row 47,10,10 inches
Row 48,5,5 inches
Row 49,8,10 inches
Row 50,11,15 inches
Row 51,5,5 inches
Row 52,8,10 inches
Row 53,13,15 inches
Row 54,9,10 inches
Row 55,12,15 inches
Row 56,8,10 inches
Row 57,5,5 inches
Row 58,6,10 inches
Row 59,6,10 inches
Row 60,11,15 inches
Row 61,7,10 inches
Row 62,8,10 inches
Row 63,12,15 inches
Row 64,5,5 inches
Row 65,14,15 inches
Row 66,15,15 inches
Row 67,13,15 inches
Row 68,13,15 inches
Row 69,13,15 inches
Row 70,8,10 inches
Row 71,5,5 inches
Row 72,14,15 inches
Row 73,12,15 inches
Row 74,13,15 inches
Row 75,12,15 inches
Row 76,12,15 inches
Row 77,5,5 inches
Row 78,8,10 inches
Row 79,13,15 inches
Row 80,13,15 inches
Row 81,15,15 inches
Row 82,12,15 inches
Row 83,9,10 inches
Row 84,6,10 inches
Row 85,12,15 inches
Row 86,8,10 inches
Row 87,15,15 inches
Row 88,6,10 inches
Row 89,15,15 inches
Row 90,15,15 inches
Row 91,14,15 inches
Row 92,14,15 inches
Row 93,9,10 inches
Row 94,5,5 inches
Row 95,13,15 inches
Row 96,14,15 inches
Row 97,15,15 inches
Row 98,11,15 inches
Row 99,13,15 inches
Row 100,10,10 inches
Row 101,5,5 inches
Row 102,6,10 inches
Row 103,10,10 inches
Row 104,9,10 inches
Row 105,13,15 inches
Row 106,13,15 inches
Row 107,7,10 inches
Row 108,12,15 inches
Row 109,6,10 inches
Row 110,9,10 inches
Row 111,12,15 inches
Row 112,5,5 inches
Row 113,13,15 inches
Row 114,10,10 inches
Row 115,8,10 inches
Row 116,8,10 inches
Row 117,9,10 inches
Row 118,5,5 inches
Row 119,12,15 inches
Row 120,5,5 inches
Row 121,6,10 inches
Row 122,12,15 inches
Row 123,10,10 inches
Row 124,6,10 inches
Row 125,13,15 inches
Row 126,5,5 inches
Row 127,15,15 inches
Row 128,10,10 inches
Row 129,15,15 inches
Row 130,15,15 inches
Row 131,10,10 inches
Row 132,15,15 inches
Row 133,9,10 inches
Row 134,7,10 inches
Row 135,6,10 inches
Row 136,15,15 inches
Row 137,6,10 inches
Row 138,12,15 inches
Row 139,12,15 inches
Row 140,15,15 inches
Row 141,15,15 inches
Row 142,6,10 inches
Row 143,12,15 inches
Row 144,10,10 inches
Row 145,15,15 inches
Row 146,10,10 inches
Row 147,8,10 inches
Row 148,12,15 inches
Row 149,9,10 inches
Row 150,7,10 inches
Row 151,12,15 inches
Row 152,8,10 inches
Row 153,6,10 inches
Row 154,7,10 inches
Row 155,13,15 inches
Row 156,13,15 inches
Row 157,8,10 inches
Row 158,6,10 inches
Row 159,12,15 inches
Row 160,5,5 inches
Row 161,14,15 inches
Row 162,13,15 inches
Row 163,13,15 inches
Row 164,5,5 inches
Row 165,5,5 inches
Row 166,12,15 inches
Row 167,5,5 inches
