Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,11,15 inches
Row 3,7,10 inches
Row 4,13,15 inches
Row 5,5,5 inches
Row 6,14,15 inches
Row 7,7,10 inches
Row 8,10,10 inches
Row 9,13,15 inches
Row 10,10,10 inches
Row 11,11,15 inches
Row 12,11,15 inches
Row 13,9,10 inches
Row 14,12,15 inches
Row 15,7,10 inches
Row 16,8,10 inches
Row 17,7,10 inches
Row 18,11,15 inches
Row 19,10,10 inches
Row 20,6,10 inches
Row 21,7,10 inches
Row 22,10,10 inches
Row 23,13,15 inches
Row 24,6,10 inches
Row 25,10,10 inches
Row 26,13,15 inches
Row 27,6,10 inches
Row 28,6,10 inches
Row 29,6,10 inches
Row 30,9,10 inches
Row 31,8,10 inches
Row 32,7,10 inches
Row 33,13,15 inches
Row 34,9,10 inches
Row 35,15,15 inches
Row 36,10,10 inches
Row 37,9,10 inches
Row 38,5,5 inches
Row 39,8,10 inches
Row 40,15,15 inches
Row 41,13,15 inches
Row 42,7,10 inches
Row 43,9,10 inches
Row 44,6,10 inches
Row 45,12,15 inches
Row 46,6,10 inches
Row 47,12,15 inches
Row 48,6,10 inches
Row 49,14,15 inches
Row 50,6,10 inches
Row 51,13,15 inches
Row 52,9,10 inches
Row 53,13,15 inches
Row 54,6,10 inches
Row 55,13,15 inches
Row 56,5,5 inches
Row 57,8,10 inches
Row 58,10,10 inches
Row 59,14,15 inches
Row 60,5,5 inches
Row 61,12,15 inches
Row 62,7,10 inches
Row 63,7,10 inches
Row 64,7,10 inches
Row 65,15,15 inches
Row 66,6,10 inches
Row 67,8,10 inches
Row 68,13,15 inches
Row 69,7,10 inches
Row 70,10,10 inches
Row 71,6,10 inches
Row 72,8,10 inches
Row 73,15,15 inches
Row 74,9,10 inches
Row 75,5,5 inches
Row 76,11,15 inches
Row 77,9,10 inches
Row 78,11,15 inches
Row 79,5,5 inches
Row 80,11,15 inches
Row 81,14,15 inches
Row 82,7,10 inches
Row 83,10,10 inches
Row 84,12,15 inches
Row 85,6,10 inches
Row 86,5,5 inches
Row 87,15,15 inches
Row 88,6,10 inches
Row 89,9,10 inches
Row 90,7,10 inches
Row 91,15,15 inches
Row 92,14,15 inches
Row 93,12,15 inches
Row 94,12,15 inches
Row 95,12,15 inches
Row 96,5,5 inches
Row 97,5,5 inches
Row 98,5,5 inches
Row 99,14,15 inches
Row 100,8,10 inches
Row 101,12,15 inches
Row 102,13,15 inches
Row 103,12,15 inches
Row 104,15,15 inches
Row 105,11,15 inches
Row 106,8,10 inches
Row 107,8,10 inches
Row 108,14,15 inches
Row 109,9,10 inches
Row 110,8,10 inches
Row 111,9,10 inches
Row 112,11,15 inches
Row 113,7,10 inches
Row 114,12,15 inches
Row 115,11,15 inches
Row 116,15,15 inches
Row 117,7,10 inches
