Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,9,10 inches
Row 3,5,5 inches
Row 4,5,5 inches
Row 5,7,10 inches
Row 6,6,10 inches
Row 7,6,10 inches
Row 8,6,10 inches
Row 9,7,10 inches
Row 10,6,10 inches
Row 11,15,15 inches
Row 12,11,15 inches
Row 13,6,10 inches
Row 14,13,15 inches
Row 15,9,10 inches
Row 16,6,10 inches
Row 17,8,10 inches
Row 18,10,10 inches
Row 19,6,10 inches
Row 20,5,5 inches
Row 21,8,10 inches
Row 22,11,15 inches
Row 23,5,5 inches
Row 24,7,10 inches
Row 25,11,15 inches
Row 26,12,15 inches
Row 27,11,15 inches
Row 28,9,10 inches
Row 29,12,15 inches
Row 30,12,15 inches
Row 31,6,10 inches
Row 32,14,15 inches
Row 33,12,15 inches
Row 34,8,10 inches
Row 35,10,10 inches
Row 36,5,5 inches
Row 37,9,10 inches
Row 38,9,10 inches
Row 39,14,15 inches
Row 40,14,15 inches
Row 41,12,15 inches
Row 42,11,15 inches
Row 43,6,10 inches
Row 44,12,15 inches
Row 45,11,15 inches
Row 46,8,10 inches
Row 47,10,10 inches
Row 48,12,15 inches
Row 49,7,10 inches
Row 50,10,10 inches
Row 51,13,15 inches
Row 52,12,15 inches
Row 53,7,10 inches
Row 54,7,10 inches
Row 55,6,10 inches
Row 56,13,15 inches
Row 57,10,10 inches
Row 58,13,15 inches
Row 59,6,10 inches
Row 60,7,10 inches
Row 61,8,10 inches
Row 62,12,15 inches
Row 63,7,10 inches
Row 64,15,15 inches
Row 65,8,10 inches
Row 66,15,15 inches
Row 67,13,15 inches
Row 68,15,15 inches
Row 69,6,10 inches
Row 70,8,10 inches
Row 71,8,10 inches
Row 72,11,15 inches
Row 73,5,5 inches
Row 74,15,15 inches
Row 75,12,15 inches
Row 76,15,15 inches
Row 77,12,15 inches
Row 78,8,10 inches
Row 79,12,15 inches
Row 80,10,10 inches
Row 81,12,15 inches
Row 82,11,15 inches
Row 83,11,15 inches
Row 84,13,15 inches
Row 85,13,15 inches
Row 86,14,15 inches
Row 87,15,15 inches
Row 88,14,15 inches
Row 89,10,10 inches
Row 90,6,10 inches
Row 91,10,10 inches
Row 92,10,10 inches
Row 93,14,15 inches
Row 94,9,10 inches
Row 95,7,10 inches
Row 96,6,10 inches
Row 97,10,10 inches
Row 98,10,10 inches
Row 99,5,5 inches
Row 100,8,10 inches
Row 101,14,15 inches
Row 102,11,15 inches
Row 103,13,15 inches
Row 104,12,15 inches
Row 105,5,5 inches
Row 106,12,15 inches
Row 107,10,10 inches
Row 108,8,10 inches
Row 109,9,10 inches
Row 110,15,15 inches
Row 111,7,10 inches
Row 112,8,10 inches
Row 113,13,15 inches
Row 114,13,15 inches
Row 115,10,10 inches
Row 116,12,15 inches
Row 117,5,5 inches
