Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,13,15 inches
Row 3,14,15 inches
Row 4,11,15 inches
Row 5,9,10 inches
Row 6,13,15 inches
Row 7,9,10 inches
Row 8,5,5 inches
Row 9,10,10 inches
Row 10,13,15 inches
Row 11,10,10 inches
Row 12,5,5 inches
Row 13,13,15 inches
Row 14,5,5 inches
Row 15,7,10 inches
Row 16,11,15 inches
Row 17,12,15 inches
Row 18,6,10 inches
Row 19,5,5 inches
Row 20,14,15 inches
Row 21,13,15 inches
Row 22,9,10 inches
Row 23,5,5 inches
Row 24,10,10 inches
Row 25,10,10 inches
Row 26,8,10 inches
Row 27,13,15 inches
Row 28,6,10 inches
Row 29,12,15 inches
Row 30,6,10 inches
Row 31,15,15 inches
Row 32,6,10 inches
Row 33,7,10 inches
Row 34,11,15 inches
Row 35,10,10 inches
Row 36,10,10 inches
Row 37,13,15 inches
Row 38,13,15 inches
Row 39,8,10 inches
Row 40,6,10 inches
Row 41,12,15 inches
Row 42,7,10 inches
Row 43,7,10 inches
Row 44,6,10 inches
Row 45,12,15 inches
Row 46,10,10 inches
Row 47,9,10 inches
Row 48,15,15 inches
Row 49,14,15 inches
Row 50,13,15 inches
Row 51,11,15 inches
Row 52,6,10 inches
Row 53,9,10 inches
Row 54,11,15 inches
Row 55,12,15 inches
Row 56,15,15 inches
Row 57,15,15 inches
Row 58,11,15 inches
Row 59,5,5 inches
Row 60,13,15 inches
Row 61,14,15 inches
Row 62,12,15 inches
Row 63,8,10 inches
Row 64,9,10 inches
Row 65,9,10 inches
Row 66,15,15 inches
Row 67,6,10 inches
Row 68,7,10 inches
Row 69,7,10 inches
Row 70,12,15 inches
Row 71,6,10 inches
Row 72,7,10 inches
Row 73,8,10 inches
Row 74,5,5 inches
Row 75,15,15 inches
Row 76,9,10 inches
Row 77,7,10 inches
Row 78,14,15 inches
Row 79,13,15 inches
Row 80,7,10 inches
Row 81,11,15 inches
Row 82,14,15 inches
Row 83,10,10 inches
Row 84,11,15 inches
Row 85,13,15 inches
Row 86,14,15 inches
Row 87,15,15 inches
Row 88,7,10 inches
Row 89,14,15 inches
Row 90,13,15 inches
Row 91,10,10 inches
Row 92,15,15 inches
Row 93,11,15 inches
Row 94,9,10 inches
Row 95,13,15 inches
Row 96,12,15 inches
Row 97,15,15 inches
Row 98,6,10 inches
Row 99,14,15 inches
Row 100,14,15 inches
Row 101,7,10 inches
Row 102,7,10 inches
Row 103,13,15 inches
Row 104,13,15 inches
Row 105,5,5 inches
Row 106,15,15 inches
Row 107,9,10 inches
Row 108,15,15 inches
Row 109,11,15 inches
Row 110,9,10 inches
Row 111,12,15 inches
Row 112,9,10 inches
Row 113,7,10 inches
Row 114,6,10 inches
Row 115,10,10 inches
Row 116,9,10 inches
Row 117,14,15 inches
Row 118,11,15 inches
Row 119,9,10 inches
Row 120,13,15 inches
Row 121,12,15 inches
Row 122,12,15 inches
Row 123,6,10 inches
Row 124,10,10 inches
Row 125,7,10 inches
Row 126,6,10 inches
Row 127,9,10 inches
Row 128,5,5 inches
Row 129,7,10 inches
Row 130,9,10 inches
Row 131,8,10 inches
Row 132,14,15 inches
Row 133,14,15 inches
Row 134,8,10 inches
Row 135,11,15 inches
Row 136,7,10 inches
Row 137,14,15 inches
Row 138,11,15 inches
Row 139,6,10 inches
Row 140,6,10 inches
Row 141,14,15 inches
Row 142,8,10 inches
Row 143,5,5 inches
Row 144,13,15 inches
Row 145,11,15 inches
Row 146,12,15 inches
Row 147,13,15 inches
Row 148,9,10 inches
Row 149,13,15 inches
Row 150,13,15 inches
Row 151,14,15 inches
Row 152,8,10 inches
Row 153,10,10 inches
Row 154,11,15 inches
Row 155,9,10 inches
Row 156,7,10 inches
Row 157,11,15 inches
Row 158,9,10 inches
Row 159,8,10 inches
Row 160,11,15 inches
Row 161,9,10 inches
Row 162,7,10 inches
Row 163,8,10 inches
Row 164,13,15 inches
Row 165,6,10 inches
Row 166,9,10 inches
Row 167,15,15 inches
Row 168,15,15 inches
Row 169,13,15 inches
Row 170,14,15 inches
Row 171,6,10 inches
Row 172,15,15 inches
