Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,8,10 inches
Row 3,10,10 inches
Row 4,15,15 inches
Row 5,5,5 inches
Row 6,5,5 inches
Row 7,13,15 inches
Row 8,9,10 inches
Row 9,10,10 inches
Row 10,11,15 inches
Row 11,8,10 inches
Row 12,15,15 inches
Row 13,13,15 inches
Row 14,12,15 inches
Row 15,7,10 inches
Row 16,15,15 inches
Row 17,5,5 inches
Row 18,15,15 inches
Row 19,14,15 inches
Row 20,12,15 inches
Row 21,12,15 inches
Row 22,5,5 inches
Row 23,9,10 inches
Row 24,14,15 inches
Row 25,15,15 inches
Row 26,12,15 inches
Row 27,13,15 inches
Row 28,9,10 inches
Row 29,10,10 inches
Row 30,8,10 inches
Row 31,7,10 inches
Row 32,11,15 inches
Row 33,8,10 inches
Row 34,7,10 inches
Row 35,13,15 inches
Row 36,15,15 inches
Row 37,15,15 inches
Row 38,6,10 inches
Row 39,10,10 inches
Row 40,9,10 inches
Row 41,5,5 inches
Row 42,11,15 inches
Row 43,10,10 inches
Row 44,10,10 inches
Row 45,8,10 inches
Row 46,10,10 inches
Row 47,8,10 inches
Row 48,8,10 inches
Row 49,8,10 inches
Row 50,10,10 inches
Row 51,8,10 inches
Row 52,12,15 inches
Row 53,14,15 inches
Row 54,15,15 inches
Row 55,11,15 inches
Row 56,9,10 inches
Row 57,13,15 inches
Row 58,10,10 inches
Row 59,6,10 inches
Row 60,10,10 inches
Row 61,13,15 inches
Row 62,8,10 inches
Row 63,9,10 inches
Row 64,14,15 inches
Row 65,7,10 inches
Row 66,12,15 inches
Row 67,13,15 inches
Row 68,15,15 inches
Row 69,6,10 inches
Row 70,6,10 inches
Row 71,6,10 inches
Row 72,6,10 inches
Row 73,5,5 inches
Row 74,15,15 inches
Row 75,8,10 inches
Row 76,11,15 inches
Row 77,11,15 inches
Row 78,14,15 inches
Row 79,11,15 inches
Row 80,14,15 inches
Row 81,10,10 inches
Row 82,7,10 inches
Row 83,12,15 inches
Row 84,5,5 inches
Row 85,12,15 inches
Row 86,8,10 inches
Row 87,11,15 inches
Row 88,12,15 inches
Row 89,13,15 inches
Row 90,12,15 inches
Row 91,8,10 inches
Row 92,12,15 inches
Row 93,14,15 inches
Row 94,12,15 inches
Row 95,9,10 inches
Row 96,15,15 inches
Row 97,6,10 inches
Row 98,8,10 inches
Row 99,10,10 inches
Row 100,12,15 inches
Row 101,10,10 inches
Row 102,8,10 inches
Row 103,9,10 inches
Row 104,12,15 inches
Row 105,5,5 inches
Row 106,9,10 inches
Row 107,10,10 inches
Row 108,15,15 inches
Row 109,6,10 inches
Row 110,10,10 inches
Row 111,12,15 inches
Row 112,14,15 inches
Row 113,9,10 inches
Row 114,14,15 inches
Row 115,5,5 inches
Row 116,8,10 inches
Row 117,9,10 inches
Row 118,12,15 inches
Row 119,9,10 inches
Row 120,13,15 inches
Row 121,9,10 inches
Row 122,6,10 inches
Row 123,14,15 inches
Row 124,10,10 inches
Row 125,12,15 inches
Row 126,6,10 inches
Row 127,15,15 inches
Row 128,14,15 inches
Row 129,9,10 inches
Row 130,8,10 inches
Row 131,12,15 inches
Row 132,5,5 inches
Row 133,6,10 inches
Row 134,7,10 inches
Row 135,6,10 inches
Row 136,12,15 inches
Row 137,13,15 inches
Row 138,13,15 inches
Row 139,11,15 inches
Row 140,6,10 inches
Row 141,6,10 inches
Row 142,13,15 inches
Row 143,8,10 inches
Row 144,15,15 inches
Row 145,6,10 inches
Row 146,14,15 inches
Row 147,13,15 inches
Row 148,12,15 inches
Row 149,12,15 inches
Row 150,9,10 inches
Row 151,10,10 inches
Row 152,8,10 inches
Row 153,7,10 inches
Row 154,6,10 inches
Row 155,9,10 inches
Row 156,15,15 inches
Row 157,15,15 inches
Row 158,13,15 inches
Row 159,6,10 inches
Row 160,10,10 inches
Row 161,9,10 inches
Row 162,11,15 inches
Row 163,12,15 inches
Row 164,10,10 inches
Row 165,11,15 inches
Row 166,13,15 inches
Row 167,7,10 inches
Row 168,13,15 inches
Row 169,6,10 inches
Row 170,10,10 inches
Row 171,6,10 inches
Row 172,9,10 inches
Row 173,15,15 inches
Row 174,12,15 inches
Row 175,8,10 inches
Row 176,14,15 inches
Row 177,8,10 inches
Row 178,5,5 inches
Row 179,15,15 inches
Row 180,5,5 inches
Row 181,12,15 inches
Row 182,5,5 inches
Row 183,5,5 inches
Row 184,6,10 inches
Row 185,15,15 inches
Row 186,7,10 inches
Row 187,10,10 inches
Row 188,14,15 inches
Row 189,11,15 inches
Row 190,11,15 inches
Row 191,9,10 inches
Row 192,15,15 inches
