Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,11,15 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,14,15 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,12,15 inches,15 inches
Row 10,7,10 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,9,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,8,10 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,15,15 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,9,10 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,6,10 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,9,10 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,5,5 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,11,15 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,10,10 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,8,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,14,15 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,12,15 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,6,10 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,10,10 inches,15 inches
Row 58,14,15 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,10,10 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,14,15 inches,15 inches
Row 67,15,15 inches,15 inches
Row 68,9,10 inches,15 inches
Row 69,10,10 inches,15 inches
Row 70,11,15 inches,15 inches
Row 71,10,10 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,12,15 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,5,5 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,10,10 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,7,10 inches,15 inches
Row 83,7,10 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,13,15 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,11,15 inches,15 inches
Row 91,11,15 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,6,10 inches,15 inches
Row 95,9,10 inches,15 inches
Row 96,11,15 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,15,15 inches,15 inches
Row 102,9,10 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,10,10 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,12,15 inches,15 inches
Row 107,11,15 inches,15 inches
Row 108,6,10 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,8,10 inches,15 inches
Row 112,10,10 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,6,10 inches,15 inches
Row 115,8,10 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,13,15 inches,15 inches
Row 118,8,10 inches,15 inches
