Row,Number of Houses,Pipe Size,pipe_size
Row 1,13,15 inches,15 inches
Row 2,14,15 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,8,10 inches,15 inches
Row 9,10,10 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,5,5 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,5,5 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,10,10 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,6,10 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,15,15 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,6,10 inches,15 inches
Row 40,6,10 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,15,15 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,12,15 inches,15 inches
Row 54,8,10 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,6,10 inches,15 inches
Row 57,11,15 inches,15 inches
Row 58,11,15 inches,15 inches
Row 59,12,15 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,15,15 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,6,10 inches,15 inches
Row 64,5,5 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,9,10 inches,15 inches
Row 69,6,10 inches,15 inches
Row 70,11,15 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,12,15 inches,15 inches
Row 73,13,15 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,14,15 inches,15 inches
Row 76,10,10 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,15,15 inches,15 inches
Row 79,7,10 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,5,5 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,8,10 inches,15 inches
Row 89,5,5 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,5,5 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,8,10 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,6,10 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,15,15 inches,15 inches
Row 106,15,15 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,6,10 inches,15 inches
Row 109,14,15 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,15,15 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,9,10 inches,15 inches
Row 115,14,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,15,15 inches,15 inches
Row 118,10,10 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,13,15 inches,15 inches
Row 121,12,15 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,10,10 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,13,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,8,10 inches,15 inches
Row 129,10,10 inches,15 inches
Row 130,8,10 inches,15 inches
Row 131,9,10 inches,15 inches
Row 132,9,10 inches,15 inches
Row 133,8,10 inches,15 inches
Row 134,8,10 inches,15 inches
Row 135,7,10 inches,15 inches
Row 136,6,10 inches,15 inches
Row 137,13,15 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,8,10 inches,15 inches
Row 140,15,15 inches,15 inches
Row 141,6,10 inches,15 inches
Row 142,7,10 inches,15 inches
Row 143,5,5 inches,15 inches
Row 144,8,10 inches,15 inches
Row 145,6,10 inches,15 inches
Row 146,12,15 inches,15 inches
Row 147,5,5 inches,15 inches
Row 148,12,15 inches,15 inches
Row 149,8,10 inches,15 inches
