Row,Number of Houses,Pipe Size
Row 1,10,10 inches
Row 2,7,10 inches
Row 3,10,10 inches
Row 4,12,15 inches
Row 5,9,10 inches
Row 6,6,10 inches
Row 7,8,10 inches
Row 8,12,15 inches
Row 9,6,10 inches
Row 10,7,10 inches
Row 11,10,10 inches
Row 12,5,5 inches
Row 13,9,10 inches
Row 14,15,15 inches
Row 15,15,15 inches
Row 16,7,10 inches
Row 17,14,15 inches
Row 18,13,15 inches
Row 19,9,10 inches
Row 20,7,10 inches
Row 21,15,15 inches
Row 22,9,10 inches
Row 23,7,10 inches
Row 24,8,10 inches
Row 25,14,15 inches
Row 26,9,10 inches
Row 27,15,15 inches
Row 28,11,15 inches
Row 29,15,15 inches
Row 30,13,15 inches
Row 31,7,10 inches
Row 32,15,15 inches
Row 33,9,10 inches
Row 34,11,15 inches
Row 35,13,15 inches
Row 36,5,5 inches
Row 37,7,10 inches
Row 38,14,15 inches
Row 39,14,15 inches
Row 40,8,10 inches
Row 41,8,10 inches
Row 42,12,15 inches
Row 43,11,15 inches
Row 44,7,10 inches
Row 45,6,10 inches
Row 46,6,10 inches
Row 47,15,15 inches
Row 48,8,10 inches
Row 49,13,15 inches
Row 50,12,15 inches
Row 51,12,15 inches
Row 52,15,15 inches
Row 53,12,15 inches
Row 54,5,5 inches
Row 55,11,15 inches
Row 56,7,10 inches
Row 57,8,10 inches
Row 58,10,10 inches
Row 59,15,15 inches
Row 60,9,10 inches
Row 61,15,15 inches
Row 62,15,15 inches
Row 63,10,10 inches
Row 64,9,10 inches
Row 65,10,10 inches
Row 66,8,10 inches
Row 67,15,15 inches
Row 68,13,15 inches
Row 69,11,15 inches
Row 70,14,15 inches
Row 71,13,15 inches
Row 72,10,10 inches
Row 73,14,15 inches
Row 74,10,10 inches
Row 75,11,15 inches
Row 76,9,10 inches
Row 77,14,15 inches
Row 78,7,10 inches
Row 79,10,10 inches
Row 80,5,5 inches
Row 81,12,15 inches
Row 82,14,15 inches
Row 83,10,10 inches
Row 84,14,15 inches
Row 85,7,10 inches
Row 86,11,15 inches
Row 87,9,10 inches
Row 88,9,10 inches
Row 89,6,10 inches
Row 90,5,5 inches
Row 91,5,5 inches
Row 92,11,15 inches
Row 93,7,10 inches
Row 94,13,15 inches
Row 95,14,15 inches
Row 96,9,10 inches
Row 97,6,10 inches
Row 98,7,10 inches
Row 99,9,10 inches
Row 100,13,15 inches
Row 101,14,15 inches
Row 102,14,15 inches
Row 103,9,10 inches
Row 104,15,15 inches
Row 105,11,15 inches
Row 106,9,10 inches
Row 107,9,10 inches
Row 108,11,15 inches
Row 109,14,15 inches
Row 110,8,10 inches
Row 111,15,15 inches
Row 112,12,15 inches
Row 113,8,10 inches
Row 114,12,15 inches
Row 115,8,10 inches
Row 116,11,15 inches
Row 117,12,15 inches
Row 118,8,10 inches
Row 119,15,15 inches
Row 120,5,5 inches
Row 121,11,15 inches
Row 122,5,5 inches
Row 123,9,10 inches
Row 124,12,15 inches
Row 125,6,10 inches
Row 126,12,15 inches
Row 127,7,10 inches
Row 128,12,15 inches
Row 129,11,15 inches
Row 130,5,5 inches
