Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,12,15 inches
Row 3,12,15 inches
Row 4,11,15 inches
Row 5,7,10 inches
Row 6,13,15 inches
Row 7,15,15 inches
Row 8,6,10 inches
Row 9,11,15 inches
Row 10,8,10 inches
Row 11,10,10 inches
Row 12,5,5 inches
Row 13,8,10 inches
Row 14,8,10 inches
Row 15,7,10 inches
Row 16,7,10 inches
Row 17,14,15 inches
Row 18,11,15 inches
Row 19,15,15 inches
Row 20,14,15 inches
Row 21,13,15 inches
Row 22,5,5 inches
Row 23,11,15 inches
Row 24,9,10 inches
Row 25,6,10 inches
Row 26,12,15 inches
Row 27,11,15 inches
Row 28,14,15 inches
Row 29,13,15 inches
Row 30,6,10 inches
Row 31,9,10 inches
Row 32,12,15 inches
Row 33,9,10 inches
Row 34,9,10 inches
Row 35,6,10 inches
Row 36,13,15 inches
Row 37,9,10 inches
Row 38,5,5 inches
Row 39,15,15 inches
Row 40,13,15 inches
Row 41,9,10 inches
Row 42,12,15 inches
Row 43,8,10 inches
Row 44,13,15 inches
Row 45,12,15 inches
Row 46,10,10 inches
Row 47,14,15 inches
Row 48,8,10 inches
Row 49,15,15 inches
Row 50,13,15 inches
Row 51,14,15 inches
Row 52,10,10 inches
Row 53,15,15 inches
Row 54,14,15 inches
Row 55,5,5 inches
Row 56,6,10 inches
Row 57,7,10 inches
Row 58,12,15 inches
Row 59,15,15 inches
Row 60,10,10 inches
Row 61,7,10 inches
Row 62,14,15 inches
Row 63,8,10 inches
Row 64,9,10 inches
Row 65,8,10 inches
Row 66,8,10 inches
Row 67,9,10 inches
Row 68,10,10 inches
Row 69,14,15 inches
Row 70,6,10 inches
Row 71,6,10 inches
Row 72,6,10 inches
Row 73,12,15 inches
Row 74,5,5 inches
Row 75,10,10 inches
Row 76,6,10 inches
Row 77,8,10 inches
Row 78,7,10 inches
Row 79,14,15 inches
Row 80,6,10 inches
Row 81,7,10 inches
Row 82,14,15 inches
Row 83,11,15 inches
Row 84,12,15 inches
Row 85,8,10 inches
Row 86,6,10 inches
Row 87,14,15 inches
Row 88,5,5 inches
Row 89,9,10 inches
Row 90,5,5 inches
Row 91,12,15 inches
Row 92,5,5 inches
Row 93,8,10 inches
Row 94,9,10 inches
Row 95,8,10 inches
Row 96,15,15 inches
Row 97,14,15 inches
Row 98,12,15 inches
Row 99,8,10 inches
Row 100,10,10 inches
Row 101,5,5 inches
Row 102,6,10 inches
Row 103,13,15 inches
Row 104,13,15 inches
Row 105,12,15 inches
Row 106,9,10 inches
Row 107,14,15 inches
Row 108,15,15 inches
Row 109,8,10 inches
Row 110,14,15 inches
Row 111,11,15 inches
Row 112,10,10 inches
Row 113,14,15 inches
Row 114,11,15 inches
Row 115,11,15 inches
Row 116,15,15 inches
Row 117,11,15 inches
Row 118,8,10 inches
Row 119,15,15 inches
Row 120,15,15 inches
Row 121,8,10 inches
Row 122,14,15 inches
Row 123,9,10 inches
Row 124,9,10 inches
Row 125,8,10 inches
Row 126,11,15 inches
Row 127,14,15 inches
Row 128,11,15 inches
Row 129,12,15 inches
Row 130,13,15 inches
Row 131,8,10 inches
Row 132,11,15 inches
Row 133,10,10 inches
Row 134,5,5 inches
Row 135,9,10 inches
Row 136,15,15 inches
Row 137,12,15 inches
Row 138,9,10 inches
Row 139,9,10 inches
Row 140,8,10 inches
Row 141,14,15 inches
Row 142,11,15 inches
Row 143,5,5 inches
Row 144,6,10 inches
Row 145,14,15 inches
Row 146,11,15 inches
Row 147,11,15 inches
Row 148,12,15 inches
Row 149,12,15 inches
Row 150,6,10 inches
Row 151,10,10 inches
Row 152,13,15 inches
Row 153,15,15 inches
Row 154,5,5 inches
Row 155,7,10 inches
Row 156,13,15 inches
Row 157,15,15 inches
