Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,7,10 inches
Row 3,13,15 inches
Row 4,15,15 inches
Row 5,13,15 inches
Row 6,8,10 inches
Row 7,11,15 inches
Row 8,7,10 inches
Row 9,6,10 inches
Row 10,15,15 inches
Row 11,12,15 inches
Row 12,11,15 inches
Row 13,8,10 inches
Row 14,10,10 inches
Row 15,11,15 inches
Row 16,14,15 inches
Row 17,7,10 inches
Row 18,13,15 inches
Row 19,14,15 inches
Row 20,9,10 inches
Row 21,12,15 inches
Row 22,5,5 inches
Row 23,8,10 inches
Row 24,5,5 inches
Row 25,9,10 inches
Row 26,9,10 inches
Row 27,8,10 inches
Row 28,14,15 inches
Row 29,13,15 inches
Row 30,7,10 inches
Row 31,15,15 inches
Row 32,9,10 inches
Row 33,12,15 inches
Row 34,6,10 inches
Row 35,14,15 inches
Row 36,10,10 inches
Row 37,13,15 inches
Row 38,15,15 inches
Row 39,14,15 inches
Row 40,9,10 inches
Row 41,13,15 inches
Row 42,7,10 inches
Row 43,5,5 inches
Row 44,9,10 inches
Row 45,6,10 inches
Row 46,5,5 inches
Row 47,7,10 inches
Row 48,5,5 inches
Row 49,14,15 inches
Row 50,9,10 inches
Row 51,9,10 inches
Row 52,10,10 inches
Row 53,8,10 inches
Row 54,11,15 inches
Row 55,8,10 inches
Row 56,10,10 inches
Row 57,14,15 inches
Row 58,12,15 inches
Row 59,8,10 inches
Row 60,12,15 inches
Row 61,12,15 inches
Row 62,12,15 inches
Row 63,10,10 inches
Row 64,13,15 inches
Row 65,15,15 inches
Row 66,15,15 inches
Row 67,6,10 inches
Row 68,5,5 inches
Row 69,8,10 inches
Row 70,5,5 inches
Row 71,14,15 inches
Row 72,7,10 inches
Row 73,8,10 inches
Row 74,11,15 inches
Row 75,8,10 inches
Row 76,12,15 inches
Row 77,10,10 inches
Row 78,11,15 inches
Row 79,11,15 inches
Row 80,9,10 inches
Row 81,12,15 inches
Row 82,5,5 inches
Row 83,12,15 inches
Row 84,11,15 inches
Row 85,7,10 inches
Row 86,8,10 inches
Row 87,12,15 inches
Row 88,11,15 inches
Row 89,5,5 inches
Row 90,14,15 inches
Row 91,11,15 inches
Row 92,11,15 inches
Row 93,12,15 inches
Row 94,15,15 inches
Row 95,8,10 inches
Row 96,8,10 inches
Row 97,11,15 inches
Row 98,11,15 inches
Row 99,6,10 inches
Row 100,8,10 inches
Row 101,12,15 inches
Row 102,7,10 inches
Row 103,13,15 inches
Row 104,13,15 inches
Row 105,6,10 inches
Row 106,11,15 inches
Row 107,9,10 inches
Row 108,11,15 inches
Row 109,9,10 inches
Row 110,15,15 inches
Row 111,8,10 inches
Row 112,12,15 inches
Row 113,6,10 inches
Row 114,8,10 inches
Row 115,11,15 inches
Row 116,13,15 inches
Row 117,10,10 inches
Row 118,15,15 inches
Row 119,12,15 inches
Row 120,6,10 inches
Row 121,10,10 inches
Row 122,15,15 inches
Row 123,10,10 inches
Row 124,5,5 inches
Row 125,15,15 inches
Row 126,7,10 inches
Row 127,13,15 inches
Row 128,14,15 inches
Row 129,7,10 inches
Row 130,14,15 inches
Row 131,11,15 inches
Row 132,7,10 inches
Row 133,12,15 inches
Row 134,14,15 inches
Row 135,5,5 inches
Row 136,11,15 inches
Row 137,9,10 inches
Row 138,15,15 inches
Row 139,14,15 inches
Row 140,10,10 inches
Row 141,6,10 inches
Row 142,11,15 inches
Row 143,12,15 inches
Row 144,15,15 inches
Row 145,7,10 inches
Row 146,7,10 inches
Row 147,15,15 inches
Row 148,6,10 inches
Row 149,12,15 inches
Row 150,14,15 inches
Row 151,10,10 inches
Row 152,14,15 inches
Row 153,6,10 inches
Row 154,12,15 inches
Row 155,9,10 inches
Row 156,5,5 inches
Row 157,7,10 inches
Row 158,14,15 inches
Row 159,10,10 inches
Row 160,13,15 inches
Row 161,12,15 inches
Row 162,5,5 inches
Row 163,13,15 inches
Row 164,6,10 inches
Row 165,5,5 inches
Row 166,15,15 inches
Row 167,6,10 inches
Row 168,10,10 inches
