Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,14,15 inches
Row 3,15,15 inches
Row 4,9,10 inches
Row 5,10,10 inches
Row 6,14,15 inches
Row 7,5,5 inches
Row 8,9,10 inches
Row 9,10,10 inches
Row 10,5,5 inches
Row 11,10,10 inches
Row 12,7,10 inches
Row 13,7,10 inches
Row 14,11,15 inches
Row 15,7,10 inches
Row 16,8,10 inches
Row 17,5,5 inches
Row 18,8,10 inches
Row 19,6,10 inches
Row 20,6,10 inches
Row 21,10,10 inches
Row 22,15,15 inches
Row 23,15,15 inches
Row 24,7,10 inches
Row 25,12,15 inches
Row 26,9,10 inches
Row 27,13,15 inches
Row 28,7,10 inches
Row 29,13,15 inches
Row 30,9,10 inches
Row 31,9,10 inches
Row 32,14,15 inches
Row 33,15,15 inches
Row 34,12,15 inches
Row 35,9,10 inches
Row 36,15,15 inches
Row 37,15,15 inches
Row 38,13,15 inches
Row 39,11,15 inches
Row 40,9,10 inches
Row 41,11,15 inches
Row 42,12,15 inches
Row 43,15,15 inches
Row 44,15,15 inches
Row 45,8,10 inches
Row 46,6,10 inches
Row 47,13,15 inches
Row 48,8,10 inches
Row 49,9,10 inches
Row 50,8,10 inches
Row 51,12,15 inches
Row 52,8,10 inches
Row 53,13,15 inches
Row 54,5,5 inches
Row 55,7,10 inches
Row 56,7,10 inches
Row 57,5,5 inches
Row 58,7,10 inches
Row 59,14,15 inches
Row 60,5,5 inches
Row 61,12,15 inches
Row 62,11,15 inches
Row 63,11,15 inches
Row 64,5,5 inches
Row 65,5,5 inches
Row 66,10,10 inches
Row 67,7,10 inches
Row 68,9,10 inches
Row 69,10,10 inches
Row 70,13,15 inches
Row 71,9,10 inches
Row 72,14,15 inches
Row 73,12,15 inches
Row 74,7,10 inches
Row 75,10,10 inches
Row 76,11,15 inches
Row 77,12,15 inches
Row 78,14,15 inches
Row 79,9,10 inches
Row 80,9,10 inches
Row 81,9,10 inches
Row 82,8,10 inches
Row 83,13,15 inches
Row 84,14,15 inches
Row 85,13,15 inches
Row 86,12,15 inches
Row 87,12,15 inches
Row 88,5,5 inches
Row 89,7,10 inches
Row 90,9,10 inches
Row 91,15,15 inches
Row 92,15,15 inches
Row 93,5,5 inches
Row 94,5,5 inches
Row 95,14,15 inches
Row 96,14,15 inches
Row 97,8,10 inches
Row 98,8,10 inches
Row 99,7,10 inches
Row 100,6,10 inches
Row 101,7,10 inches
Row 102,14,15 inches
Row 103,11,15 inches
