Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,11,15 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,7,10 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,11,15 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,6,10 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,10,10 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,9,10 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,6,10 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,9,10 inches,15 inches
Row 24,12,15 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,10,10 inches,15 inches
Row 33,14,15 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,12,15 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,9,10 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,8,10 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,9,10 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,7,10 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,12,15 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,9,10 inches,15 inches
Row 56,5,5 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,12,15 inches,15 inches
Row 64,13,15 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,13,15 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,14,15 inches,15 inches
Row 73,7,10 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,13,15 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,13,15 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,15,15 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,12,15 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,14,15 inches,15 inches
Row 98,11,15 inches,15 inches
Row 99,11,15 inches,15 inches
Row 100,13,15 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,14,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,6,10 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,15,15 inches,15 inches
Row 108,12,15 inches,15 inches
Row 109,6,10 inches,15 inches
Row 110,8,10 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,10,10 inches,15 inches
Row 113,11,15 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,6,10 inches,15 inches
Row 116,15,15 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,10,10 inches,15 inches
Row 120,7,10 inches,15 inches
Row 121,12,15 inches,15 inches
Row 122,12,15 inches,15 inches
Row 123,9,10 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,10,10 inches,15 inches
Row 126,10,10 inches,15 inches
Row 127,11,15 inches,15 inches
Row 128,5,5 inches,15 inches
Row 129,14,15 inches,15 inches
Row 130,9,10 inches,15 inches
Row 131,8,10 inches,15 inches
Row 132,12,15 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,5,5 inches,15 inches
Row 135,9,10 inches,15 inches
Row 136,12,15 inches,15 inches
Row 137,8,10 inches,15 inches
Row 138,12,15 inches,15 inches
Row 139,13,15 inches,15 inches
Row 140,6,10 inches,15 inches
Row 141,12,15 inches,15 inches
Row 142,12,15 inches,15 inches
Row 143,12,15 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,15,15 inches,15 inches
Row 146,7,10 inches,15 inches
Row 147,9,10 inches,15 inches
Row 148,14,15 inches,15 inches
