Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,13,15 inches
Row 3,8,10 inches
Row 4,13,15 inches
Row 5,9,10 inches
Row 6,14,15 inches
Row 7,12,15 inches
Row 8,12,15 inches
Row 9,7,10 inches
Row 10,14,15 inches
Row 11,11,15 inches
Row 12,11,15 inches
Row 13,5,5 inches
Row 14,12,15 inches
Row 15,5,5 inches
Row 16,9,10 inches
Row 17,12,15 inches
Row 18,11,15 inches
Row 19,11,15 inches
Row 20,15,15 inches
Row 21,15,15 inches
Row 22,8,10 inches
Row 23,7,10 inches
Row 24,15,15 inches
Row 25,13,15 inches
Row 26,7,10 inches
Row 27,6,10 inches
Row 28,10,10 inches
Row 29,12,15 inches
Row 30,13,15 inches
Row 31,13,15 inches
Row 32,11,15 inches
Row 33,5,5 inches
Row 34,15,15 inches
Row 35,7,10 inches
Row 36,8,10 inches
Row 37,12,15 inches
Row 38,9,10 inches
Row 39,11,15 inches
Row 40,6,10 inches
Row 41,6,10 inches
Row 42,6,10 inches
Row 43,9,10 inches
Row 44,9,10 inches
Row 45,7,10 inches
Row 46,14,15 inches
Row 47,14,15 inches
Row 48,10,10 inches
Row 49,5,5 inches
Row 50,11,15 inches
Row 51,7,10 inches
Row 52,10,10 inches
Row 53,6,10 inches
Row 54,10,10 inches
Row 55,5,5 inches
Row 56,12,15 inches
Row 57,14,15 inches
Row 58,9,10 inches
Row 59,10,10 inches
Row 60,14,15 inches
Row 61,9,10 inches
Row 62,5,5 inches
Row 63,9,10 inches
Row 64,13,15 inches
Row 65,15,15 inches
Row 66,11,15 inches
Row 67,6,10 inches
Row 68,5,5 inches
Row 69,5,5 inches
Row 70,7,10 inches
Row 71,11,15 inches
Row 72,13,15 inches
Row 73,9,10 inches
Row 74,12,15 inches
Row 75,10,10 inches
Row 76,15,15 inches
Row 77,14,15 inches
Row 78,11,15 inches
Row 79,15,15 inches
Row 80,11,15 inches
Row 81,5,5 inches
Row 82,10,10 inches
Row 83,15,15 inches
Row 84,13,15 inches
Row 85,8,10 inches
Row 86,11,15 inches
Row 87,9,10 inches
Row 88,7,10 inches
Row 89,8,10 inches
Row 90,11,15 inches
Row 91,11,15 inches
Row 92,11,15 inches
Row 93,13,15 inches
Row 94,12,15 inches
Row 95,13,15 inches
Row 96,11,15 inches
Row 97,8,10 inches
Row 98,15,15 inches
Row 99,15,15 inches
Row 100,5,5 inches
Row 101,12,15 inches
Row 102,7,10 inches
Row 103,7,10 inches
Row 104,14,15 inches
Row 105,13,15 inches
Row 106,15,15 inches
Row 107,15,15 inches
Row 108,5,5 inches
Row 109,7,10 inches
Row 110,12,15 inches
Row 111,6,10 inches
Row 112,8,10 inches
Row 113,7,10 inches
Row 114,11,15 inches
Row 115,8,10 inches
Row 116,11,15 inches
Row 117,15,15 inches
Row 118,7,10 inches
Row 119,12,15 inches
Row 120,7,10 inches
Row 121,13,15 inches
Row 122,9,10 inches
Row 123,5,5 inches
Row 124,10,10 inches
Row 125,8,10 inches
Row 126,6,10 inches
Row 127,13,15 inches
Row 128,14,15 inches
Row 129,6,10 inches
Row 130,9,10 inches
Row 131,8,10 inches
Row 132,15,15 inches
Row 133,6,10 inches
Row 134,8,10 inches
Row 135,5,5 inches
Row 136,12,15 inches
Row 137,10,10 inches
Row 138,11,15 inches
Row 139,12,15 inches
Row 140,14,15 inches
Row 141,9,10 inches
Row 142,9,10 inches
Row 143,13,15 inches
Row 144,8,10 inches
Row 145,5,5 inches
Row 146,10,10 inches
Row 147,5,5 inches
Row 148,8,10 inches
Row 149,10,10 inches
Row 150,8,10 inches
Row 151,14,15 inches
Row 152,14,15 inches
Row 153,13,15 inches
Row 154,14,15 inches
Row 155,10,10 inches
Row 156,14,15 inches
Row 157,14,15 inches
Row 158,10,10 inches
Row 159,5,5 inches
Row 160,5,5 inches
Row 161,6,10 inches
Row 162,7,10 inches
Row 163,14,15 inches
Row 164,6,10 inches
Row 165,8,10 inches
Row 166,12,15 inches
Row 167,14,15 inches
Row 168,12,15 inches
Row 169,10,10 inches
Row 170,15,15 inches
Row 171,11,15 inches
Row 172,13,15 inches
Row 173,13,15 inches
Row 174,14,15 inches
Row 175,10,10 inches
Row 176,5,5 inches
