Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,14,15 inches,15 inches
Row 3,5,5 inches,15 inches
Row 4,10,10 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,13,15 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,5,5 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,11,15 inches,15 inches
Row 12,14,15 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,8,10 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,7,10 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,5,5 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,15,15 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,9,10 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,9,10 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,11,15 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,8,10 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,7,10 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,11,15 inches,15 inches
Row 51,12,15 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,12,15 inches,15 inches
Row 54,9,10 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,15,15 inches,15 inches
Row 64,11,15 inches,15 inches
Row 65,15,15 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,6,10 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,11,15 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,13,15 inches,15 inches
Row 72,13,15 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,13,15 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,8,10 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,6,10 inches,15 inches
Row 79,7,10 inches,15 inches
Row 80,11,15 inches,15 inches
Row 81,14,15 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,12,15 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,15,15 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,11,15 inches,15 inches
Row 99,7,10 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,13,15 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,12,15 inches,15 inches
Row 105,7,10 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,15,15 inches,15 inches
Row 108,15,15 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,10,10 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,5,5 inches,15 inches
Row 115,10,10 inches,15 inches
Row 116,8,10 inches,15 inches
Row 117,15,15 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,9,10 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,14,15 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,7,10 inches,15 inches
Row 127,15,15 inches,15 inches
Row 128,15,15 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,8,10 inches,15 inches
Row 131,6,10 inches,15 inches
Row 132,5,5 inches,15 inches
Row 133,11,15 inches,15 inches
Row 134,8,10 inches,15 inches
Row 135,11,15 inches,15 inches
Row 136,11,15 inches,15 inches
Row 137,11,15 inches,15 inches
Row 138,9,10 inches,15 inches
Row 139,10,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,13,15 inches,15 inches
Row 142,11,15 inches,15 inches
Row 143,15,15 inches,15 inches
Row 144,12,15 inches,15 inches
Row 145,9,10 inches,15 inches
Row 146,12,15 inches,15 inches
Row 147,5,5 inches,15 inches
Row 148,12,15 inches,15 inches
Row 149,6,10 inches,15 inches
Row 150,9,10 inches,15 inches
Row 151,12,15 inches,15 inches
Row 152,14,15 inches,15 inches
Row 153,8,10 inches,15 inches
Row 154,15,15 inches,15 inches
Row 155,14,15 inches,15 inches
Row 156,11,15 inches,15 inches
Row 157,11,15 inches,15 inches
Row 158,11,15 inches,15 inches
Row 159,6,10 inches,15 inches
Row 160,13,15 inches,15 inches
Row 161,9,10 inches,15 inches
Row 162,13,15 inches,15 inches
