Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,9,10 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,9,10 inches,15 inches
Row 5,6,10 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,5,5 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,11,15 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,11,15 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,15,15 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,8,10 inches,15 inches
Row 20,13,15 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,12,15 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,12,15 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,8,10 inches,15 inches
Row 32,15,15 inches,15 inches
Row 33,10,10 inches,15 inches
Row 34,13,15 inches,15 inches
Row 35,10,10 inches,15 inches
Row 36,12,15 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,9,10 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,5,5 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,9,10 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,10,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,10,10 inches,15 inches
Row 61,6,10 inches,15 inches
Row 62,5,5 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,6,10 inches,15 inches
