Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,8,10 inches
Row 3,9,10 inches
Row 4,14,15 inches
Row 5,6,10 inches
Row 6,13,15 inches
Row 7,7,10 inches
Row 8,10,10 inches
Row 9,7,10 inches
Row 10,14,15 inches
Row 11,6,10 inches
Row 12,7,10 inches
Row 13,15,15 inches
Row 14,14,15 inches
Row 15,15,15 inches
Row 16,7,10 inches
Row 17,15,15 inches
Row 18,9,10 inches
Row 19,8,10 inches
Row 20,8,10 inches
Row 21,8,10 inches
Row 22,9,10 inches
Row 23,12,15 inches
Row 24,6,10 inches
Row 25,8,10 inches
Row 26,5,5 inches
Row 27,7,10 inches
Row 28,6,10 inches
Row 29,5,5 inches
Row 30,8,10 inches
Row 31,14,15 inches
Row 32,7,10 inches
Row 33,14,15 inches
Row 34,7,10 inches
Row 35,12,15 inches
Row 36,8,10 inches
Row 37,7,10 inches
Row 38,11,15 inches
Row 39,8,10 inches
Row 40,14,15 inches
Row 41,9,10 inches
Row 42,15,15 inches
Row 43,13,15 inches
Row 44,8,10 inches
Row 45,11,15 inches
Row 46,14,15 inches
Row 47,15,15 inches
Row 48,10,10 inches
Row 49,12,15 inches
Row 50,12,15 inches
Row 51,8,10 inches
Row 52,12,15 inches
Row 53,7,10 inches
Row 54,7,10 inches
Row 55,15,15 inches
Row 56,12,15 inches
Row 57,12,15 inches
Row 58,15,15 inches
Row 59,11,15 inches
Row 60,8,10 inches
Row 61,10,10 inches
Row 62,5,5 inches
Row 63,10,10 inches
Row 64,12,15 inches
Row 65,11,15 inches
Row 66,12,15 inches
Row 67,7,10 inches
Row 68,13,15 inches
Row 69,9,10 inches
Row 70,11,15 inches
Row 71,6,10 inches
Row 72,15,15 inches
Row 73,6,10 inches
Row 74,7,10 inches
Row 75,6,10 inches
Row 76,13,15 inches
Row 77,7,10 inches
Row 78,13,15 inches
Row 79,9,10 inches
Row 80,6,10 inches
Row 81,15,15 inches
Row 82,9,10 inches
Row 83,15,15 inches
Row 84,11,15 inches
Row 85,15,15 inches
Row 86,11,15 inches
Row 87,5,5 inches
Row 88,8,10 inches
Row 89,15,15 inches
Row 90,9,10 inches
Row 91,12,15 inches
Row 92,6,10 inches
Row 93,5,5 inches
Row 94,9,10 inches
Row 95,10,10 inches
Row 96,7,10 inches
Row 97,13,15 inches
Row 98,13,15 inches
Row 99,9,10 inches
Row 100,10,10 inches
Row 101,15,15 inches
Row 102,11,15 inches
Row 103,12,15 inches
Row 104,8,10 inches
Row 105,9,10 inches
Row 106,15,15 inches
Row 107,15,15 inches
Row 108,8,10 inches
Row 109,5,5 inches
Row 110,7,10 inches
Row 111,10,10 inches
Row 112,7,10 inches
Row 113,12,15 inches
Row 114,8,10 inches
Row 115,10,10 inches
Row 116,13,15 inches
Row 117,13,15 inches
Row 118,8,10 inches
Row 119,12,15 inches
Row 120,15,15 inches
Row 121,11,15 inches
Row 122,10,10 inches
Row 123,12,15 inches
Row 124,9,10 inches
Row 125,11,15 inches
Row 126,5,5 inches
Row 127,12,15 inches
Row 128,15,15 inches
