Row,Number of Houses,Pipe Size,pipe_size
Row 1,13,15 inches,15 inches
Row 2,5,5 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,14,15 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,7,10 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,13,15 inches,15 inches
Row 22,7,10 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,6,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,10,10 inches,15 inches
Row 28,9,10 inches,15 inches
Row 29,9,10 inches,15 inches
Row 30,15,15 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,15,15 inches,15 inches
Row 34,5,5 inches,15 inches
Row 35,8,10 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,6,10 inches,15 inches
Row 40,8,10 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,13,15 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,9,10 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,14,15 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,14,15 inches,15 inches
Row 61,8,10 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,6,10 inches,15 inches
Row 68,7,10 inches,15 inches
Row 69,11,15 inches,15 inches
Row 70,14,15 inches,15 inches
Row 71,14,15 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,13,15 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,9,10 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,10,10 inches,15 inches
Row 80,7,10 inches,15 inches
Row 81,12,15 inches,15 inches
Row 82,7,10 inches,15 inches
Row 83,8,10 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,6,10 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,15,15 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,13,15 inches,15 inches
