Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,11,15 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,11,15 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,7,10 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,8,10 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,12,15 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,12,15 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,10,10 inches,15 inches
Row 32,12,15 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,6,10 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,9,10 inches,15 inches
Row 40,8,10 inches,15 inches
Row 41,14,15 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,8,10 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,10,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,11,15 inches,15 inches
Row 61,6,10 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,13,15 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,9,10 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,12,15 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,14,15 inches,15 inches
Row 76,9,10 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,11,15 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,5,5 inches,15 inches
Row 81,9,10 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,12,15 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,9,10 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,13,15 inches,15 inches
Row 88,6,10 inches,15 inches
Row 89,5,5 inches,15 inches
Row 90,15,15 inches,15 inches
Row 91,15,15 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,12,15 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,10,10 inches,15 inches
Row 98,9,10 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,15,15 inches,15 inches
Row 102,13,15 inches,15 inches
Row 103,9,10 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,15,15 inches,15 inches
Row 107,8,10 inches,15 inches
Row 108,15,15 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,9,10 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,9,10 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,14,15 inches,15 inches
Row 117,12,15 inches,15 inches
Row 118,15,15 inches,15 inches
Row 119,12,15 inches,15 inches
Row 120,15,15 inches,15 inches
Row 121,10,10 inches,15 inches
Row 122,11,15 inches,15 inches
Row 123,6,10 inches,15 inches
Row 124,8,10 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,5,5 inches,15 inches
Row 127,14,15 inches,15 inches
Row 128,12,15 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,5,5 inches,15 inches
Row 131,9,10 inches,15 inches
Row 132,12,15 inches,15 inches
Row 133,11,15 inches,15 inches
Row 134,8,10 inches,15 inches
Row 135,7,10 inches,15 inches
Row 136,7,10 inches,15 inches
Row 137,13,15 inches,15 inches
Row 138,15,15 inches,15 inches
Row 139,10,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,9,10 inches,15 inches
Row 142,8,10 inches,15 inches
Row 143,12,15 inches,15 inches
Row 144,11,15 inches,15 inches
Row 145,13,15 inches,15 inches
Row 146,5,5 inches,15 inches
Row 147,11,15 inches,15 inches
Row 148,8,10 inches,15 inches
Row 149,8,10 inches,15 inches
Row 150,9,10 inches,15 inches
Row 151,15,15 inches,15 inches
Row 152,13,15 inches,15 inches
Row 153,15,15 inches,15 inches
Row 154,14,15 inches,15 inches
Row 155,12,15 inches,15 inches
Row 156,8,10 inches,15 inches
Row 157,9,10 inches,15 inches
Row 158,14,15 inches,15 inches
Row 159,13,15 inches,15 inches
Row 160,9,10 inches,15 inches
